,diffusion,IForest,OCSVM,CBLOF,COF,COPOD,ECOD,FeatureBagging,HBOS,KNN,LODA,LOF,MCD,PCA,SOD,SOGAAL,DeepSVDD,AutoEncoder,VAE,diffusion_t_uniform,diffusion_no_mean,diffusion_slow,diffusion_4,diffusion_bins,diffusion_l2,diffusion_l20,diffusion_l2m,diffusion_l24,diffusion_l2_64,diffusion_l2_64_200,diffusion_l2_quantile,diffusion_400_128,diffusion_420_512,diffusion_bins_mean,diffusion_bins_mean_420,diffusion_bins_mean_420_margin,diffusion_420_huber,diffusion_420_bins_10,MOGAAL,diffusion_420_bins_10_0.01,diffusion_420_bins_5,ICL,diffusion_420_bins_7,ICL_bagging,ICL_noscaling,diffusion_420_bins_8_0.02,diffusion_420_bins_7_bagging
44_Wilt,0.3463035019455253,0.0233463035019455,0.0116731517509727,0.0077821011673151,,0.0155642023346303,0.0428015564202334,0.3735408560311284,0.0,0.0233463035019455,0.0116731517509727,0.1673151750972762,0.0778210116731517,0.0155642023346303,,,0.0038910505836575,,,0.178988326848249,0.0233463035019455,0.0194552529182879,0.0155642023346303,0.0038910505836575,0.0350194552529182,0.2373540856031128,0.1867704280155642,0.0233463035019455,0.1245136186770428,0.0700389105058365,0.3618677042801556,0.0505836575875486,0.1050583657587548,0.1750972762645914,0.2373540856031128,0.1400778210116731,0.1089494163424124,0.1945525291828793,,0.3307392996108949,0.1984435797665369,0.311284046692607,0.2295719844357976,0.2840466926070039,,0.1245136186770428,
13_fraud,0.4782608695652174,0.2934782608695652,0.5,0.3478260869565217,,0.4565217391304347,0.391304347826087,0.7391304347826085,0.4891304347826087,0.4782608695652174,0.6195652173913043,0.6630434782608695,0.5760869565217391,0.3043478260869565,,,0.6956521739130435,,,0.6630434782608695,0.5,0.6847826086956522,0.4130434782608695,0.4673913043478261,0.5217391304347826,0.4782608695652174,0.3043478260869565,0.5,0.7608695652173914,0.6413043478260869,0.6304347826086957,0.6304347826086957,0.7065217391304348,0.5760869565217391,0.5652173913043478,0.6630434782608695,0.7065217391304348,0.1847826086956521,,0.6521739130434783,0.8043478260869565,0.5978260869565217,0.8043478260869565,0.6304347826086957,,0.6630434782608695,
21_Lymphography,1.0,0.8648648648648649,1.0,0.8648648648648649,,0.945945945945946,0.945945945945946,0.7297297297297297,0.945945945945946,0.8648648648648649,0.5675675675675675,0.8108108108108109,0.8108108108108109,0.8648648648648649,,,0.8648648648648649,,,0.8648648648648649,0.8108108108108109,0.8648648648648649,0.8648648648648649,0.8378378378378378,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.8108108108108109,1.0,1.0,1.0,1.0,1.0,0.6216216216216216,0.8108108108108109,0.7297297297297297,1.0,0.7027027027027027,,0.6216216216216216,0.8108108108108109,1.0,0.8108108108108109,1.0,,0.6216216216216216,
1_ALOI,0.039787798408488,0.0424403183023872,0.0729442970822281,0.0676392572944297,,0.0457559681697612,0.0444297082228116,0.0875331564986737,0.0742705570291777,0.0590185676392572,0.056366047745358,0.0815649867374005,0.0371352785145888,0.0762599469496021,,,0.0517241379310344,,,0.0344827586206896,0.0576923076923076,0.0629973474801061,0.0676392572944297,0.0172413793103448,0.053050397877984,0.0477453580901856,0.0457559681697612,0.0583554376657824,0.0722811671087533,0.0510610079575596,0.0616710875331565,0.0557029177718832,0.0623342175066313,0.0437665782493368,0.0470822281167108,0.0444297082228116,0.053050397877984,0.0424403183023872,,0.0411140583554376,0.0477453580901856,0.0543766578249336,0.0457559681697612,0.04973474801061,,0.0444297082228116,
11_donors,0.9724896836313618,0.4625171939477304,0.3844566712517193,0.4814305364511692,,0.4050894085281981,0.4405089408528199,0.6795048143053645,0.2603163686382393,0.9573590096286108,0.5034387895460798,0.7314305364511693,0.1691884456671251,0.3624484181568088,,,0.4773039889958734,,,0.8696698762035764,0.9332874828060522,0.3772352132049518,0.4800550206327372,0.0350756533700137,0.922627235213205,0.9642365887207704,0.8566024759284732,0.9312242090784044,0.9439477303988996,0.9023383768913342,0.952200825309491,0.9154057771664372,0.9422283356258596,0.7090784044016506,0.6832874828060522,0.7682255845942229,0.9405089408528198,0.8504126547455296,,0.8050206327372765,0.8885832187070152,0.9859009628610728,0.8541953232462174,0.9834938101788172,,0.8851444291609354,
20_letter,0.02,0.03,0.01,0.01,,0.04,0.09,0.1,0.06,0.01,0.01,0.1,0.03,0.01,,,0.06,,,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.27,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.03,0.0,0.02,,0.02,0.03,0.08,0.03,0.05,,0.02,
15_Hepatitis,0.7716049382716049,0.4567901234567901,0.5987654320987654,0.6604938271604939,,0.5370370370370371,0.345679012345679,0.2407407407407407,0.5679012345679012,0.8209876543209876,0.4135802469135802,0.3148148148148148,0.5740740740740741,0.5987654320987654,,,0.9506172839506172,,,0.6358024691358025,0.5802469135802469,0.5246913580246914,0.5061728395061729,0.3765432098765431,0.6234567901234568,0.7654320987654321,0.191358024691358,0.5802469135802469,0.8518518518518519,0.7654320987654321,0.9074074074074074,0.7345679012345679,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9320987654320988,0.8209876543209876,0.9320987654320988,,0.8765432098765432,1.0,1.0,1.0,1.0,,0.9320987654320988,
5_campaign,0.3915948275862068,0.4349137931034482,0.4959051724137931,0.4898706896551724,,0.4926724137931034,0.4838362068965517,0.3066810344827586,0.4790948275862069,0.5036637931034482,0.2648706896551724,0.4224137931034483,0.4538793103448276,0.4883620689655172,,,0.3193965517241379,,,0.4394396551724138,0.4219827586206897,0.4293103448275862,0.4941810344827586,0.0271551724137931,0.4299568965517242,0.3644396551724138,0.3754310344827586,0.4232758620689655,0.4125,0.4560344827586207,0.3771551724137931,0.4471982758620689,0.4321120689655172,0.4446120689655172,0.4732758620689655,0.4978448275862069,0.5023706896551724,0.5148706896551725,,0.5064655172413793,0.5019396551724138,0.5017241379310344,0.5066810344827586,0.4857758620689655,,0.5316810344827586,
33_skin,0.8991215368278791,0.788396563374843,0.8023940534800656,0.8161984747562506,,0.1962544647166715,0.2202915339318466,0.5737040254850855,0.5865431026160827,0.9671782990636162,0.6029539530842746,0.6758374360459504,0.7702480934453133,0.381310937349165,,,0.4778453518679409,,,0.868230524181871,0.9372526305627956,0.8070277053769669,0.8097306689834927,0.790616854908775,0.9292402741577372,0.9150497152234772,0.7740129356115455,0.9337773916401196,0.9329085819094508,0.9326189786658944,0.9239308813592044,0.9281783955980308,0.9299160150593688,0.8309682401776233,0.8494063133507095,0.8323197219808862,0.9245100878463172,0.8253692441355344,,0.8234385558451587,0.8205425234095954,0.024519741287769,0.8225697461144897,0.5548798146539241,,0.8273964668404287,
28_pendigits,0.0512820512820512,0.5256410256410257,0.532051282051282,0.5,,0.3525641025641026,0.4358974358974359,0.8717948717948718,0.4102564102564102,0.903846153846154,0.3525641025641026,0.7628205128205128,0.141025641025641,0.4423076923076923,,,0.0192307692307692,,,0.0064102564102564,0.4487179487179487,0.4871794871794871,0.4615384615384615,0.25,0.4487179487179487,0.6089743589743589,0.3333333333333333,0.4551282051282051,0.8333333333333334,0.6025641025641025,0.8269230769230769,0.6089743589743589,0.8269230769230769,0.6346153846153846,0.6538461538461539,0.5384615384615384,0.8589743589743589,0.5833333333333334,,0.6089743589743589,0.6987179487179487,0.6089743589743589,0.6923076923076923,0.8012820512820514,,0.6217948717948718,
7_Cardiotocography,0.3540772532188841,0.572961373390558,0.5793991416309013,0.51931330472103,,0.482832618025751,0.628755364806867,0.5085836909871244,0.4141630901287553,0.463519313304721,0.6008583690987125,0.482832618025751,0.3819742489270386,0.6158798283261803,,,0.3562231759656652,,,0.4334763948497854,0.5257510729613734,0.648068669527897,0.5858369098712446,0.5579399141630901,0.51931330472103,0.4227467811158798,0.4656652360515021,0.5257510729613734,0.4420600858369098,0.4549356223175965,0.3669527896995708,0.4463519313304721,0.4399141630901287,0.3927038626609442,0.4077253218884121,0.3755364806866953,0.4163090128755364,0.4248927038626609,,0.3969957081545064,0.3583690987124464,0.3798283261802575,0.3497854077253219,0.3776824034334764,,0.4098712446351932,
14_glass,0.38,0.16,0.2,0.16,,0.18,0.24,0.3,0.38,0.38,0.16,0.3,0.24,0.24,,,0.44,,,0.32,0.32,0.16,0.16,0.16,0.3,0.38,0.16,0.32,0.38,0.38,0.52,0.38,0.38,0.38,0.38,0.38,0.38,0.38,,0.38,0.34,1.0,0.38,1.0,,0.38,
39_vertebral,0.2376237623762376,0.1782178217821782,0.1485148514851485,0.2079207920792079,,0.0,0.1485148514851485,0.2772277227722772,0.099009900990099,0.1683168316831683,0.1287128712871287,0.2475247524752475,0.099009900990099,0.1485148514851485,,,0.0891089108910891,,,0.1485148514851485,0.1485148514851485,0.1485148514851485,0.1485148514851485,0.0,0.1485148514851485,0.2079207920792079,0.1485148514851485,0.1485148514851485,0.099009900990099,0.0792079207920792,0.198019801980198,0.0792079207920792,0.0792079207920792,0.2871287128712871,0.2772277227722772,0.1683168316831683,0.0792079207920792,0.198019801980198,,0.2079207920792079,0.1683168316831683,0.5841584158415841,0.3267326732673267,0.7128712871287128,,0.2475247524752475,
SVHN_7,,0.2346938775510204,0.238095238095238,0.238095238095238,,0.0,0.0,0.227891156462585,0.2108843537414966,0.238095238095238,0.1870748299319728,0.2210884353741496,0.1292517006802721,0.238095238095238,,,0.1360544217687075,,,,,,,,0.2210884353741496,,,,0.2074829931972789,0.2176870748299319,0.227891156462585,0.2142857142857142,0.2210884353741496,0.2108843537414966,0.2210884353741496,0.2346938775510204,0.2244897959183673,0.2244897959183673,,0.2414965986394557,0.227891156462585,0.2074829931972789,0.2244897959183673,0.2006802721088435,,0.2142857142857142,
MVTec-AD_tile,,0.7245762711864406,0.75,0.7542372881355932,,0.6949152542372882,0.6949152542372882,0.7542372881355932,0.7203389830508474,0.7542372881355932,0.6483050847457628,0.7288135593220338,0.8177966101694916,0.7415254237288135,,,0.8305084745762712,,,,,,,,0.7838983050847457,,,,0.8389830508474576,0.8008474576271186,0.8389830508474576,0.809322033898305,0.8220338983050847,0.8432203389830508,0.847457627118644,0.8516949152542372,0.8347457627118644,0.8347457627118644,,0.8389830508474576,0.8347457627118644,0.8516949152542372,0.8601694915254238,0.8516949152542372,,0.8516949152542372,
MVTec-AD_transistor,,0.4661016949152542,0.4491525423728814,0.4491525423728814,,0.0,0.0,0.4745762711864407,0.4830508474576271,0.4491525423728814,0.3898305084745763,0.4745762711864407,0.6271186440677966,0.4491525423728814,,,0.6186440677966102,,,,,,,,0.4491525423728814,,,,0.7288135593220338,0.6610169491525424,0.7796610169491526,0.6440677966101694,0.6864406779661016,0.711864406779661,0.711864406779661,0.788135593220339,0.7372881355932204,0.7542372881355932,,0.7203389830508474,0.7288135593220338,0.7203389830508474,0.6779661016949152,0.6949152542372882,,0.7033898305084746,
CIFAR10_9,,0.2091254752851711,0.2737642585551331,0.2699619771863117,,0.0,0.0,0.3231939163498099,0.1977186311787072,0.2775665399239543,0.2395437262357414,0.3155893536121673,0.2015209125475285,0.2661596958174905,,,0.1901140684410646,,,,,,,,0.3231939163498099,,,,0.3041825095057034,0.3041825095057034,0.3193916349809886,0.3307984790874524,0.3193916349809886,0.2775665399239543,0.2851711026615969,0.311787072243346,0.2965779467680608,0.2889733840304182,,0.2623574144486692,0.3041825095057034,0.2319391634980988,0.2851711026615969,0.2205323193916349,,0.2927756653992395,
FashionMNIST_3,,0.4063492063492063,0.5428571428571428,0.5396825396825397,,0.0,0.0,0.6126984126984127,0.2825396825396825,0.5492063492063493,0.4380952380952381,0.6095238095238096,0.3555555555555555,0.5396825396825397,,,0.3777777777777777,,,,,,,,0.5841269841269842,,,,0.5873015873015873,0.5904761904761905,0.5619047619047619,0.5841269841269842,0.5777777777777777,0.5142857142857142,0.5142857142857142,0.5714285714285714,0.6063492063492063,0.5587301587301587,,0.5492063492063493,0.5555555555555556,0.6,0.5619047619047619,0.6126984126984127,,0.5619047619047619,
CIFAR10_2,,0.1368821292775665,0.1634980988593156,0.1749049429657794,,0.1292775665399239,0.1292775665399239,0.1901140684410646,0.1064638783269961,0.1673003802281368,0.1444866920152091,0.1977186311787072,0.1482889733840304,0.1634980988593156,,,0.0950570342205323,,,,,,,,0.1863117870722433,,,,0.1901140684410646,0.2015209125475285,0.2015209125475285,0.1939163498098859,0.1939163498098859,0.182509505703422,0.1787072243346007,0.1711026615969581,0.1977186311787072,0.1787072243346007,,0.1863117870722433,0.1977186311787072,0.1711026615969581,0.1673003802281368,0.1749049429657794,,0.1939163498098859,
MVTec-AD_leather,,0.9588014981273408,0.9588014981273408,0.9550561797752808,,0.8164794007490637,0.8164794007490637,0.947565543071161,0.951310861423221,0.9588014981273408,0.9400749063670412,0.947565543071161,0.9438202247191012,0.9625468164794008,,,0.9700374531835204,,,,,,,,0.9625468164794008,,,,0.9625468164794008,0.9625468164794008,0.9737827715355806,0.9625468164794008,0.9625468164794008,0.9588014981273408,0.9550561797752808,0.9625468164794008,0.9625468164794008,0.9625468164794008,,0.9588014981273408,0.9550561797752808,0.9550561797752808,0.9625468164794008,0.9625468164794008,,0.9588014981273408,
SVHN_0,,0.1653846153846153,0.15,0.1692307692307692,,0.0,0.0,0.1769230769230769,0.1038461538461538,0.1615384615384615,0.1653846153846153,0.173076923076923,0.1423076923076923,0.1423076923076923,,,0.1461538461538461,,,,,,,,0.173076923076923,,,,0.1846153846153846,0.1846153846153846,0.1807692307692307,0.1807692307692307,0.1769230769230769,0.1615384615384615,0.15,0.1807692307692307,0.1846153846153846,0.1692307692307692,,0.1653846153846153,0.1807692307692307,0.2192307692307692,0.1769230769230769,0.2192307692307692,,0.1615384615384615,
SVHN_1,,0.194,0.186,0.18,,0.0,0.0,0.144,0.18,0.182,0.126,0.142,0.144,0.186,,,0.144,,,,,,,,0.198,,,,0.19,0.19,0.208,0.19,0.186,0.19,0.18,0.18,0.19,0.186,,0.178,0.174,0.156,0.19,0.166,,0.182,
FashionMNIST_4,,0.3301587301587301,0.473015873015873,0.473015873015873,,0.0,0.0,0.5682539682539682,0.1174603174603174,0.5047619047619047,0.3619047619047619,0.5650793650793651,0.2285714285714285,0.4698412698412698,,,0.3904761904761905,,,,,,,,0.526984126984127,,,,0.5396825396825397,0.5396825396825397,0.5301587301587302,0.5365079365079365,0.546031746031746,0.5111111111111111,0.5015873015873016,0.5333333333333333,0.546031746031746,0.526984126984127,,0.5079365079365079,0.526984126984127,0.5873015873015873,0.5301587301587302,0.5777777777777777,,0.5111111111111111,
MNIST-C_impulse_noise,,0.872,0.978,0.972,,0.0,0.0,0.976,0.542,0.974,0.97,0.972,0.638,0.972,,,0.946,,,,,,,,0.978,,,,0.98,0.978,0.976,0.98,0.98,0.764,0.966,0.906,0.98,0.966,,0.908,0.888,0.98,0.878,0.982,,0.938,
MNIST-C_translate,,0.128,0.192,0.194,,0.0,0.0,0.334,0.092,0.234,0.148,0.326,0.12,0.186,,,0.17,,,,,,,,0.342,,,,0.368,0.342,0.4299999999999999,0.334,0.374,0.26,0.286,0.356,0.378,0.32,,0.306,0.342,0.344,0.31,0.32,,0.334,
FashionMNIST_8,,0.2285714285714285,0.2603174603174603,0.273015873015873,,0.0,0.0,0.4095238095238095,0.1746031746031746,0.3047619047619048,0.2222222222222222,0.4063492063492063,0.1968253968253968,0.2412698412698412,,,0.3047619047619048,,,,,,,,0.3555555555555555,,,,0.3587301587301588,0.3555555555555555,0.4444444444444444,0.3777777777777777,0.3873015873015873,0.3079365079365079,0.3111111111111111,0.3873015873015873,0.3746031746031746,0.3365079365079365,,0.3238095238095238,0.3365079365079365,0.365079365079365,0.3206349206349206,0.3841269841269841,,0.3238095238095238,
SVHN_8,,0.1283018867924528,0.1660377358490566,0.1811320754716981,,0.0,0.0,0.2113207547169811,0.0830188679245283,0.1735849056603773,0.1849056603773584,0.2037735849056604,0.1735849056603773,0.1622641509433962,,,0.1471698113207547,,,,,,,,0.2226415094339622,,,,0.2113207547169811,0.2188679245283019,0.2339622641509434,0.2150943396226415,0.2037735849056604,0.1962264150943396,0.2,0.2037735849056604,0.2150943396226415,0.2150943396226415,,0.2113207547169811,0.2264150943396226,0.1962264150943396,0.2113207547169811,0.2226415094339622,,0.2037735849056604,
MVTec-AD_zipper,,0.7865497076023392,0.8070175438596491,0.7982456140350878,,0.97953216374269,0.97953216374269,0.845029239766082,0.7573099415204678,0.8333333333333334,0.7163742690058481,0.845029239766082,0.8771929824561403,0.7719298245614035,,,0.8801169590643275,,,,,,,,0.8567251461988304,,,,0.8713450292397662,0.9005847953216374,0.8713450292397662,0.9064327485380118,0.9035087719298246,0.9005847953216374,0.8976608187134503,0.8830409356725146,0.8771929824561403,0.9093567251461988,,0.9444444444444444,0.9093567251461988,0.8976608187134503,0.8771929824561403,0.9064327485380118,,0.9181286549707602,
MVTec-AD_bottle,,0.890547263681592,0.9004975124378111,0.9104477611940298,,0.5174129353233831,0.5174129353233831,0.9203980099502488,0.8656716417910447,0.9104477611940298,0.8706467661691543,0.9104477611940298,0.9104477611940298,0.890547263681592,,,0.8855721393034826,,,,,,,,0.9203980099502488,,,,0.9104477611940298,0.9104477611940298,0.9203980099502488,0.9104477611940298,0.9104477611940298,0.9104477611940298,0.9104477611940298,0.9203980099502488,0.9203980099502488,0.9104477611940298,,0.8955223880597015,0.890547263681592,0.9054726368159204,0.9303482587064678,0.8955223880597015,,0.890547263681592,
FashionMNIST_0,,0.3587301587301588,0.4952380952380952,0.5015873015873016,,0.0,0.0,0.6095238095238096,0.2761904761904762,0.5396825396825397,0.3428571428571428,0.580952380952381,0.2603174603174603,0.4857142857142857,,,0.3523809523809524,,,,,,,,0.5682539682539682,,,,0.5873015873015873,0.5746031746031746,0.580952380952381,0.5714285714285714,0.5746031746031746,0.4825396825396825,0.4984126984126984,0.5142857142857142,0.5619047619047619,0.4761904761904761,,0.4761904761904761,0.492063492063492,0.5333333333333333,0.4952380952380952,0.5587301587301587,,0.5111111111111111,
CIFAR10_6,,0.1749049429657794,0.2281368821292775,0.2433460076045627,,0.1711026615969581,0.1749049429657794,0.2927756653992395,0.1482889733840304,0.2433460076045627,0.2091254752851711,0.2775665399239543,0.1330798479087452,0.2319391634980988,,,0.1977186311787072,,,,,,,,0.2775665399239543,,,,0.2547528517110266,0.2623574144486692,0.2737642585551331,0.2775665399239543,0.2661596958174905,0.2357414448669201,0.2585551330798479,0.2737642585551331,0.2623574144486692,0.2547528517110266,,0.2433460076045627,0.2623574144486692,0.182509505703422,0.247148288973384,0.1977186311787072,,0.2509505703422053,
MNIST-C_stripe,,0.802,0.93,0.93,,0.0,0.0,0.954,0.662,0.942,0.844,0.952,0.466,0.926,,,0.764,,,,,,,,0.954,,,,0.948,0.944,0.95,0.946,0.944,0.918,0.744,0.918,0.948,0.92,,0.914,0.888,0.966,0.912,0.966,,0.912,
MNIST-C_spatter,,0.382,0.47,0.476,,0.0,0.0,0.628,0.292,0.528,0.498,0.62,0.31,0.462,,,0.272,,,,,,,,0.618,,,,0.636,0.592,0.618,0.622,0.614,0.488,0.482,0.58,0.602,,,0.546,0.566,0.544,0.516,0.566,,0.548,
FashionMNIST_1,,0.6761904761904762,0.7301587301587301,0.7555555555555555,,0.0,0.0,0.7904761904761904,0.4063492063492063,0.7587301587301587,0.7015873015873015,0.7714285714285715,0.3682539682539682,0.7301587301587301,,,0.6825396825396826,,,,,,,,0.7841269841269841,,,,0.7714285714285715,0.7904761904761904,0.765079365079365,0.7777777777777778,0.7841269841269841,0.7174603174603176,0.7238095238095238,0.746031746031746,0.7777777777777778,,,0.726984126984127,0.7301587301587301,0.7873015873015873,0.707936507936508,0.7841269841269841,,0.7301587301587301,
MNIST-C_fog,,0.302,0.562,0.572,,0.0,0.0,0.752,0.152,0.61,0.446,0.722,0.208,0.546,,,0.428,,,,,,,,0.734,,,,0.74,0.746,0.7579999999999999,0.75,0.734,0.584,0.582,0.726,0.752,,,0.608,0.634,0.686,0.618,0.702,,0.634,
MNIST-C_glass_blur,,0.556,0.698,0.702,,0.0,0.0,0.792,0.388,0.736,0.674,0.782,0.186,0.686,,,0.536,,,,,,,,0.8140000000000001,,,,0.81,0.818,0.804,0.822,0.8119999999999999,0.7160000000000001,0.72,0.7579999999999999,0.8140000000000001,,,0.724,0.738,0.78,0.728,0.796,,0.7419999999999999,
CIFAR10_3,,0.1140684410646387,0.1673003802281368,0.1749049429657794,,0.1026615969581749,0.11787072243346,0.1673003802281368,0.0836501901140684,0.1596958174904943,0.0874524714828897,0.1901140684410646,0.1292775665399239,0.1634980988593156,,,0.1330798479087452,,,,,,,,0.1673003802281368,,,,0.1673003802281368,0.182509505703422,0.1939163498098859,0.1711026615969581,0.1673003802281368,0.1596958174904943,0.155893536121673,0.1634980988593156,0.1634980988593156,,,0.1330798479087452,0.155893536121673,0.1064638783269961,0.1634980988593156,0.1026615969581749,,0.1596958174904943,
MVTec-AD_pill,,0.6345029239766082,0.6257309941520468,0.6403508771929824,,0.97953216374269,0.97953216374269,0.6432748538011696,0.6345029239766082,0.6578947368421053,0.6345029239766082,0.6432748538011696,0.6871345029239766,0.6169590643274854,,,0.7192982456140351,,,,,,,,0.6286549707602339,,,,0.6549707602339181,0.6929824561403509,0.652046783625731,0.6842105263157895,0.7222222222222222,0.6871345029239766,0.7426900584795322,0.7134502923976607,0.631578947368421,,,0.7514619883040935,0.7573099415204678,0.8245614035087719,0.7105263157894737,0.8245614035087719,,0.7426900584795322,
FashionMNIST_7,,0.815873015873016,0.8253968253968254,0.8253968253968254,,0.0,0.0,0.8285714285714286,0.7333333333333333,0.8253968253968254,0.8031746031746032,0.8253968253968254,0.7015873015873015,0.8253968253968254,,,0.8000000000000002,,,,,,,,0.8380952380952381,,,,0.8285714285714286,0.8317460317460317,0.8317460317460317,0.8412698412698413,0.834920634920635,0.8095238095238095,0.6349206349206349,0.819047619047619,0.8380952380952381,,,0.819047619047619,0.7968253968253968,0.834920634920635,0.815873015873016,0.8380952380952381,,0.819047619047619,
MVTec-AD_screw,,0.4782608695652174,0.508695652173913,0.5130434782608696,,0.6695652173913044,0.6695652173913044,0.5043478260869565,0.5043478260869565,0.4869565217391304,0.4739130434782608,0.4695652173913043,0.6043478260869565,0.4782608695652174,,,0.6173913043478261,,,,,,,,0.4391304347826087,,,,0.5695652173913044,0.5391304347826087,0.6347826086956522,0.4652173913043478,0.5478260869565217,0.5652173913043478,0.4913043478260869,0.5173913043478261,0.5304347826086957,,,0.5956521739130435,0.5260869565217391,0.7739130434782608,0.5826086956521739,0.7434782608695654,,0.508695652173913,
CIFAR10_5,,0.0836501901140684,0.1482889733840304,0.1330798479087452,,0.0570342205323193,0.0684410646387832,0.2129277566539923,0.0456273764258555,0.1330798479087452,0.091254752851711,0.1977186311787072,0.1406844106463878,0.1406844106463878,,,0.1520912547528517,,,,,,,,0.1863117870722433,,,,0.1901140684410646,0.1787072243346007,0.1749049429657794,0.1787072243346007,0.1787072243346007,0.1863117870722433,0.1901140684410646,0.1787072243346007,0.1939163498098859,,,0.1863117870722433,0.1787072243346007,0.1292775665399239,0.1711026615969581,0.1254752851711026,,0.1863117870722433,
SVHN_6,,0.132890365448505,0.1760797342192691,0.1794019933554817,,0.0,0.0,0.1893687707641196,0.0897009966777408,0.1794019933554817,0.1428571428571428,0.1860465116279069,0.1295681063122923,0.1727574750830564,,,0.1295681063122923,,,,,,,,0.2026578073089701,,,,0.1993355481727574,0.1926910299003322,0.1794019933554817,0.1993355481727574,0.1893687707641196,0.1661129568106312,0.1926910299003322,0.1893687707641196,0.2059800664451827,,,0.1694352159468438,0.1760797342192691,0.1727574750830564,0.1827242524916943,0.1694352159468438,,0.1694352159468438,
SVHN_2,,0.2,0.218,0.214,,0.0,0.0,0.228,0.168,0.222,0.162,0.226,0.17,0.226,,,0.192,,,,,,,,0.236,,,,0.23,0.23,0.212,0.228,0.242,0.234,0.222,0.234,0.224,,,0.238,0.232,0.208,0.22,0.224,,0.232,
MNIST-C_motion_blur,,0.362,0.51,0.518,,0.0,0.0,0.656,0.258,0.57,0.49,0.65,0.286,0.504,,,0.448,,,,,,,,0.668,,,,0.63,0.662,0.694,0.664,0.644,0.566,0.584,0.646,0.684,,,0.582,0.602,0.692,0.576,0.698,,0.592,
CIFAR10_0,,0.2623574144486692,0.2889733840304182,0.2889733840304182,,0.247148288973384,0.2547528517110266,0.311787072243346,0.2433460076045627,0.2927756653992395,0.247148288973384,0.3041825095057034,0.2623574144486692,0.2927756653992395,,,0.1977186311787072,,,,,,,,0.2813688212927757,,,,0.2927756653992395,0.3041825095057034,0.3079847908745247,0.2927756653992395,0.3041825095057034,0.2737642585551331,0.2813688212927757,0.2851711026615969,0.2965779467680608,,,0.2661596958174905,0.2737642585551331,0.2319391634980988,0.2737642585551331,0.2243346007604562,,0.2737642585551331,
CIFAR10_8,,0.2015209125475285,0.2167300380228136,0.2395437262357414,,0.0,0.0,0.2889733840304182,0.1406844106463878,0.2281368821292775,0.2357414448669201,0.2889733840304182,0.1406844106463878,0.2091254752851711,,,0.2243346007604562,,,,,,,,0.2509505703422053,,,,0.2395437262357414,0.2433460076045627,0.2699619771863117,0.2547528517110266,0.2357414448669201,0.2433460076045627,0.2205323193916349,0.2167300380228136,0.2395437262357414,,,0.2091254752851711,0.2395437262357414,0.2015209125475285,0.2395437262357414,0.2357414448669201,,0.2319391634980988,
FashionMNIST_6,,0.1238095238095238,0.3206349206349206,0.346031746031746,,0.0,0.0,0.4666666666666667,0.0603174603174603,0.3841269841269841,0.2253968253968254,0.4666666666666667,0.219047619047619,0.2920634920634921,,,0.2095238095238095,,,,,,,,0.4698412698412698,,,,0.473015873015873,0.473015873015873,0.4984126984126984,0.4761904761904761,0.4698412698412698,0.3809523809523809,0.4158730158730158,0.4698412698412698,0.4698412698412698,,,0.4507936507936508,0.4444444444444444,0.4825396825396825,0.3904761904761905,0.473015873015873,,0.4317460317460317,
MVTec-AD_toothbrush,,0.7482269503546101,0.7517730496453902,0.7836879432624113,,0.8652482269503546,0.8652482269503546,0.8262411347517732,0.8085106382978723,0.8617021276595744,0.6950354609929078,0.8120567375886525,0.8120567375886525,0.6950354609929078,,,0.975177304964539,,,,,,,,0.5531914893617021,,,,0.8617021276595744,0.7624113475177305,0.9397163120567376,0.6276595744680851,0.8971631205673759,0.8546099290780141,0.925531914893617,0.9290780141843972,0.8617021276595744,,,0.9680851063829788,0.9397163120567376,0.9680851063829788,0.8617021276595744,0.9680851063829788,,0.9716312056737588,
MVTec-AD_metal_nut,,0.6190476190476191,0.5970695970695971,0.5970695970695971,,0.8388278388278388,0.8388278388278388,0.6153846153846154,0.5238095238095238,0.63003663003663,0.5714285714285714,0.6190476190476191,0.7106227106227107,0.5970695970695971,,,0.7582417582417583,,,,,,,,0.5567765567765568,,,,0.6813186813186813,0.6813186813186813,0.7582417582417583,0.663003663003663,0.706959706959707,0.7838827838827839,0.7435897435897437,0.7948717948717948,0.7362637362637363,,,0.7802197802197802,0.7802197802197802,0.8131868131868132,0.7838827838827839,0.816849816849817,,0.7875457875457874,
MNIST-C_canny_edges,,0.204,0.254,0.262,,0.0,0.0,0.516,0.172,0.316,0.124,0.518,0.256,0.234,,,0.206,,,,,,,,0.452,,,,0.496,0.488,0.488,0.446,0.426,0.342,0.342,0.436,0.46,,,0.338,0.4199999999999999,0.4059999999999999,0.362,0.442,,0.4059999999999999,
MNIST-C_brightness,,0.142,0.242,0.238,,0.0,0.0,0.388,0.108,0.298,0.308,0.386,0.136,0.228,,,0.178,,,,,,,,0.394,,,,0.432,0.392,0.47,0.424,0.41,0.326,0.294,0.41,0.488,,,0.348,0.39,0.48,0.4000000000000001,0.462,,0.564,
