,diffusion,IForest,OCSVM,CBLOF,COF,COPOD,ECOD,FeatureBagging,HBOS,KNN,LODA,LOF,MCD,PCA,SOD,SOGAAL,DeepSVDD,AutoEncoder,VAE,diffusion_t_uniform,diffusion_no_mean,diffusion_slow,diffusion_4,diffusion_bins,diffusion_l2,diffusion_l20,diffusion_l2m,diffusion_l24,diffusion_l2_64,diffusion_l2_64_200,diffusion_l2_quantile,diffusion_400_128,diffusion_420_512,diffusion_bins_mean,diffusion_bins_mean_420,diffusion_bins_mean_420_margin,diffusion_420_huber,diffusion_420_bins_10,MOGAAL,diffusion_420_bins_10_0.01,diffusion_420_bins_5,ICL,diffusion_420_bins_7,ICL_bagging,ICL_noscaling,diffusion_420_bins_8_0.02,diffusion_420_bins_7_bagging
47_yeast,0.5029585798816568,0.4358974358974359,0.4654832347140039,0.5128205128205128,0.4595660749506903,0.4260355029585799,0.4635108481262328,0.4891518737672584,0.4437869822485207,0.4674556213017751,0.4418145956607495,0.4773175542406311,0.4635108481262328,0.4339250493096647,0.4654832347140039,0.4674556213017751,0.5167652859960552,,,0.4615384615384615,0.4615384615384615,0.4398422090729783,0.4437869822485207,0.960552268244576,0.4575936883629191,0.4832347140039448,0.4398422090729783,0.4615384615384615,0.4911242603550296,0.4714003944773176,0.4792899408284023,0.4832347140039448,0.4852071005917159,0.5029585798816568,0.5167652859960552,0.4970414201183432,0.4832347140039448,0.5069033530571992,0.4674556213017751,0.5285996055226825,0.4753451676528599,0.4871794871794871,0.514792899408284,0.514792899408284,,0.5128205128205128,0.47731755424063116
4_breastw,0.8795180722891566,0.9759036144578314,0.9759036144578314,0.9548192771084336,0.3433734939759036,0.960843373493976,0.9518072289156626,0.572289156626506,0.963855421686747,0.9548192771084336,0.960843373493976,0.8734939759036144,0.963855421686747,0.9578313253012049,0.8493975903614458,0.0632530120481927,0.9156626506024096,,,0.9367469879518072,0.933734939759036,0.9578313253012049,0.9548192771084336,0.9728915662650602,0.933734939759036,0.9216867469879518,0.0963855421686747,0.933734939759036,0.891566265060241,0.9246987951807228,0.8493975903614458,0.9246987951807228,0.8855421686746989,0.891566265060241,0.9397590361445785,0.9096385542168676,0.8132530120481927,0.9126506024096386,0.0662650602409638,0.9036144578313252,0.8885542168674698,0.9578313253012049,0.8704819277108434,0.963855421686747,,0.9096385542168676,0.8614457831325302
22_magic.gamma,0.7064892344497608,0.6880980861244019,0.683761961722488,0.6922846889952153,0.6079545454545454,0.6285885167464115,0.597188995215311,0.7688397129186604,0.6719497607655502,0.7616626794258372,0.6765849282296651,0.7607655502392345,0.6804724880382775,0.6519138755980861,0.6797248803827751,0.4943181818181818,0.5895633971291866,,,0.6474282296650717,0.7226375598086124,0.7091806220095693,0.6768839712918661,0.8080143540669857,0.7304126794258374,0.7695873205741627,0.6849581339712919,0.7223385167464116,0.7975478468899522,0.7588217703349281,0.8026315789473685,0.7482057416267943,0.7776614832535886,0.7999401913875597,0.7929126794258373,0.7840909090909092,0.7758672248803827,0.7982954545454546,0.4938696172248804,0.805622009569378,0.8086124401913876,0.694078947368421,0.8256578947368421,0.7345992822966507,,0.8208732057416268,0.8126495215311005
12_fault,0.6136701337295691,0.5289747399702823,0.5512630014858841,0.5705794947994056,0.5601783060921248,0.5081723625557206,0.5156017830609212,0.4992570579494799,0.5364041604754829,0.5557206537890045,0.5022288261515602,0.5066864784546805,0.549777117384844,0.5527488855869243,0.612184249628529,0.5037147102526003,0.5274888558692422,,,0.6196136701337296,0.5943536404160475,0.5646359583952452,0.5616641901931649,0.9687964338781576,0.586924219910847,0.5928677563150074,0.5943536404160475,0.5943536404160475,0.5601783060921248,0.5780089153046062,0.5616641901931649,0.5898959881129272,0.5601783060921248,0.5482912332838039,0.575037147102526,0.5468053491827637,0.5661218424962853,0.5765230312035661,0.5037147102526003,0.5720653789004457,0.5943536404160475,0.5720653789004457,0.5482912332838039,0.5854383358098069,,0.5572065378900446,0.5542347696879644
2_annthyroid,0.5093632958801498,0.5318352059925093,0.5355805243445693,0.5898876404494382,0.1385767790262172,0.3164794007490636,0.3838951310861423,0.5674157303370787,0.3595505617977528,0.6198501872659176,0.49625468164794,0.49625468164794,0.5037453183520599,0.5,0.4119850187265917,0.4232209737827715,0.2397003745318352,,,0.599250936329588,0.6666666666666666,0.4831460674157303,0.5037453183520599,0.2528089887640449,0.6722846441947565,0.5711610486891385,0.2734082397003745,0.6685393258426966,0.6816479400749064,0.6254681647940075,0.5973782771535581,0.6797752808988764,0.4831460674157303,0.7453183520599251,0.752808988764045,0.7621722846441947,0.6123595505617978,0.7565543071161048,0.3951310861423221,0.7734082397003746,0.7659176029962547,0.5355805243445693,0.7865168539325842,0.5318352059925093,,0.7659176029962547,0.7752808988764045
25_musk,1.0,0.7422680412371134,1.0,1.0,0.2474226804123711,0.8762886597938144,0.9278350515463918,1.0,1.0,1.0,0.8144329896907216,1.0,0.5257731958762887,1.0,0.2268041237113402,0.6391752577319587,1.0,,,1.0,1.0,1.0,1.0,0.9278350515463918,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6391752577319587,1.0,1.0,0.979381443298969,1.0,0.979381443298969,,1.0,1.0
30_satellite,0.7229862475442044,0.6645383104125737,0.6733791748526523,0.6409626719056974,0.5112966601178782,0.6070726915520629,0.5663064833005894,0.7259332023575639,0.7598231827111984,0.7180746561886051,0.6360510805500982,0.7264243614931237,0.6085461689587426,0.6267190569744597,0.5044204322200393,0.6149312377210217,0.7053045186640472,,,0.7293713163064833,0.7210216110019646,0.656188605108055,0.6404715127701375,0.9567779960707268,0.7264243614931237,0.7038310412573674,0.619351669941061,0.7210216110019646,0.7146365422396858,0.718565815324165,0.6905697445972495,0.7077603143418467,0.7190569744597249,0.7337917485265226,0.731827111984283,0.7072691552062869,0.7180746561886051,0.7333005893909627,0.5943025540275049,0.7337917485265226,0.7293713163064833,0.7563850687622791,0.7347740667976425,0.7436149312377212,,0.7342829076620825,0.7170923379174854
35_SpamBase,0.7385348421679571,0.8046456223942822,0.7855866587254319,0.7963073257891601,0.4997022036926742,0.7159023228111971,0.6950565812983919,0.7069684335914235,0.7492555092316855,0.8052412150089339,0.6950565812983919,0.7397260273972603,0.7945205479452053,0.7849910661107802,0.6259678379988088,0.4425253126861227,0.6712328767123288,,,0.7534246575342466,0.7313877307921381,0.7820131030375224,0.7832042882668256,0.8665872543180464,0.7313877307921381,0.718880285884455,0.4002382370458606,0.7313877307921381,0.7832042882668256,0.7337701012507445,0.7742703990470519,0.7432995830851697,0.7718880285884455,0.8010720667063729,0.8022632519356759,0.8040500297796307,0.7873734365693865,0.8016676593210244,0.4639666468135795,0.8058368076235854,0.7992852888624181,0.7963073257891601,0.8070279928528886,0.8141751042287075,,0.8052412150089339,0.8058368076235854
29_Pima,0.6370967741935484,0.6827956989247311,0.6827956989247311,0.6693548387096774,0.4865591397849462,0.6424731182795699,0.5833333333333334,0.6774193548387096,0.6935483870967742,0.6881720430107527,0.6236559139784946,0.6693548387096774,0.7231182795698926,0.6908602150537635,0.5376344086021505,0.4489247311827957,0.5806451612903226,,,0.6854838709677419,0.6666666666666666,0.6935483870967742,0.696236559139785,0.9059139784946236,0.6666666666666666,0.6478494623655914,0.5510752688172043,0.6666666666666666,0.6639784946236559,0.6639784946236559,0.6129032258064516,0.6612903225806451,0.6586021505376344,0.6854838709677419,0.6559139784946236,0.6532258064516129,0.6747311827956989,0.6666666666666666,0.4543010752688172,0.6666666666666666,0.6854838709677419,0.7043010752688172,0.6774193548387096,0.7258064516129032,,0.6478494623655914,0.6774193548387096
24_mnist,0.52,0.4914285714285714,0.6428571428571429,0.6542857142857142,0.3157142857142857,0.0,0.0,0.7042857142857143,0.2414285714285714,0.7185714285714285,0.3428571428571428,0.7142857142857143,0.5814285714285714,0.6385714285714286,0.4285714285714285,0.39,0.4371428571428571,,,0.5928571428571429,0.66,0.6728571428571428,0.6757142857142857,0.2671428571428571,0.6842857142857143,0.5557142857142857,0.5328571428571428,0.66,0.6857142857142857,0.6414285714285715,0.5514285714285714,0.6814285714285714,0.6457142857142857,0.6428571428571429,0.5957142857142858,0.5914285714285714,0.5242857142857142,0.57,0.39,0.5428571428571428,0.5014285714285714,0.6585714285714286,0.5714285714285714,0.6585714285714286,,0.5728571428571428,0.5828571428571429
10_cover,0.6056034482758621,0.1120689655172413,0.2241379310344827,0.1314655172413793,0.0387931034482758,0.1767241379310344,0.230603448275862,0.7672413793103448,0.0948275862068965,0.6379310344827587,0.0711206896551724,0.8081896551724138,0.0301724137931034,0.1379310344827586,0.0452586206896551,0.0,0.0409482758620689,,,0.3038793103448275,0.732758620689655,0.0711206896551724,0.2586206896551724,0.6336206896551724,0.6831896551724138,0.8318965517241379,0.3146551724137931,0.7306034482758621,0.7801724137931034,0.7392241379310344,0.8469827586206896,0.7823275862068966,0.8103448275862069,0.8577586206896551,0.7413793103448276,0.4913793103448275,0.8125,0.7176724137931034,0.0021551724137931,0.6982758620689655,0.7844827586206896,0.4051724137931034,0.7413793103448276,0.6379310344827587,,0.747844827586207,0.7133620689655172
34_smtp,0.0,0.0,0.6666666666666666,0.6666666666666666,,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0952380952380952,0.6666666666666666,0.0,0.6666666666666666,,,0.6666666666666666,,,0.0,0.0476190476190476,0.6666666666666666,0.6666666666666666,0.3809523809523809,0.1904761904761904,0.0,0.1904761904761904,0.0476190476190476,0.1428571428571428,0.0476190476190476,0.0,0.1904761904761904,0.1904761904761904,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,,0.6666666666666666,0.6666666666666666,0.2857142857142857,0.6666666666666666,0.3333333333333333,,0.6666666666666666,0.6666666666666666
3_backdoor,0.8835504885993485,0.021172638436482,0.0684039087947882,0.0960912052117263,,0.0,0.0,0.5863192182410424,0.0724755700325733,0.5260586319218241,0.1107491856677524,0.6864820846905537,0.6278501628664495,0.0684039087947882,,,0.4006514657980456,,,0.4812703583061889,0.5985342019543974,0.1335504885993485,0.0903908794788273,0.0,0.3607491856677525,0.8786644951140065,0.8623778501628665,0.6188925081433225,0.8159609120521173,0.5838762214983714,0.8802931596091205,0.748371335504886,0.7345276872964169,0.5977198697068404,0.6514657980456026,0.74185667752443,0.8664495114006515,0.6302931596091205,,0.7996742671009772,0.7491856677524429,0.8794788273615635,0.783387622149837,0.8794788273615635,,0.7255700325732899,0.7679153094462541
18_Ionosphere,0.8908554572271388,0.8377581120943953,0.9144542772861358,0.9262536873156342,,0.6873156342182891,0.6460176991150443,0.8672566371681416,0.6843657817109144,0.8967551622418879,0.7020648967551623,0.8613569321533924,0.8849557522123894,0.7640117994100296,,,0.9292035398230089,,,0.9380530973451328,0.9380530973451328,0.7817109144542773,0.8613569321533924,0.991150442477876,0.9380530973451328,0.9203539823008848,0.8112094395280236,0.9380530973451328,0.911504424778761,0.9203539823008848,0.911504424778761,0.9380530973451328,0.911504424778761,0.8849557522123894,0.8790560471976401,0.9026548672566372,0.9056047197640118,0.8938053097345132,,0.8938053097345132,0.8967551622418879,0.9410029498525072,0.8938053097345132,0.9321533923303836,,0.8938053097345132,
