,IForest,OCSVM,CBLOF,COF,COPOD,ECOD,FeatureBagging,HBOS,KNN,LODA,LOF,MCD,PCA,SOD,SOGAAL,DeepSVDD,DAGMM,diffusion_420_bins_10,MOGAAL,diffusion_420_bins_10_0.01,diffusion_420_bins_5,ICL,diffusion_420_bins_7,ICL_bagging,diffusion_420_bins_7_bagging
satellite,0.8239786828093305,0.8090116058484533,0.7713899913346128,0.5260758117662274,0.7332987914876716,0.6957027082442933,0.8580760646239423,0.8648809643884268,0.8600967476747796,0.7968674530914561,0.8586284749789131,0.8025943819540812,0.7778822416262536,0.5344956555203284,0.7315306494270253,0.8157088985953242,0.6997642298109084,0.8346008965960381,0.7060453835184115,0.8473592110339807,0.8544539510266885,0.8769432206236688,0.8506043168941815,0.8780273296070396,0.849626940478101
satimage-2,0.9458567919055467,0.9692488527508224,0.9676373430041316,0.1055274683243291,0.8527119710673836,0.796596721114712,0.9101211072507465,0.8768416663431468,0.96687219172961,0.9359297472271151,0.8846217216219329,0.9830670139734992,0.919214111289047,0.2009083455680702,0.2034590082014775,0.7842422778538521,0.17336437825811402,0.8026804192011873,0.16938650447849216,0.6011293593912015,0.8540576978140438,0.9464717566717408,0.763154019672714,0.9579312699782359,0.7068654864645069
shuttle,0.985674281350024,0.9766843145387318,0.9680112268400158,0.1695313396996804,0.9805278710650962,0.9520492430925522,0.5053523807821519,0.9748719451240656,0.9785923096165582,0.48148364460284754,0.9974660268045326,0.9089539235813048,0.962713299734448,0.206467690442733,0.07446659826081997,0.9795470418575639,0.8809166808305987,0.9403086164553213,0.07034087084209523,0.9393673547481594,0.942533479421663,0.9968917836052038,0.9391841711745633,0.9996150888190897,0.9400924448166006
skin,0.6474253552754731,0.6613306578668394,0.6929964956017385,,0.2965127976564287,0.30469284509636246,0.49069599693536015,0.5325876334166721,0.9830210670500604,0.5354966233752022,0.6157472062380309,0.622728913919758,0.3630234711078011,,,0.42525389078533277,0.5608535662671464,0.7024461925016724,,0.6935775539929,0.684913460913384,0.3231754887894501,0.6898521072549804,0.5816941073984359,
smtp,0.01142358547863555,0.6945635436026636,0.5132987576554808,,0.010024707186463,0.684183035083624,0.002699624890162925,0.011179795838108499,0.5261819231290403,0.07045771769988952,0.5114595210331232,0.012070257859957976,0.5109789142873826,,,0.3880939833213878,0.28040900335191155,0.4570108424319069,,0.5570019849790562,0.5231821523230014,0.04363091629544625,0.5231975678133598,0.5096813551564461,0.5258560167883899
spambase,0.8772802373985711,0.8219258916305452,0.8209365798818922,0.5007103403155841,0.7357511538025906,0.7126158924809225,0.6730919708085873,0.7842230708409839,0.8332015996254555,0.8182611153318157,0.7270505812373262,0.8181386395346457,0.818375215673548,0.6725740316477147,0.5609479528974252,0.7472167796101422,0.6716300500276369,0.8395667961988327,0.569397262532353,0.8400758403912821,0.8423238167720848,0.8701175347287161,0.8413568922219652,0.895095197652469,0.8361547383193111
speech,0.03379497564257323,0.0278050022611379,0.026950337976403324,0.0222865936570541,0.0278815665531377,0.0286733211686461,0.029999934031303875,0.0320978842973562,0.0280310472646631,0.030706817184206623,0.0315237721469434,0.028514859761592126,0.0277092917113783,0.0346754988139074,0.025388461422623528,0.0333447738096403,0.0335018137456987,0.026922003532378273,0.025456817134136025,0.027481718638385024,0.0272733477041757,0.03189398193315712,0.028703823865537076,0.03189398193315712,0.029391027916821126
stamps,0.5863910615867838,0.659300426704869,0.627321322224848,0.20273879283099946,0.5596497300623944,0.4822871281150357,0.6780308066214252,0.5130276074618272,0.7219556156301178,0.5489361251600724,0.6699565785556968,0.39975143891590276,0.5964106974716642,0.2050997205834283,0.2912437502153869,0.4357401383108843,0.4858474042510707,0.5768966831769726,0.289836174657682,0.5761042041604612,0.5952776693375952,0.8076636368928597,0.5871685072765294,0.8262503113509201,0.5975234089666391
thyroid,0.8130809106582941,0.7892005072030098,0.8145429106190516,0.0737234960861273,0.3018648994809832,0.6403435593045241,0.3869161029714445,0.7694955412011536,0.8094229556780009,0.6272273180265544,0.6057457162590333,0.8006960756612044,0.813421052388476,0.3221177638561298,0.417187925192844,0.6948330514023752,0.44273947777346145,0.8270446929765922,0.40934589043643876,0.7287717473847096,0.17997588518918634,0.4681216301169784,0.6551338236460613,0.5239309464155731,0.4326337535788539
vertebral,0.20914018125143938,0.22060943788074486,0.2505321523798723,,0.14935591364050455,0.200412066126592,0.3224260092335438,0.1860850824992034,0.26214055889478877,0.16457409425301112,0.3313760880859791,0.20815337590703348,0.1919590935151356,,,0.23004855831819743,0.2771406256948694,0.34155695189016066,,0.4041337841481096,0.359814228495422,0.5792649289698953,0.4021454714016187,0.7317134438750394,
vowels,0.11519374841605473,0.2742668687180272,0.22709563185830423,0.5322255570600649,0.0706370493752883,0.1771506028678248,0.3358111911617955,0.0787721123919029,0.302052045545569,0.09895416029689318,0.3309002392061522,0.04360957444833377,0.1050648365911076,0.5203329349435981,0.043309647155618025,0.16671997772074656,0.05886558429539757,0.40436406007138576,0.043239429633838124,0.3910177611846322,0.43849963263633385,0.27574922455620676,0.39910013447713283,0.37923568959450743,0.40642770650769006
waveform,0.1033715577618509,0.1091086629614938,0.2255586146863413,0.0989121189678052,0.0988387421619707,0.0734766798258428,0.30280574486519946,0.0899663220836625,0.2700393950703784,0.07445588497265775,0.3066274875638964,0.07834145706441155,0.0840761220751343,0.0870277079367644,0.05430822689728398,0.12112313023126738,0.05696929148892185,0.10890734642330167,0.054951579060445725,0.1125713204844852,0.11374370203310377,0.1807204901331746,0.1082908833812475,0.15538217028494614,0.11451019395930405
wbc,0.9550546070474546,0.971690576773933,0.8745524723998775,0.08563745146483057,0.9429954494542908,0.9423138046307696,0.1329639142842422,0.8959709299175445,0.9166505892774871,0.7979731808162078,0.24089587858508638,0.8869986271026598,0.9445636033620932,0.41211943062709744,0.04882767596237235,0.5810878725210187,0.33387522176319406,0.4293754513464786,0.0490489087834066,0.32918900078112545,0.4758800484179181,0.9606650745438149,0.3802007763171548,0.9945975909873426,0.34265466187407856
wdbc,0.7446817722150813,0.8843121582633083,0.7665144087017709,0.05086007343405385,0.8412435505527812,0.6220966827304003,0.9426337885939621,0.7771827096402573,0.8289035135946723,0.5627501940897173,0.943642285261214,0.5498689295723902,0.8302426971411598,0.2521943665479881,0.0292207966727034,0.863428961509997,0.18902198775596937,0.7363184991128547,0.02947845701128965,0.7607045415467681,0.758968430671476,0.9547825747390302,0.7615792803358943,0.9466221970495672,0.7693073837871427
wilt,0.08854993935037288,0.0712125485268203,0.08129877191726465,,0.0686567704996039,0.076800766363352,0.1936987006182918,0.0786839998133221,0.1224557065623282,0.07661340407431286,0.1574407256147934,0.21490995055174017,0.0640621672503555,,,0.06994361589085193,0.13261368327260956,0.25861707785818316,,0.3105631119666653,0.2549183019599316,0.28596575373859756,0.28099175553771005,0.23797202728137626,
wine,0.6853676009671775,0.8899980880993501,0.8777328315242012,0.16861867418078152,0.5288765153847466,0.32294132611893167,0.8920805544945795,0.7773842458354409,0.9492579730055047,0.6286258275501638,0.9076150395814837,0.8009074059627156,0.6926851770768774,0.08993026354362335,0.0854964812621904,0.8217978581035588,0.5027007109426311,0.9905609011531534,0.08563146482973923,1.0,0.9994047619047619,0.9782331974073395,0.9980140934806533,0.9786766714379445,0.9983480699719652
wpbc,0.40806373685968256,0.4126130345550752,0.4472338096009406,0.2764974394237568,0.3842045052115628,0.36027648620782293,0.41437502996407677,0.42871407228833247,0.4651550875030851,0.3887702915312387,0.41827694421466594,0.4525526114136401,0.4018074741129229,0.26073779501829786,0.3794352501223951,0.7304289975754987,0.36569227350582284,0.6256766002225159,0.37869226236547415,0.663672086056428,0.6495172243602199,0.8766165997098523,0.6463169640908941,0.8759766003416,0.6626621642144772
yeast,0.469306564477335,0.4795139152684784,0.5073199574007478,0.4522205685083097,0.4681939125650767,0.4943182971303058,0.4975039606257411,0.4977564373803249,0.4825504537152117,0.4796285386803969,0.4894105770191028,0.45664683269007694,0.4678268203696571,0.4661698336119063,0.48065898212338654,0.47833334301810215,0.5095937739875351,0.49691334120417036,0.4805336991475075,0.5053980023483532,0.4875198645122937,0.4908520327046523,0.4856598381018948,0.5073062266620273,0.4911523581855216
yelp,0.13242625975313155,0.1342175833144439,0.13723725474518417,,0.1324738388483389,0.1189234283295642,0.16099670657517073,0.1303584603612893,0.1603118223084577,0.1187743888252567,0.1614358077271478,0.13817531610122571,0.1276535612901789,,,0.08898918823865268,,0.12669983095276233,,0.11382991314931755,0.1374123629442999,0.10357760799777757,0.13585126393177785,0.10394240119442222,
MNIST-C,0.32216923804672765,0.41570495680914893,0.42540944749173326,,0.0952380952380952,0.0952380952380952,0.5215702885225786,0.21602430645290027,0.4620260149277278,0.33457143961098257,0.5189334340073657,0.2598112390288493,0.40333099816595785,,,0.3081339328988731,,0.5161246700404493,,0.46280577517053123,0.46325856009442823,0.5084388544439709,0.4610793952577674,0.5156594545476596,
FashionMNIST,0.45100191304107984,0.5653210245453011,0.5776128249115684,,0.09502262443438911,0.09502262443438911,0.6390947546377393,0.34863324136527246,0.5914797977688673,0.469132270431264,0.6361201899867087,0.3738037579435822,0.5615784974521814,,,0.4483742545743759,,0.5405992399713013,,0.5443793098860978,0.5364445461631411,0.6329237189273581,0.5423222565150568,0.6317394455293036,
CIFAR10,0.16514946063965413,0.19417826552875542,0.19731222930226283,,0.12096237124837939,0.12627118436685522,0.22209607675696913,0.13967482710769927,0.1961680079725297,0.16687051580587475,0.22168696833052942,0.15866237158124138,0.19227837503713996,,,0.13924021090350988,,0.18029233435750797,,0.1941676338076189,0.1967500099635588,0.16628440673395153,0.19907650776277278,0.17377515752923833,
SVHN,0.13837678749154986,0.15002932280468093,0.15051621459994988,,0.09515532962584636,0.09515532962584636,0.16086091976330077,0.1196353731956521,0.15339044826055306,0.12628187591549492,0.15971577269891973,0.1270310048118827,0.14864884366889222,,,0.12569146955235208,,0.1635363053794102,,0.15731522997312966,0.15817901455529723,0.1551925162506832,0.15770692567310202,0.1559906916889819,
MVTec-AD,0.6973765549088857,0.7277833276772001,0.7465582143651651,,0.3784283039934491,0.3784283039934491,0.7543106089697437,0.6749492008176818,0.7554893913206047,0.6582172514035416,0.7545992555021322,0.8035327730686349,0.717815960945107,,,0.8323152880996605,,0.8335423912793061,,0.8477074448511898,0.831899934168453,0.8892831132647316,0.8423232367209068,0.8919098597697753,
20news,0.11492910301751906,0.11651128169604164,0.12497408157818901,,0.1104271617267863,0.1124365904707309,0.1475629827558967,0.1111067195137932,0.133344627859024,0.11269962318733696,0.14772435493088795,0.15095353470243192,0.11239679821433564,,,0.12330188524316547,,0.1433607884747984,,0.15572491915399828,0.17444615253721793,0.14372583762987975,0.16344977319642218,0.14309669211301237,
agnews,0.1194526008772992,0.12821555161877338,0.13781973153773716,,0.11068304225928297,0.10927751546580432,0.25900618105385126,0.11156516178630072,0.16683080715994097,0.1211511676992101,0.2586122839217481,0.14643119053173792,0.11620095823177065,,,0.09930605550850921,,0.17157429476178687,,0.17513331424130935,0.1725560949984052,0.15416343792417492,0.17368833274483494,0.15366632349915513,
