,IForest,OCSVM,CBLOF,COF,COPOD,ECOD,FeatureBagging,HBOS,KNN,LODA,LOF,MCD,PCA,SOD,SOGAAL,DeepSVDD,DAGMM,diffusion_420_bins_10,MOGAAL,diffusion_420_bins_10_0.01,diffusion_420_bins_5,ICL,diffusion_420_bins_7,ICL_bagging,diffusion_420_bins_7_bagging
shuttle,0.003773332683755705,0.0,0.0010624325609626714,0.0,0.0,0.0,0.2796773564078989,0.0,0.0,0.42664653122630875,0.0,0.0,0.0,0.0,0.007928268521352613,0.0020959403502150615,0.08813331009081747,0.0024926523416520393,0.00017375409411481992,0.0013871488967696936,0.00038300235471888547,0.0014883981184202722,0.000360181944825985,6.962872089059175e-05,0.00019889966804300998
skin,0.011925514826746218,0.0035806072839715945,0.0035874721546904284,,0.0018233529584506742,0.0022518235527889635,0.01222375549658799,0.006131395249806899,0.004418488337312364,0.08097156327347729,0.02115968454673224,0.003907178285252642,0.0031342298040367223,,,0.01549898308788045,0.07975092607308339,0.006216362646660361,,0.005855816607638811,0.004631988892801515,0.010950260604746194,0.004185221194987978,0.10591230221322145,
smtp,0.0007002729688608951,0.05028197645435717,0.055584086942936366,,0.0003607317705712288,0.06448565749923318,0.00026594081480700333,0.0008198450807165027,0.04199021500615778,0.05625490708720325,0.032313925034074785,0.00048426205957115476,0.05718755932655994,,,0.30001725372927945,0.23986319778296597,0.1383610974236628,,0.04505818513587488,0.03906374442966504,0.0419147903168116,0.039110830317219056,0.13901641123717073,0.0417260095980151
spambase,0.006728033533200161,0.0,0.004531625817638,0.0,0.0,0.0,0.00971056350321151,0.0,0.0,0.028195301540559093,0.0,0.003556666047262247,0.0,0.0,0.011534135353326374,0.027182606586050876,0.02485328627170243,0.0039248323378335195,0.009992268092731417,0.007693958548707398,0.006942341540093729,0.003310063385626067,0.005855881184247475,0.00508298042959212,0.0018366072578259037
speech,0.01098454290408652,0.0,0.00011544174260287979,0.0,0.0,0.0,0.0010442149000178824,0.0,0.0,0.01069931512781227,0.0,0.0011594768572692176,0.0,0.0,0.0015048028682808589,0.0015639871789780645,0.0036271501116083384,0.001830735672312766,0.0015496312308500924,0.0015018165282465982,0.000791148189150574,0.0031475700294588535,0.0020695536304366734,0.0031475700294588535,0.002107572152845695
stamps,0.07882975721086755,0.08785403548030468,0.0995514738775177,0.04719638638386935,0.03372075088660785,0.039809440303616016,0.08282328532279427,0.04623750350914964,0.09552085461019384,0.11533184256111684,0.07623867472582478,0.055476615848505426,0.08768550584974645,0.0364065723778142,0.1508787526304504,0.11502786022103556,0.1577608731326589,0.08814870114500016,0.15054968772812566,0.08697403409362392,0.053065118139098456,0.0542244069358701,0.0702006547671495,0.06127311826432801,0.08696070439281259
thyroid,0.049085582520662446,0.0,0.0011046941484082577,0.0,0.0,0.0,0.1919322883576908,0.0,0.0,0.06006201794641598,0.0,0.0014328998731241067,0.0,0.0,0.16126337654806083,0.0932448035270648,0.1490051813262792,0.01828954922183041,0.1615011357515906,0.06706502197413952,0.27524472514669757,0.0834603503446888,0.13094980099017148,0.010590584065747918,0.11571884612934445
vertebral,0.022526143492615457,0.022808762271357644,0.04312016129472811,,0.01594782648897987,0.00912997322803359,0.05498964774773708,0.027568578195607985,0.028638022960683567,0.019191671820389705,0.04586752335370192,0.027814086752675875,0.016236196474189186,,,0.034653078090265944,0.11071288977811305,0.10407696381176822,,0.12890992577247137,0.1060552111681138,0.08152694376184891,0.09913455755231715,0.04485862022049806,
vowels,0.0034600043466621174,0.0,0.043219163685358684,0.0,0.0,0.0,0.057272149186637124,0.0,0.0,0.02590052013106356,0.0,0.00016077005767267492,0.0,0.0,0.0030383591530655676,0.02169353274200629,0.027443626044881618,0.055719808701346546,0.00301371883667099,0.08014934369931868,0.09422427823980625,0.06623816892008522,0.07962390913487331,0.0766302398825162,0.02071470174452952
waveform,0.007362381873736288,0.0,0.01689961250980821,0.0,0.0,0.0,0.020722579239202222,0.0,0.0,0.0077811041016028525,0.0,9.929340207322706e-05,0.0,0.0,0.0077278981947668055,0.03685428600824976,0.002805633011150823,0.016223266121514673,0.008631945164031658,0.009044586221864588,0.02489228987520323,0.04490086371218294,0.028915942519689736,0.020757400033192017,0.008956722592250735
wbc,0.03172385108659055,0.008818963666376722,0.07083813678964267,0.014230783957331215,0.01609182664075663,0.016107731474631144,0.089713759623767,0.03390884464919428,0.04488263356800622,0.16873065393447698,0.03456762820430454,0.08391909145987428,0.021218337103887246,0.07957374583329148,0.006982217625923985,0.1222802596460538,0.17585499804939417,0.058415923235117746,0.007218289900542052,0.011552673741811141,0.10288797095406732,0.05408616737376226,0.11699135006519666,0.0036659291436091173,0.021567727693507052
wdbc,0.07539964148772374,0.05928501899590513,0.0709089677745271,0.005435808204559961,0.0381639212267451,0.020048035778905984,0.024111922457671908,0.02993355480690101,0.030682320102044216,0.18978563573478285,0.02989236182598283,0.05149223297770889,0.045641044037957906,0.03659407458119231,0.0025965508537100852,0.0887627212515914,0.1010600197007495,0.12221292406029609,0.0027441906654664338,0.10274483380825578,0.13268948473886952,0.07065401748286997,0.12398479733692255,0.06305712679513041,0.08154619061140234
wilt,0.0058212721404075395,0.0,0.0016536490947346217,,0.0,0.0,0.08678805938522882,0.0,0.0,0.007349167844201666,0.0,0.00013150068860993792,0.0,,,0.0007463927963860852,0.038627424753911566,0.01377293939733073,,0.015501864172946606,0.025888741829771376,0.037226651518310214,0.02685558750602688,0.02552754055623077,
wine,0.0800099953109413,0.02513546056086454,0.013991458803840498,0.05631424830569606,0.059401642104552684,0.04856683705908673,0.041279623295008526,0.11466381135693625,0.02038255833182754,0.12796607850719827,0.022167396324547152,0.07558279248064151,0.07130243068632461,0.0044836903171413065,0.0066753327085512185,0.061068300222647004,0.36281601442019373,0.014396122041487163,0.006748718691597839,0.0,0.0011904761904761862,0.04353360518532088,0.002391948178104539,0.04264665712411096,0.0033038600560695943
wpbc,0.036289398641565274,0.033693712216706036,0.016830782757994243,0.005158751932382121,0.0245252839129697,0.02015126271397942,0.025424851844352166,0.024726898834931014,0.029851678611383787,0.03474953759388128,0.025465013633454027,0.016261461536315098,0.031990109804751206,0.006541210864019931,0.06020103313583091,0.04104571433926829,0.04737982076178247,0.061592147616686035,0.059828583012601196,0.05619367171441506,0.052202164022119156,0.04523757650077536,0.035209543906402095,0.038335320097257895,0.03685942279581705
yeast,0.0018947720387678195,0.0,0.00021727545140218092,0.0,0.0,0.0,0.007007782121113865,0.0,0.0,0.03252036395715876,0.0,0.0009495652041534154,0.0,0.0,0.02178484700248317,0.027246538835644825,0.03449515187668078,0.007783679154047112,0.02187818936602254,0.02127492412644703,0.01254776460456844,0.010021460964028756,0.020159221105683852,0.008612084498410635,0.009276445171741756
yelp,0.002482397878565308,0.0,0.000274551288779745,,0.0,0.0,0.0006857573337872913,0.0,0.0,0.015178211052898866,0.0,0.00013110685416794615,0.0,,,0.015978219938854538,,0.02314918752281713,,0.01409249792133405,0.01632155145379748,0.0014208800098113547,0.02657226912380272,0.0009985381069711932,
MNIST-C,0.019526409680928197,0.0,0.0009720727804304642,,0.0,0.0,0.0038068389738840844,0.0,0.0,0.049823959684895544,0.0,0.04371270412646343,2.8841883017017e-07,,,0.027563898843057773,,0.0073560927242340285,,0.016459489704942185,0.014453458370730018,0.008490262158412594,0.011517436287452604,0.011007546970236875,
FashionMNIST,0.01637928104712047,0.0,0.002324012548958096,,0.0,0.0,0.004612908995544918,0.0,0.0,0.03555366959754789,0.0,0.06856732990179293,1.6491874037963579e-06,,,0.024188143371227554,,0.026389409595076026,,0.011186853702815844,0.011282067070815948,0.0110988012757321,0.010341487092711061,0.009373558178572768,
CIFAR10,0.00670536469321803,0.0,0.001905952495622457,,0.0,0.0,0.003745318060677677,0.0,0.0,0.01925306970406022,0.0,0.010909529161170566,1.2009481113535146e-07,,,0.012523227964444106,,0.006330813151117378,,0.00812177785467112,0.007688768744658914,0.007677392835001887,0.006094982659190028,0.00578084843412693,
SVHN,0.004860150763340712,0.0,0.0008094452400411806,,0.0,0.0,0.001215618362826223,0.0,0.0,0.015321100546059702,0.0,0.0076482986321221025,1.3173765354540742e-07,,,0.008498256976994228,,0.006323046814695203,,0.00519546466996651,0.00434808156897419,0.0031243970318880036,0.004905628156180726,0.003308862354529849,
MVTec-AD,0.030530842908513257,0.02579965070461867,0.02639186132959548,,0.014641410064107296,0.014641410064107296,0.028199847086025662,0.027295257904357828,0.026258575028824158,0.03947497573450208,0.028094854189561428,0.02908027937828735,0.02366856758269881,,,0.02968083745676067,,0.019170887845424225,,0.028862198703167818,0.030075931280785447,0.023134433863508386,0.02949339283691105,0.020538012351243494,
20news,0.004315833871762489,0.003879191071912387,0.005378560748797535,,0.003442592768980648,0.001207911627712448,0.003665956194793042,0.0030181100196822915,0.004852221595305717,0.013198357168529221,0.003555660167783912,0.005689434231799271,0.0038138175836895057,,,0.016465733094434536,,0.01813824843282182,,0.023123710697875378,0.03102370262332658,0.007025288919719458,0.025949654988092232,0.005104380485065121,
agnews,0.0020838630675463774,0.0,0.00024910868652506586,,0.0,0.0,0.001377947551803966,0.0,0.0,0.009646478379139829,0.0,0.0010139299817421054,0.0,,,0.0094443363193373,,0.01687829543145614,,0.02879774379020072,0.03097057803452344,0.004713682530187095,0.022779267699334187,0.004038690004782352,
