,diffusion,IForest,OCSVM,CBLOF,COF,COPOD,ECOD,FeatureBagging,HBOS,KNN,LODA,LOF,MCD,PCA,SOD,SOGAAL,DeepSVDD,AutoEncoder,VAE,diffusion_t_uniform,diffusion_no_mean,diffusion_slow,diffusion_4,diffusion_bins,diffusion_l2,diffusion_l20,diffusion_l2m,diffusion_l24,diffusion_l2_64,diffusion_l2_64_200,diffusion_l2_quantile,diffusion_400_128,diffusion_420_512,diffusion_bins_mean,diffusion_bins_mean_420,diffusion_bins_mean_420_margin,diffusion_bins_mean_420_t0,diffusion_420_huber,diffusion_420_bins_10,MOGAAL,diffusion_420_bins_10_0.01,diffusion_420_bins_5,ICL,diffusion_420_bins_7,ICL_bagging,diffusion_420_bins_8_0.02,diffusion_420_bins_7_bagging
35_SpamBase,0.7230494341870161,0.7939249553305538,0.7855866587254319,0.7861822513400835,0.4997022036926742,0.7159023228111971,0.6950565812983919,0.6944609886837403,0.7492555092316855,0.8052412150089339,0.7802263251935677,0.7397260273972603,0.7772483621203097,0.7849910661107802,0.6259678379988088,0.4502680166765933,0.6855270994639666,,,0.7534246575342466,0.7248362120309708,0.7879690291840381,0.7837998808814771,0.8683740321620012,0.7248362120309708,0.7141155449672423,0.4073853484216795,0.7248362120309708,0.7837998808814771,0.7343656938653961,0.782608695652174,0.7337701012507445,0.7689100655151876,0.7963073257891601,0.7969029184038117,0.8082191780821918,0.350208457415128,0.7814175104228708,0.8016676593210244,0.4568195354377605,0.7969029184038117,0.8058368076235854,0.7927337701012508,0.809410363311495,0.8183442525312686,0.8034544371649791,0.8022632519356759
29_Pima,0.6184971098265896,0.7225433526011561,0.684971098265896,0.7052023121387283,0.4682080924855491,0.6271676300578035,0.569364161849711,0.6994219653179191,0.7052023121387283,0.7254335260115607,0.5289017341040463,0.6791907514450867,0.7138728323699421,0.7138728323699421,0.5028901734104047,0.3554913294797688,0.5751445086705202,,,0.6705202312138728,0.6502890173410405,0.6791907514450867,0.7167630057803468,0.846820809248555,0.6502890173410405,0.6445086705202312,0.5289017341040463,0.6502890173410405,0.661849710982659,0.6416184971098265,0.6098265895953757,0.653179190751445,0.6473988439306358,0.6560693641618497,0.6502890173410405,0.6763005780346821,0.4277456647398843,0.6502890173410405,0.6502890173410405,0.361271676300578,0.638728323699422,0.6791907514450867,0.7138728323699421,0.6473988439306358,0.7514450867052023,0.6734104046242775,0.661849710982659
24_mnist,0.5342857142857143,0.5028571428571429,0.6428571428571429,0.6585714285714286,0.3157142857142857,0.0,0.0,0.7,0.2414285714285714,0.7185714285714285,0.4057142857142857,0.7142857142857143,0.5228571428571429,0.6385714285714286,0.4285714285714285,0.3528571428571428,0.4428571428571428,,,0.6428571428571429,0.6671428571428571,0.6585714285714286,0.6614285714285715,0.18,0.6671428571428571,0.5871428571428572,0.5228571428571429,0.6671428571428571,0.6571428571428571,0.6628571428571428,0.5314285714285715,0.6628571428571428,0.6657142857142857,0.5757142857142857,0.5871428571428572,0.65,0.2971428571428571,0.5657142857142857,0.6142857142857143,0.3657142857142856,0.6042857142857143,0.5942857142857143,0.6771428571428572,0.6242857142857143,0.6771428571428572,0.6242857142857143,0.5614285714285714
10_cover,0.6567460317460317,0.119047619047619,0.2658730158730158,0.1428571428571428,0.0337301587301587,0.1865079365079365,0.2559523809523809,0.875,0.0952380952380952,0.6746031746031746,0.1626984126984127,0.853174603174603,0.0376984126984126,0.1746031746031746,0.0297619047619047,0.0,0.0019841269841269,,,0.2757936507936508,0.7480158730158731,0.0674603174603174,0.3908730158730158,0.4246031746031746,0.763888888888889,0.7996031746031746,0.373015873015873,0.7619047619047619,0.8214285714285714,0.7857142857142857,0.8253968253968254,0.8095238095238095,0.8472222222222222,0.6845238095238095,0.8571428571428571,,0.1329365079365079,0.8432539682539684,0.7757936507936508,0.0,0.7142857142857143,0.8134920634920635,0.6091269841269841,0.6309523809523809,0.6488095238095238,0.8194444444444444,0.7083333333333334
34_smtp,0.0,0.0,0.65,0.65,,0.0,0.65,0.0,0.0,0.65,0.1,0.65,0.0,0.65,,,0.65,,,0.0,0.35,0.65,0.65,0.55,0.25,0.05,0.35,0.1,0.05,0.05,0.05,0.0,0.05,0.65,0.3,,0.0,0.05,0.25,,0.65,0.65,0.0,0.65,0.45,0.65,0.65
3_backdoor,0.8852188274153592,0.0189925681255161,0.0776218001651527,0.0677126341866226,,0.0,0.0,0.6564822460776218,0.0759702725020644,0.5078447563996696,0.0553261767134599,0.7109826589595376,0.0008257638315441,0.0842279108175061,,,0.8158546655656482,,,0.5334434351775392,0.4417836498761354,0.1915772089182494,0.0908340214698596,0.0,0.4318744838976053,0.87943848059455,0.8571428571428571,0.4145334434351775,0.653179190751445,0.6251032204789431,0.8786127167630058,0.5606936416184971,0.7126341866226259,0.7258464079273328,0.6416184971098265,,0.8505367464905037,0.8645747316267548,0.6845582163501238,,0.8447563996696945,0.652353426919901,0.8786127167630058,0.8554913294797687,0.8786127167630058,0.8356729975227085,0.8513625103220478
18_Ionosphere,0.8903743315508021,0.8475935828877005,0.9331550802139036,0.9358288770053476,,0.6951871657754011,0.6363636363636364,0.8796791443850268,0.7032085561497327,0.8903743315508021,0.7807486631016043,0.8903743315508021,0.8823529411764706,0.7780748663101604,,,0.9358288770053476,,,0.9224598930481284,0.9251336898395722,0.7727272727272727,0.8663101604278075,0.8877005347593583,0.9251336898395722,0.9171122994652406,0.8101604278074866,0.9251336898395722,0.9037433155080212,0.9090909090909092,0.9090909090909092,0.9251336898395722,0.8983957219251336,0.8983957219251336,0.9037433155080212,,0.4759358288770053,0.8983957219251336,0.9037433155080212,,0.9037433155080212,0.8983957219251336,0.9545454545454546,0.9037433155080212,0.9518716577540108,0.8983957219251336,
44_Wilt,0.4863813229571984,0.0233463035019455,0.0116731517509727,0.0155642023346303,,0.0155642023346303,0.0428015564202334,0.0661478599221789,0.0,0.0233463035019455,0.0155642023346303,0.1673151750972762,0.0778210116731517,0.0155642023346303,,,0.0077821011673151,,,0.1867704280155642,0.0544747081712062,0.0272373540856031,0.0155642023346303,0.0,0.0544747081712062,0.2723735408560311,0.1828793774319066,0.0544747081712062,0.1089494163424124,0.0739299610894941,0.2879377431906614,0.0739299610894941,0.11284046692607,0.0856031128404669,0.1673151750972762,,0.0038910505836575,0.11284046692607,0.1634241245136186,,0.2801556420233463,0.1828793774319066,0.3463035019455253,0.1556420233463035,0.2607003891050584,0.1750972762645914,
13_fraud,0.7333333333333333,0.3333333333333333,0.4133333333333333,0.3466666666666667,,0.4533333333333333,0.4000000000000001,0.6933333333333334,0.4000000000000001,0.4933333333333334,0.4000000000000001,0.5733333333333334,0.56,0.3333333333333333,,,0.1866666666666666,,,0.7866666666666666,0.72,0.76,0.56,0.4266666666666667,0.72,0.72,0.6,0.72,0.8266666666666667,0.7466666666666667,0.7733333333333333,0.7333333333333333,0.8133333333333334,0.8000000000000002,0.2933333333333333,,0.0133333333333333,0.8266666666666667,0.44,,0.5466666666666666,0.8266666666666667,0.6266666666666667,0.8000000000000002,0.6266666666666667,0.6533333333333333,
21_Lymphography,0.868421052631579,0.8421052631578947,1.0,0.8947368421052632,,0.8421052631578947,0.8421052631578947,0.8157894736842104,0.8421052631578947,0.9736842105263158,0.1842105263157894,0.8421052631578947,0.9210526315789472,0.9736842105263158,,,0.7631578947368421,,,1.0,1.0,0.9736842105263158,0.9736842105263158,0.8947368421052632,1.0,0.8947368421052632,0.7631578947368421,1.0,0.8947368421052632,1.0,0.8947368421052632,1.0,1.0,0.8947368421052632,0.8947368421052632,,0.5,0.8947368421052632,0.8947368421052632,,0.7894736842105263,0.7631578947368421,1.0,0.7894736842105263,1.0,0.8947368421052632,
1_ALOI,0.0576923076923076,0.0450928381962864,0.0729442970822281,0.0683023872679045,,0.0457559681697612,0.0444297082228116,0.0981432360742705,0.0742705570291777,0.0590185676392572,0.0557029177718832,0.0815649867374005,0.0344827586206896,0.0762599469496021,,,0.0523872679045092,,,0.039787798408488,0.056366047745358,0.0557029177718832,0.0616710875331565,0.0311671087533156,0.0557029177718832,0.059681697612732,0.0543766578249336,0.056366047745358,0.0649867374005305,0.0490716180371352,0.0683023872679045,0.0543766578249336,0.0629973474801061,0.046419098143236,0.043103448275862,,0.04973474801061,0.059681697612732,0.043103448275862,,0.039787798408488,0.0484084880636604,0.0484084880636604,0.043103448275862,0.053050397877984,0.046419098143236,
11_donors,0.9755185311118668,0.3872832369942196,0.393743624617477,0.4648078884733084,,0.4097245834750085,0.4410064603876232,0.4532471948316899,0.2730363821829309,0.944576674600476,0.5239714382862972,0.7381842910574635,0.1472288337300238,0.3706222373342401,,,0.0499829989799388,,,0.8735124107446447,0.9027541652499153,0.2995579734784087,0.490649438966338,0.7330839850391023,0.907514450867052,0.971438286297178,0.8986739204352261,0.9017341040462428,0.925535532131928,0.8993539612376743,0.972118327099626,0.9384563073784428,0.9462767766065964,0.7364841890513432,0.5861951717103027,,0.1635498129887793,0.879632777966678,0.8711322679360761,,0.6286977218633119,0.8571914314858892,0.9680380822849372,0.8809928595715742,0.9683781026861612,0.8684121047262836,
20_letter,0.0,0.05,0.01,0.01,,0.04,0.09,0.07,0.06,0.01,0.01,0.1,0.01,0.01,,,0.03,,,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.22,0.01,0.0,0.0,0.0,0.0,0.0,0.04,0.02,,0.0,0.03,0.04,,0.04,0.04,0.08,0.04,0.05,0.03,
