,diffusion,IForest,OCSVM,CBLOF,COF,COPOD,ECOD,FeatureBagging,HBOS,KNN,LODA,LOF,MCD,PCA,SOD,SOGAAL,DeepSVDD,DAGMM,AutoEncoder,VAE,diffusion_t_uniform,diffusion_no_mean,diffusion_slow,diffusion_4,diffusion_bins,diffusion_l2,diffusion_l20,diffusion_l2m,diffusion_l24,diffusion_l2_64,diffusion_l2_64_200,diffusion_l2_quantile,diffusion_400_128,diffusion_420_512,diffusion_bins_mean,diffusion_bins_mean_420,diffusion_bins_mean_420_margin,diffusion_bins_mean_420_t0,diffusion_420_huber,diffusion_420_bins_10,MOGAAL,diffusion_420_bins_10_0.01,diffusion_420_bins_5,ICL,diffusion_420_bins_7,ICL_bagging,diffusion_420_bins_7_bagging
47_yeast,0.4916843790192972,0.4673450050447799,0.4795139152684784,0.5073076257789357,0.4522205685083097,0.4681939125650767,0.4943182971303058,0.4963312823473658,0.4977564373803249,0.4825504537152117,0.5075537898788233,0.4894105770191028,0.4580643563114676,0.4678268203696571,0.4661698336119063,0.4733440291532092,0.4780634862361438,0.521715882236857,,,0.474334673101169,0.4826729911408579,0.4634027122370612,0.4628679147191603,0.502939286025477,0.4826882706036319,0.4921676601098726,0.4769155512082595,0.4826703765727983,0.4764713632524154,0.4776395698500816,0.4893752985308016,0.4815588792301629,0.473551405132488,0.5119200882875968,0.5088179607739245,0.4952125300483195,0.5271630553328048,0.4717793066648281,0.4964042645858009,0.4734231304512658,0.5195480353704542,0.4701496911854412,0.4891948293632001,0.4877945654438441,0.5000513147674752,0.4854778111767726
4_breastw,0.8507575743234412,0.9950000283013422,0.99640313308166,0.9933279540962148,0.4042341895636399,0.9949089406101204,0.9938941858646634,0.7113376535029277,0.9913262746660156,0.993426710966191,0.9610168077181626,0.8489058217162688,0.984118719303688,0.9937005748384212,0.8998286369638865,0.322436488489451,0.9577037457697712,0.8313652987751105,,,0.9852601883949964,0.9770118147699136,0.9936603144322012,0.9934351137995436,0.9898949712944694,0.9770100111823244,0.9336364614655738,0.3287033776605051,0.977011389076494,0.9514003157734094,0.9621327697023616,0.817430578571547,0.9637536086478796,0.9464861466986229,0.9871758887576588,0.8953954732196021,0.9517057702951994,0.3427848357206864,0.9055094068410942,0.9796012870060214,0.3224008890319792,0.9383162550916494,0.9166040710554682,0.950415369382157,0.8846330125764046,0.9719611320948915,0.8659046106201045
22_magic.gamma,0.8192612784164266,0.7982873924425561,0.791572065629601,0.8024163024956691,0.6447348753381459,0.722188411448084,0.6791812128140083,0.8710707684469465,0.7715374592267883,0.8586450188709244,0.7490390173533565,0.8636261142812927,0.7707188300665823,0.7520315855141062,0.7693372023823906,0.5037972086335635,0.6941118537888142,0.7098916366845247,,,0.7332000370802333,0.8378841681618494,0.8131259583731869,0.7864476162028966,0.6576532398090368,0.8377861603488161,0.870872117731687,0.7896201705055457,0.8381319356627763,0.888037589702786,0.8683589345993095,0.8932210459822809,0.8657458549254125,0.8813599235831966,0.8766853009612974,0.8890636259061118,0.8859930463705563,0.7287961499955804,0.8812273053269923,0.8832490923972334,0.5019068490437584,0.8844691911242567,0.904414784055828,0.8202440267019411,0.8912371936658369,0.8487954906732778,0.9015918881803958
12_fault,0.6765431298283661,0.5991041193110855,0.611212853206228,0.6104291560546621,0.5720225504353909,0.531885666005811,0.5171400144998644,0.5056297817294988,0.5389079706906275,0.619765467713196,0.5452243729284993,0.5043841658027888,0.670316166122862,0.6035061137937449,0.6328691069746086,0.5766429103170997,0.5699978690474173,0.6328084088746385,,,0.6849297460282182,0.679097928630008,0.6278886338438949,0.6338357511118267,0.556993496501991,0.6790717787609546,0.6618647408491389,0.6574921124792363,0.6790931317893878,0.6559395382087223,0.6651506678053022,0.6408688144686159,0.6856809512573753,0.6619203955824176,0.6146191111935291,0.6074983616359828,0.6242973398232887,0.5437360889423384,0.6523112313028232,0.6187904937997661,0.5780876219539404,0.6134195223367899,0.6334678104106889,0.6383822522345427,0.6214648100846175,0.6089407964763852,0.621615690307289
2_annthyroid,0.5084445021417056,0.5249456007552505,0.6010920442931359,0.5878839062574742,0.1382609068085007,0.296088944008305,0.4001766350549628,0.5956998176535032,0.3903493803417567,0.6807398342318777,0.4226862437302828,0.5353206370357855,0.596825920942178,0.5656808247682636,0.3664831111631416,0.3644255185118288,0.2056676768181091,0.3449814090525573,,,0.6124564012569846,0.6874488123955018,0.5331763102374283,0.5730853259136226,0.3125961820034778,0.6853283396832099,0.6019218600069236,0.2883994588142649,0.6787473903906727,0.6562928780347435,0.5387332400137862,0.5673135949964978,0.6658631589848087,0.728288847339476,0.7479679319699285,0.8140506734210653,0.8156469871444957,0.0766643807177928,0.7350889236593264,0.8052440649176327,0.3496060878805907,0.8136560500379055,0.8131168255429735,0.4542735467585065,0.8257717648912273,0.5334874253197718,0.830435770527854
25_musk,0.9999999999999998,0.3594343253197473,1.0,1.0,0.1739866401347695,0.9612923531875012,0.981979010777789,1.0,1.0,1.0,0.9656696100219394,1.0,0.8712751200457908,1.0,0.1457093975558042,0.9613681281250768,1.0,0.5574514163006784,,,1.0,1.0,1.0,0.9997885220620292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9522464988491208,0.9999999999999998,1.0,0.961121579430558,1.0,1.0,0.8333018089863329,1.0,0.8333018089863329,1.0
30_satellite,0.8502469848871239,0.825538517355966,0.8090116058484533,0.7710373418429382,0.5260758117662274,0.7332987914876716,0.6957027082442933,0.8577419730344105,0.8648809643884268,0.8600967476747796,0.7974929660090737,0.8586284749789131,0.8519530907159514,0.7778822416262536,0.5344956555203284,0.7431592013833989,0.7871144557225265,0.6484258744639302,,,0.8465459494847827,0.8354298636043337,0.7873137383120423,0.7752312238044845,0.6893585053505058,0.8354239748874162,0.8392400232687871,0.7531449781353887,0.8354409847386929,0.8335917097538196,0.8426915818122365,0.8170454370677545,0.833449087137341,0.8290459639167995,0.8577590888437459,0.8654969953173908,0.8310213226980284,0.4703718515588065,0.851048322548639,0.8357307877087841,0.7191683934460781,0.8475254793110829,0.8672292045055083,0.8783258067891841,0.8470593424474449,0.8773790473923592,0.8513801164242543
35_SpamBase,0.7624462045713958,0.8803254804023213,0.8219258916305452,0.818913217482589,0.5007103403155841,0.7357511538025906,0.7126158924809225,0.6667140634548943,0.7842230708409839,0.8332015996254555,0.8224874273441132,0.7270505812373262,0.821413740395071,0.818375215673548,0.6725740316477147,0.5777444029119747,0.7830208808472428,0.6888401163372244,,,0.7877814562185153,0.7578152029917777,0.8167787763894196,0.8138084995953488,0.6402993597870776,0.7578202309551334,0.7485933714795194,0.4098012351100503,0.7578253327192014,0.8229993543489601,0.777552194750383,0.8239771616375271,0.7705177436035038,0.8002124785819046,0.8312499057651046,0.824546554171817,0.8313264668943176,0.4392170059963614,0.8071583061709893,0.8369079615077171,0.583946466290129,0.8505594175978095,0.8482555169976229,0.8746341868609087,0.8490609839010105,0.8895289728821882,0.8385044065061057
29_Pima,0.6983519608823143,0.7526567624868798,0.7444012408765363,0.7402371668182843,0.5164900100993979,0.7005597034706951,0.659805921980922,0.722923419668847,0.770627463114915,0.7705412450057605,0.7005177541358656,0.7094166261402758,0.7071981702391259,0.7429151950384447,0.5351828952710065,0.4369233856446765,0.5856850438126702,0.66755970461061,,,0.7205083881568819,0.7053924767595028,0.7260990957005319,0.7406226261553019,0.622843342899273,0.7053989095331655,0.6927791040968543,0.6056548826773969,0.7054149534120399,0.7094100733213125,0.7101245009867592,0.6820055051772542,0.7058948151170917,0.7093120773668663,0.7048035399382888,0.6868197119183659,0.7136578023216533,0.5063565616539437,0.7133700673659332,0.7211292149313159,0.4370771546070262,0.7033155293290381,0.7107156038552275,0.8159310624392753,0.7081067920512188,0.7990251811061321,0.6961587528306206
24_mnist,0.5984740552892949,0.4827124750589521,0.6620157786382563,0.6656693071113132,0.324328384981029,0.1686340640809443,0.1686340640809443,0.6889066013441502,0.2220883413170798,0.7271850311633586,0.3938550805846309,0.7097347376401963,0.6260449244744408,0.6498708132676647,0.400102033649447,0.4655454907484905,0.4231767739808084,0.5938519233919634,,,0.6860795284814073,0.7115844635150398,0.6359258864892906,0.691237770612516,0.3574718922267962,0.7115533790677699,0.636918850264762,0.5504324500149572,0.7114087547163712,0.6464504670894231,0.6639521122722675,0.6061386453273795,0.6569642838011989,0.6748650093464448,0.5519198086286228,0.5301368311894534,0.6167594120383295,0.2568548686840059,0.5837431082322185,0.6429874799276118,0.4763465251320236,0.5397630060523867,0.6008988669701784,0.6819958374053585,0.5583334229521902,0.6819958374053585,0.5640972298498814
10_cover,0.5518790442390193,0.0746908811478354,0.2134221782085781,0.1566164831799692,0.0214937664308301,0.1197918233146295,0.1949368759479219,0.8467569105505866,0.0498153213870825,0.5102689165448955,0.3143695727722635,0.810540363045112,0.0313494240555273,0.1578008318309091,0.021978309811673,0.0502919729999886,0.0320747794715003,0.0605345687983835,,,0.2877760120640463,0.6843344766238303,0.0264277466777292,0.3018651572104822,0.3505574127248806,0.6860836523076563,0.7706318630919328,0.2260202279689226,0.6820048258731034,0.7159180442056485,0.753269357834907,0.7484316439072272,0.7456466749810843,0.7930272079528203,0.6796279050947165,0.6501886724331541,,0.0322424687429712,0.759377186579401,0.5776734368646443,0.0556704159463439,0.5076368459044203,0.6900854757488251,0.2113894603691658,0.6169939218005228,0.523200495801555,0.5897404414244809
34_smtp,0.0005761107151643,0.0109991764887628,0.6917463874012991,0.4539187090820804,,0.0099723025773569,0.7071337199396878,0.0023184933363123,0.0100957022834709,0.503584141347224,0.1286588698143151,0.5026078063377588,0.0121756223898747,0.4537843701303929,,,0.0091327845436082,0.0765398001238386,,,0.0009932560123442,0.0897921708636243,0.6090203264839581,0.5033612676716596,0.4515764128378848,0.0301794184960645,0.0012854567826572,0.0125601530743076,0.0295196764717624,0.2266250067428262,0.2314270543988917,0.00541216507279,0.0021825773540138,0.0137508930925036,0.6609949204123521,0.5025925568548327,,0.1622935361488972,0.0031232897015974,0.4535476258054087,,0.5028270384305913,0.5029740909518494,0.0088204448435639,0.5025779692273841,0.6360393882669099,0.5025384201578942
