,diffusion,IForest,OCSVM,CBLOF,COF,COPOD,ECOD,FeatureBagging,HBOS,KNN,LODA,LOF,MCD,PCA,SOD,SOGAAL,DeepSVDD,AutoEncoder,VAE,diffusion_t_uniform,diffusion_no_mean,diffusion_slow,diffusion_4,diffusion_bins,diffusion_l2,diffusion_l20,diffusion_l2m,diffusion_l24,diffusion_l2_64,diffusion_l2_64_200,diffusion_l2_quantile,diffusion_400_128,diffusion_420_512,diffusion_bins_mean,diffusion_bins_mean_420,diffusion_bins_mean_420_margin,diffusion_bins_mean_420_t0,diffusion_420_huber,diffusion_420_bins_10,MOGAAL,diffusion_420_bins_10_0.01,diffusion_420_bins_5,ICL,diffusion_420_bins_7,ICL_bagging,diffusion_420_bins_8_0.02,diffusion_420_bins_7_bagging
31_satimage-2,0.676056338028169,0.8873239436619719,0.9154929577464788,0.9295774647887324,0.1690140845070422,0.8028169014084506,0.7887323943661971,0.8450704225352113,0.8309859154929577,0.9014084507042254,0.8873239436619719,0.8169014084507042,0.9577464788732394,0.8732394366197183,0.2816901408450704,0.2676056338028169,0.7323943661971831,0.8169014084507042,,0.8732394366197183,0.9154929577464788,0.9577464788732394,0.9577464788732394,0.8450704225352113,0.9154929577464788,0.8309859154929577,0.9014084507042254,0.9154929577464788,0.9154929577464788,0.943661971830986,0.8591549295774648,0.943661971830986,0.943661971830986,0.6338028169014085,0.676056338028169,0.676056338028169,0.0140845070422535,0.9295774647887324,0.7464788732394367,0.0845070422535211,0.4647887323943662,0.8309859154929577,0.9014084507042254,0.7464788732394367,0.9014084507042254,0.7605633802816902,0.647887323943662
43_WDBC,0.7037037037037037,0.8148148148148148,0.7777777777777778,0.7037037037037037,0.0,0.8148148148148148,0.5555555555555556,0.8888888888888888,0.7037037037037037,0.7777777777777778,0.5555555555555556,0.8518518518518519,0.6666666666666666,0.7777777777777778,0.4074074074074074,0.0,0.8148148148148148,,,0.7777777777777778,0.8148148148148148,0.7777777777777778,0.7777777777777778,0.7037037037037037,0.8148148148148148,0.7777777777777778,0.6666666666666666,0.8148148148148148,0.8148148148148148,0.7777777777777778,0.8148148148148148,0.7777777777777778,0.8148148148148148,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.9629629629629628,0.7777777777777778,0.7037037037037037,0.0,0.7037037037037037,0.6296296296296297,0.8148148148148148,0.7037037037037037,0.8518518518518519,0.7777777777777778,0.7777777777777778
46_WPBC,0.4755555555555555,0.3777777777777777,0.3688888888888889,0.4355555555555555,0.2311111111111111,0.3244444444444444,0.3822222222222222,0.4311111111111111,0.4311111111111111,0.5111111111111111,0.3911111111111111,0.48,0.4133333333333333,0.3288888888888889,0.1733333333333333,0.3911111111111111,0.76,,,0.3466666666666667,0.3022222222222222,0.3155555555555555,0.3244444444444444,0.6444444444444445,0.3022222222222222,0.3688888888888889,0.3022222222222222,0.3022222222222222,0.4844444444444444,0.3955555555555555,0.5555555555555556,0.3644444444444444,0.4044444444444444,0.5955555555555555,0.5422222222222223,0.5822222222222222,0.3288888888888889,0.5377777777777778,0.5644444444444444,0.3777777777777777,0.6088888888888889,0.5955555555555555,0.8888888888888888,0.6266666666666667,0.8844444444444445,0.5466666666666666,0.6444444444444445
19_landsat,0.3578394598649662,0.40960240060015,0.3855963990997749,0.3833458364591148,0.3915978994748688,0.3383345836459114,0.3075768942235559,0.5393848462115529,0.5213803450862715,0.5146286571642911,0.4283570892723181,0.536384096024006,0.3735933983495874,0.3398349587396849,0.374343585896474,0.3818454613653412,0.4493623405851462,,,0.2520630157539384,0.2783195798949737,0.2760690172543136,0.2018004501125281,0.5431357839459865,0.2798199549887472,0.3330832708177044,0.3338334583645911,0.2790697674418604,0.3173293323330832,0.2753188297074269,0.3375843960990247,0.3038259564891223,0.3090772693173293,0.3000750187546886,0.3293323330832708,0.2933233308327082,0.2295573893473368,0.3083270817704426,0.3120780195048762,0.3998499624906226,0.3248312078019504,0.3345836459114779,0.5371342835708928,0.3803450862715678,0.5446361590397599,0.3015753938484621,0.2955738934733683
27_PageBlocks,0.5882352941176471,0.388235294117647,0.5568627450980392,0.6549019607843137,0.307843137254902,0.3666666666666666,0.492156862745098,0.6313725490196078,0.1235294117647058,0.5901960784313726,0.4647058823529412,0.6588235294117647,0.5764705882352941,0.4686274509803921,0.4372549019607843,0.4313725490196078,0.5352941176470588,,,0.711764705882353,0.6313725490196078,0.5431372549019607,0.592156862745098,0.5647058823529412,0.6333333333333333,0.5803921568627451,0.7392156862745098,0.6333333333333333,0.6235294117647059,0.6509803921568628,0.5607843137254902,0.6627450980392157,0.6215686274509804,0.6372549019607843,0.6431372549019608,0.6196078431372549,0.0098039215686274,0.6294117647058823,0.6235294117647059,0.4078431372549019,0.6058823529411764,0.6196078431372549,0.6352941176470588,0.6235294117647059,0.6509803921568628,0.6333333333333333,0.6137254901960785
45_wine,0.9545454545454546,0.7386363636363636,0.8181818181818182,0.8181818181818182,0.3522727272727273,0.5454545454545454,0.4659090909090909,0.9090909090909092,0.8181818181818182,0.8181818181818182,0.6363636363636364,0.8409090909090909,0.8522727272727273,0.7272727272727273,0.0,0.0,0.6136363636363636,,,0.7954545454545455,0.7272727272727273,0.7272727272727273,0.7954545454545455,0.7272727272727273,0.7272727272727273,0.7613636363636364,0.1931818181818181,0.7272727272727273,0.9659090909090908,0.8977272727272727,0.9659090909090908,0.8977272727272727,0.9659090909090908,1.0,1.0,0.9886363636363636,0.6363636363636364,1.0,0.9886363636363636,0.0,1.0,1.0,0.9659090909090908,0.9545454545454546,0.9659090909090908,0.9886363636363636,0.9886363636363636
42_WBC,0.25,0.8958333333333334,0.8958333333333334,0.6875,0.0833333333333333,0.7916666666666666,0.7916666666666666,0.0,0.7916666666666666,0.8958333333333334,0.7083333333333334,0.2083333333333333,0.7291666666666665,0.8958333333333334,0.3958333333333333,0.0,0.7291666666666665,,,0.5625,0.6875,0.8958333333333334,0.8958333333333334,0.8125,0.6875,0.5208333333333334,0.5416666666666666,0.6875,0.6666666666666666,0.5833333333333334,0.5625,0.6041666666666666,0.5833333333333334,0.3958333333333333,0.4791666666666667,0.3958333333333333,0.0,0.6666666666666666,0.3958333333333333,0.0,0.3958333333333333,0.5,0.875,0.2708333333333333,0.9166666666666666,0.3958333333333333,0.375
17_InternetAds,0.7010869565217391,0.3260869565217391,0.4619565217391304,0.4565217391304347,0.1929347826086956,0.5,0.5,0.5896739130434783,0.2717391304347826,0.5190217391304348,0.4076086956521739,0.5461956521739131,0.3342391304347826,0.4565217391304347,0.3695652173913042,0.358695652173913,0.5896739130434783,,,0.7336956521739132,0.6711956521739131,0.4076086956521739,0.5978260869565217,0.4184782608695652,0.6875,0.717391304347826,0.5163043478260869,0.6847826086956522,0.6847826086956522,0.7119565217391305,0.6956521739130435,0.720108695652174,0.7038043478260869,0.6114130434782609,0.592391304347826,0.7065217391304348,0.3070652173913043,0.6929347826086957,0.5760869565217391,0.3695652173913042,0.6032608695652174,0.6467391304347826,0.5543478260869565,0.5896739130434783,0.5543478260869565,0.6222826086956522,0.654891304347826
6_cardio,0.5397727272727273,0.6420454545454546,0.7045454545454546,0.7329545454545454,0.2954545454545454,0.7045454545454546,0.7386363636363636,0.6193181818181818,0.5625,0.6193181818181818,0.6136363636363636,0.625,0.5909090909090909,0.7613636363636364,0.4375,0.3522727272727273,0.375,,,0.6761363636363636,0.7670454545454546,0.8011363636363636,0.7670454545454546,0.5681818181818182,0.7670454545454546,0.6363636363636364,0.4431818181818182,0.7670454545454546,0.6534090909090909,0.6647727272727273,0.5909090909090909,0.6647727272727273,0.6590909090909091,0.5795454545454546,0.5795454545454546,0.5795454545454546,0.1534090909090909,0.6534090909090909,0.5795454545454546,0.3522727272727273,0.5795454545454546,0.5795454545454546,0.5965909090909091,0.5795454545454546,0.5625,0.5852272727272727,0.5852272727272727
23_mammography,0.0961538461538461,0.4000000000000001,0.4192307692307693,0.4923076923076923,0.173076923076923,0.5269230769230769,0.5307692307692308,0.4038461538461538,0.1692307692307692,0.4038461538461538,0.4769230769230769,0.3846153846153846,0.023076923076923,0.4461538461538462,0.1923076923076923,0.4307692307692307,0.2461538461538461,,,0.0807692307692307,0.3038461538461538,0.3923076923076923,0.4346153846153846,0.4461538461538462,0.3076923076923077,0.3230769230769231,0.2807692307692307,0.3038461538461538,0.3769230769230769,0.3730769230769231,0.3423076923076923,0.3615384615384615,0.3884615384615384,0.3,0.3615384615384615,0.3384615384615385,0.0115384615384615,0.3576923076923077,0.3346153846153846,0.4538461538461538,0.4076923076923077,0.3576923076923077,0.173076923076923,0.3538461538461538,0.2769230769230769,0.3884615384615384,0.4000000000000001
47_yeast,0.4970414201183432,0.4516765285996055,0.4654832347140039,0.514792899408284,0.4595660749506903,0.4260355029585799,0.4635108481262328,0.4654832347140039,0.4437869822485207,0.4674556213017751,0.4871794871794871,0.4773175542406311,0.4635108481262328,0.4339250493096647,0.4654832347140039,0.4497041420118343,0.4220907297830374,,,0.4595660749506903,0.4516765285996055,0.4753451676528599,0.4398422090729783,0.9230769230769232,0.4516765285996055,0.4852071005917159,0.4437869822485207,0.4516765285996055,0.4930966469428008,0.4714003944773176,0.5029585798816568,0.4694280078895463,0.4852071005917159,0.4911242603550296,0.5404339250493096,0.4891518737672584,0.4812623274161736,0.4852071005917159,0.4891518737672584,0.4536489151873767,0.4497041420118343,0.4891518737672584,0.5069033530571992,0.4358974358974359,0.5088757396449705,0.4773175542406311,0.4832347140039448
4_breastw,0.7307692307692306,0.9697802197802198,0.9587912087912088,0.956043956043956,0.4258241758241758,0.967032967032967,0.9395604395604396,0.6346153846153846,0.9725274725274724,0.9587912087912088,0.9532967032967034,0.8928571428571429,0.9615384615384616,0.956043956043956,0.8461538461538461,0.1538461538461538,0.9175824175824177,,,0.9395604395604396,0.934065934065934,0.956043956043956,0.956043956043956,0.9615384615384616,0.934065934065934,0.8708791208791209,0.1813186813186813,0.934065934065934,0.8351648351648353,0.8846153846153846,0.8324175824175825,0.8901098901098901,0.8791208791208791,0.903846153846154,0.9093406593406592,0.8818681318681318,0.1373626373626373,0.8873626373626373,0.8928571428571429,0.1538461538461538,0.8653846153846154,0.9093406593406592,0.9532967032967034,0.8708791208791209,0.9615384615384616,0.8873626373626373,0.8928571428571429
22_magic.gamma,0.7251794258373204,0.7163576555023924,0.683761961722488,0.6924342105263158,0.6079545454545454,0.6285885167464115,0.597188995215311,0.7600179425837319,0.6719497607655502,0.7616626794258372,0.6484748803827751,0.7607655502392345,0.6789772727272727,0.6519138755980861,0.6797248803827751,0.4554425837320574,0.6093002392344498,,,0.6647727272727273,0.7395334928229665,0.7070873205741627,0.6783791866028708,0.7722787081339713,0.739683014354067,0.7769138755980861,0.6875,0.739683014354067,0.7963516746411483,0.7831937799043062,0.7893241626794258,0.75627990430622,0.7905203349282297,0.7944078947368421,0.7903708133971292,0.7924641148325359,0.7209928229665071,0.7918660287081339,0.7926136363636364,0.4521531100478468,0.8125,0.80936004784689,0.6985645933014354,0.7860346889952153,0.7411782296650716,0.7932117224880383,0.8213217703349283
12_fault,0.6032689450222882,0.5349182763744428,0.5512630014858841,0.549777117384844,0.5601783060921248,0.5081723625557206,0.5156017830609212,0.4947994056463596,0.5364041604754829,0.5557206537890045,0.5111441307578009,0.5066864784546805,0.5527488855869243,0.5527488855869243,0.612184249628529,0.4992570579494799,0.5482912332838039,,,0.6077265973254086,0.5973254086181278,0.5423476968796433,0.5646359583952452,0.8053491827637443,0.5973254086181278,0.5884101040118871,0.600297176820208,0.5973254086181278,0.5601783060921248,0.5809806835066865,0.5453194650817236,0.5854383358098069,0.5661218424962853,0.5393759286775631,0.5601783060921248,0.5586924219910847,0.5274888558692422,0.5512630014858841,0.5334323922734027,0.4992570579494799,0.5408618127786032,0.5572065378900446,0.5839524517087668,0.5705794947994056,0.5705794947994056,0.5527488855869243,0.5482912332838039
2_annthyroid,0.4831460674157303,0.5711610486891385,0.5355805243445693,0.5898876404494382,0.1385767790262172,0.3164794007490636,0.3838951310861423,0.4438202247191011,0.3595505617977528,0.6198501872659176,0.4082397003745318,0.49625468164794,0.5037453183520599,0.5,0.4119850187265917,0.4269662921348314,0.2715355805243445,,,0.6235955056179775,0.6610486891385767,0.4812734082397004,0.5205992509363296,0.2808988764044944,0.6591760299625468,0.5449438202247191,0.3183520599250936,0.6591760299625468,0.5823970037453183,0.5411985018726592,0.4550561797752809,0.6179775280898876,0.6198501872659176,0.749063670411985,0.7453183520599251,0.7659176029962547,0.0149812734082397,0.6853932584269663,0.7696629213483146,0.4044943820224718,0.7790262172284643,0.7734082397003746,0.4382022471910112,0.7827715355805244,0.552434456928839,0.7659176029962547,0.7771535580524346
25_musk,1.0,0.3711340206185567,1.0,1.0,0.2474226804123711,0.8762886597938144,0.9278350515463918,1.0,1.0,1.0,0.9278350515463918,1.0,0.422680412371134,1.0,0.2268041237113402,1.0,1.0,,,1.0,1.0,1.0,0.9896907216494846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8041237113402062,1.0,1.0,1.0,1.0,1.0,0.8247422680412371,1.0,0.8247422680412371,1.0,1.0
30_satellite,0.7215127701375246,0.6768172888015717,0.6733791748526523,0.6404715127701375,0.5112966601178782,0.6070726915520629,0.5663064833005894,0.7254420432220039,0.7598231827111984,0.7180746561886051,0.6674852652259332,0.7264243614931237,0.6085461689587426,0.6267190569744597,0.5044204322200393,0.6178781925343811,0.6964636542239686,,,0.7229862475442044,0.7072691552062869,0.6615913555992141,0.6385068762278978,0.956286836935167,0.7067779960707269,0.7200392927308448,0.5879174852652259,0.7072691552062869,0.7131630648330057,0.7048133595284872,0.694007858546169,0.7131630648330057,0.7038310412573674,0.724950884086444,0.7190569744597249,0.7224950884086443,0.4209233791748527,0.7092337917485265,0.68713163064833,0.6164047151277013,0.7116895874263262,0.6959724950884086,0.7519646365422397,0.7224950884086443,0.75,0.7166011787819253,0.724950884086444
35_SpamBase,0.7159023228111971,0.8004764740917212,0.7855866587254319,0.7843954734961287,0.4997022036926742,0.7159023228111971,0.6950565812983919,0.721858248957713,0.7492555092316855,0.8052412150089339,0.7022036926742108,0.7397260273972603,0.7843954734961287,0.7849910661107802,0.6259678379988088,0.44907683144729,0.6354973198332341,,,0.7546158427635498,0.7236450268016675,0.7695056581298393,0.7802263251935677,0.8683740321620012,0.7236450268016675,0.7069684335914235,0.4044073853484217,0.7236450268016675,0.7939249553305538,0.7278141751042287,0.7933293627159024,0.7254318046456224,0.7581893984514593,0.7974985110184634,0.7986896962477664,0.8046456223942822,0.433591423466349,0.7879690291840381,0.7945205479452053,0.4592019058963669,0.8004764740917212,0.7969029184038117,0.7980941036331148,0.7998808814770696,0.8141751042287075,0.8010720667063729,0.8058368076235854
29_Pima,0.6103896103896104,0.6558441558441559,0.6558441558441559,0.6623376623376623,0.5292207792207793,0.5941558441558441,0.564935064935065,0.6396103896103896,0.6493506493506493,0.672077922077922,0.5974025974025974,0.6233766233766234,0.672077922077922,0.6493506493506493,0.4902597402597403,0.3181818181818182,0.5487012987012987,,,0.6266233766233766,0.5909090909090909,0.6428571428571429,0.6590909090909091,0.8668831168831169,0.5909090909090909,0.5876623376623377,0.5162337662337663,0.5909090909090909,0.6266233766233766,0.6103896103896104,0.5974025974025974,0.6071428571428571,0.6006493506493507,0.6493506493506493,0.6558441558441559,0.6266233766233766,0.4512987012987013,0.5941558441558441,0.6363636363636364,0.3181818181818182,0.6233766233766234,0.6818181818181818,0.7370129870129869,0.6493506493506493,0.7272727272727273,0.6590909090909091,0.6525974025974026
24_mnist,0.52,0.6014285714285714,0.6428571428571429,0.6657142857142857,0.3157142857142857,0.0,0.0,0.6814285714285714,0.2414285714285714,0.7185714285714285,0.2099999999999999,0.7142857142857143,0.5428571428571428,0.6385714285714286,0.4285714285714285,0.2171428571428571,0.3214285714285714,,,0.59,0.6628571428571428,0.65,0.6671428571428571,0.2957142857142857,0.6628571428571428,0.6314285714285715,0.4971428571428571,0.6628571428571428,0.6357142857142857,0.6657142857142857,0.5985714285714285,0.6371428571428571,0.6514285714285715,0.5514285714285714,0.5514285714285714,0.6428571428571429,0.32,0.5671428571428572,0.5671428571428572,0.2271428571428571,0.5114285714285715,0.5714285714285714,0.6328571428571429,0.6171428571428571,0.6328571428571429,0.5885714285714285,0.5585714285714286
10_cover,0.519455252918288,0.1361867704280155,0.2548638132295719,0.1556420233463035,0.0389105058365758,0.1867704280155642,0.2470817120622568,0.6206225680933852,0.1108949416342412,0.6673151750972762,0.2996108949416342,0.8365758754863813,0.0330739299610894,0.1712062256809338,0.0525291828793774,0.0,0.0136186770428015,,,0.1673151750972762,0.7198443579766537,0.056420233463035,0.367704280155642,0.5233463035019456,0.7159533073929961,0.7587548638132295,0.3249027237354085,0.7198443579766537,0.7996108949416343,0.6984435797665369,0.7859922178988327,0.745136186770428,0.7801556420233463,0.7062256809338522,0.7178988326848249,,0.1070038910505836,0.7937743190661478,0.6264591439688716,0.0,0.6342412451361867,0.8073929961089495,0.3599221789883268,0.7568093385214008,0.5680933852140078,0.6926070038910506,0.7237354085603112
34_smtp,0.0,0.0,0.7647058823529412,0.7647058823529412,,0.0,0.7647058823529412,0.0,0.0,0.7647058823529412,0.0,0.7058823529411765,0.0,0.7647058823529412,,,0.2941176470588235,,,0.0,0.1764705882352941,0.7647058823529412,0.7647058823529412,0.4705882352941176,0.2352941176470588,0.0,0.4117647058823529,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.0,0.0,0.2352941176470588,0.4705882352941176,0.7647058823529412,,0.7647058823529412,0.0,0.7647058823529412,,0.7647058823529412,0.7647058823529412,0.0,0.7647058823529412,0.7647058823529412,0.7647058823529412,0.7647058823529412
3_backdoor,0.8573680063041764,0.0780141843971631,0.0772261623325453,0.0772261623325453,,0.0,0.0,0.4649330181245075,0.0724980299448384,0.508274231678487,0.0449172576832151,0.7281323877068558,0.0015760441292356,0.0788022064617809,,,0.814026792750197,,,0.6343577620173365,0.3940110323089046,0.1670606776989755,0.1008668242710796,0.0,0.5161544523246651,0.8502758077226162,0.8100866824271079,0.5019700551615445,0.6879432624113475,0.4964539007092198,0.8494877856579984,0.5973207249802994,0.6745468873128447,0.8029944838455477,0.7360126083530337,,0.7289204097714737,0.8416075650118203,0.5697399527186762,,0.8258471237194641,0.61150512214342,0.8542159180457053,0.8156028368794325,0.8542159180457053,0.6185973207249803,0.8258471237194641
18_Ionosphere,0.8825214899713467,0.8681948424068768,0.9455587392550144,0.9340974212034384,,0.7048710601719198,0.6246418338108882,0.8939828080229227,0.7134670487106017,0.9369627507163324,0.828080229226361,0.8882521489971347,0.8767908309455587,0.8166189111747851,,,0.9484240687679084,,,0.9484240687679084,0.9340974212034384,0.7679083094555874,0.9169054441260746,0.8653295128939829,0.9340974212034384,0.9025787965616046,0.8137535816618912,0.9340974212034384,0.8997134670487106,0.9197707736389684,0.8997134670487106,0.9455587392550144,0.8939828080229227,0.8882521489971347,0.8825214899713467,,0.4813753581661891,0.8997134670487106,0.8882521489971347,,0.8825214899713467,0.8968481375358166,0.9312320916905444,0.8825214899713467,0.9226361031518624,0.8882521489971347,
44_Wilt,0.4513618677042801,0.0194552529182879,0.0116731517509727,0.0155642023346303,,0.0155642023346303,0.0428015564202334,0.2529182879377432,0.0,0.0233463035019455,0.0,0.1673151750972762,0.0778210116731517,0.0155642023346303,,,0.0038910505836575,,,0.1673151750972762,0.0194552529182879,0.0350194552529182,0.0155642023346303,0.0,0.0194552529182879,0.2217898832684824,0.1750972762645914,0.0194552529182879,0.0972762645914396,0.0661478599221789,0.3190661478599221,0.0583657587548638,0.0856031128404669,0.1712062256809338,0.1089494163424124,,0.0233463035019455,0.1167315175097276,0.1517509727626459,,0.2723735408560311,0.2334630350194552,0.357976653696498,0.2217898832684824,0.3307392996108949,0.2723735408560311,
