,diffusion,IForest,OCSVM,CBLOF,COF,COPOD,ECOD,FeatureBagging,HBOS,KNN,LODA,LOF,MCD,PCA,SOD,SOGAAL,DeepSVDD,DAGMM,AutoEncoder,VAE,diffusion_t_uniformn,diffusion_no_mean,diffusion_slow,diffusion_4
47_yeast,0.493178034137561,0.4709444829531643,0.4795139152684784,0.5070870378311876,,0.4681939125650767,0.4943182971303058,0.5059158803750028,0.4977564373803249,0.4825504537152117,0.5038886698712428,0.4894105770191028,0.4562399727931671,0.4678268203696571,,,0.4580572873665233,0.4833536301386266,,,0.4725266495176247,0.482203313180643,0.4811872629183181,0.46077720998249655
4_breastw,0.74301710057187,0.9947860263847106,0.9950472644163864,0.9870126537154458,,0.9952023324485758,0.9906680566711324,0.520527890354134,0.9910247703733271,0.984813502562535,0.9740596765308612,0.8884600463342722,0.9612359793856956,0.9900403107470904,,,0.954866947903473,0.8586324778109455,,,0.9426801532298664,0.9330159628243532,0.9921810914204944,0.985913368847535
22_magic.gamma,0.8203989840028055,0.8181357456563203,0.791572065629601,0.8024163024956691,,0.722188411448084,0.6791812128140083,0.8613102724576733,0.7715374592267883,0.8586450188709244,0.7500468107648235,0.8636261142812927,0.7721782459755766,0.7520315855141062,,,0.702253859022209,0.661287272560529,,,0.774127905866716,0.8446836889499321,0.8111081872730002,0.7875634656422259
12_fault,0.6751411296526364,0.5824437792045578,0.611212853206228,0.5855204959105968,,0.531885666005811,0.5171400144998644,0.5140008814613547,0.5389079706906275,0.619765467713196,0.4995308372822975,0.5043841658027888,0.6434002938691046,0.6035061137937449,,,0.5674185220085065,0.5796083456605415,,,0.6827376808478912,0.6796650351330842,0.5873014764094757,0.6316559622110505
2_annthyroid,0.3954001918628436,0.6494986561919783,0.6010920442931359,0.6676339817278417,,0.296088944008305,0.4001766350549628,0.4267655804135241,0.3903493803417567,0.6807398342318777,0.4151420834147865,0.5353206370357855,0.596825920942178,0.5656808247682636,,,0.3090128830983747,0.304527243292935,,,0.5778568657380209,0.6807517298391947,0.5293005604259243,0.579948929426121
25_musk,1.0,0.4384423253940007,1.0,1.0,,0.9612923531875012,0.981979010777789,1.0,1.0,1.0,0.9125768509190711,1.0,0.5576508443407605,1.0,,,1.0,0.3435121683082818,,,1.0,0.9999999999999998,1.0,0.9994629418524572
30_satellite,0.8429926257989897,0.833930969396218,0.8090116058484533,0.771563242791311,,0.7332987914876716,0.6957027082442933,0.8575124049596364,0.8648809643884268,0.8600967476747796,0.8106492883211542,0.8586284749789131,0.7862454129420655,0.7778822416262536,,,0.8282211404668,0.7163958489628837,,,0.8478665697480646,0.8363077866485791,0.7965835403969268,0.7878598714084284
35_SpamBase,0.7557738538085972,0.8739436399109047,0.8219258916305452,0.8158049844774642,,0.7357511538025906,0.7126158924809225,0.666116764193286,0.7842230708409839,0.8332015996254555,0.7965981439204817,0.7270505812373262,0.859323578325635,0.818375215673548,,,0.7169321227709149,0.644992248213633,,,0.7871446129900435,0.7578926721463524,0.8126341465799826,0.8136442285709942
29_Pima,0.6383437390968395,0.7010449598807538,0.6616880164949108,0.6787554830305247,,0.6624411717883327,0.6163045842451325,0.6298858030542775,0.7197533170300541,0.7006889455354377,0.5751809964022415,0.6182898604489759,0.6481939237856749,0.6569402141003662,,,0.5810954806707603,0.53490278865078,,,0.6524218193373521,0.6217827685730294,0.6610906753966838,0.6530219719533894
24_mnist,0.5523239124185594,0.6451479849454376,0.6620157786382563,0.6708458793320441,,0.1686340640809443,0.1686340640809443,0.6921031009512457,0.2220883413170798,0.7271850311633586,0.2153403160216851,0.7097347376401963,0.5393837743667931,0.6498708132676647,,,0.3701289446875094,0.5175911209966492,,,0.6225288883498851,0.6870827497796035,0.6459440318195288,0.6801984891990001
10_cover,0.4875472507702373,0.1092362450369149,0.2324026077475094,0.1665925890640501,,0.1274445509504888,0.1924331389846352,0.5429316694725064,0.054746493054522,0.562706717445147,0.2844077205920979,0.8372967190656377,0.0332574538406415,0.1681064413960062,,,0.0144361497587271,0.1405221691266917,,,0.1433793967968677,0.7064492612731821,0.0272397992106641,0.3069722145182863
34_smtp,0.0009498881797289,0.0123235737273172,0.7656181176600388,0.5536581298529167,,0.0100320036946115,0.765104462436655,0.0028764121993956,0.0110836372661318,0.5542358651138618,0.0017476057098343,0.5169016743447326,0.0119944136050017,0.5534871057032251,,,0.2876113802880197,0.5704124628961831,,,0.0016877077053024,0.1088133242530689,0.6343897825089582,0.5541920686637183
3_backdoor,0.85446961846275,0.114377126184052,0.0772286891653134,0.0817549543379316,,0.0495045642506046,0.0495045642506046,0.4156286673452644,0.0850587665082808,0.44899555810949,0.0760494096863822,0.5371877290017496,0.0726478418710296,0.0798807595469637,,,0.8175253337609573,0.0599649323047439,,,0.5003219766148779,0.3482088943833014,0.264920210208473,0.08130378119300856
18_Ionosphere,0.9730442219244472,0.9263735701442424,0.9827924356718536,0.9737340262648287,,0.8024679362529366,0.7461961457736928,0.9538197336514274,0.6714514527915205,0.9895189432626535,0.877555623873296,0.9571110547450902,0.9668130138614556,0.9195336127461894,,,0.9939694187344082,0.8057037350850529,,,0.9880190235128394,0.9853127459880916,0.8810625571359855,0.9636518833662555
44_Wilt,0.3504056968031306,0.0868694166877053,0.0712125485268203,0.0827694411770031,,0.0686567704996039,0.076800766363352,0.2235358515665486,0.0786839998133221,0.1224557065623282,0.0691148212522362,0.1574407256147934,0.215085375812916,0.0640621672503555,,,0.0689476777374081,0.1281917937846479,,,0.1512577437853584,0.0948151442365341,0.0735853783428672,0.07024019745289418
13_fraud,0.4625276811196588,0.144767281028631,0.2303939175854681,0.2608226495008179,,0.347810623663385,0.2799097502591555,0.6416668433021298,0.2784203963309456,0.3527004861122406,0.3653555139903223,0.6092290941418725,0.5574893153608379,0.2404068972929745,,,0.5074016379895457,0.0179401505899206,,,0.5163849246427461,0.4578205122040936,0.4987363429444436,0.3616418868186762
21_Lymphography,0.9635805177709522,0.9588536296635736,1.0,0.98416625432954,,0.8910701701399375,0.9281759215314032,0.5086890390318282,0.9680430311659548,1.0,0.1009556693659181,0.8150119589347322,0.8181796066510589,0.98416625432954,,,0.992541696030068,0.6785725920339849,,,1.0,0.9834593906835372,0.98416625432954,0.9841662543295399
1_ALOI,0.0597190544059158,0.0569522188136893,0.0652039189672353,0.0642075930308028,,0.0571825286598036,0.0605612609556603,0.0671068735371712,0.0641556084304313,0.0601543769403696,0.0669935967832704,0.0653746136765728,0.0559981063525312,0.065374510404453,,,0.0596243961223999,0.0617180136445446,,,0.0592336979269569,0.0630951062214782,0.0627527791830097,0.06615801097539634
11_donors,0.9781236122607584,0.4017311993506798,0.4402873709695389,0.4668946397399828,,0.3473911713221754,0.4292220719155497,0.7170589784853206,0.3366337183151324,0.8845037399436437,0.0756687627231669,0.657404861103181,0.2155892008077018,0.3660936271589267,,,0.522023774657532,0.2409436459102338,,,0.8897951257693113,0.906010374978591,0.3332358430563477,0.4939221313551958
20_letter,0.0920133947018438,0.0859591076829011,0.0825570520794348,0.0841638347182763,,0.0884615744869789,0.106538546871103,0.1222148329333764,0.0873080222132282,0.0869813749622241,0.084595300986214,0.1125529610187776,0.0850151701918892,0.0801026827954405,,,0.0894329176928106,0.1509690098972214,,,0.0896479270597843,0.0883730352072836,0.0787138844213081,0.0815192946188841
15_Hepatitis,0.9383485274533578,0.6375727361507763,0.833822464049526,0.7311462342663358,,0.6124065068530062,0.5111939962086633,0.3885028585609846,0.7137845369933268,0.9006832799309509,0.4635713403473457,0.375958106662068,0.5706381721013969,0.7350148122326051,,,0.9704160153469396,0.5123094594683002,,,0.7985120373592007,0.7671821271783225,0.6936838949035404,0.7195704946199739
5_campaign,0.3408516991845887,0.4349440558122157,0.4943211379772424,0.479927542333145,,0.5104971409996778,0.4951149783738828,0.2912836512215125,0.4969469125586042,0.490401815136511,0.2546197196124891,0.4024154564653717,0.4852903673108755,0.4884305541416397,,,0.2343004943041556,0.3891179162323392,,,0.4394250869091584,0.4119976467179564,0.4245528685737303,0.45785345071829175
33_skin,0.9525993419718756,0.6607112216197784,0.6605410660513451,0.693603865717044,,0.2954715776587434,0.3041604826962917,0.4901708231868453,0.5241278328667904,0.9770081124106248,0.6300872920170578,0.6274901811272205,0.6229394074102355,0.36038320458836,,,0.4371478849185582,0.4738803404488393,,,0.8742805269605046,0.9113584377505196,0.7500382793302177,0.6847814160525744
28_pendigits,0.0710548302155988,0.6509847125420835,0.5177817899536089,0.5146552558642514,,0.3085971850558995,0.4144841384504422,0.8524930471214415,0.4233351234040988,0.9699016482203489,0.4583983957882535,0.7855157050100986,0.1325077132976969,0.3863421347985567,,,0.0687708321298886,0.063603720190507,,,0.0407417443977565,0.407050440686509,0.3528999503273324,0.4217956405812881
7_Cardiotocography,0.4723387972510368,0.6007780814591309,0.6618926229389422,0.626410614689898,,0.5606633117310698,0.6897821607158027,0.567078802648646,0.5070169413486736,0.5742685773039862,0.5382532832801978,0.57320053037476,0.5352992769052183,0.69688201306812,,,0.4455119161051206,0.4039251493377878,,,0.5617250822444675,0.6160838012207173,0.6864175017210811,0.667558527527952
14_glass,0.3428206672948705,0.1890663665808252,0.2374461963858037,0.3373198229397238,,0.1601253992942661,0.2483021564432673,0.2613543140581452,0.2520700633541219,0.3247853978400969,0.1290042739104539,0.2852343896515121,0.1676936224939282,0.1646870100302699,,,0.7003052809833066,0.1591376364233322,,,0.2262924331083644,0.2747597817263059,0.1700214973266643,0.1627217081771425
39_vertebral,0.319421374100802,0.21087045162511,0.229773383854597,0.2708224601189916,,0.1599332900850785,0.2020704679351075,0.3852603723729957,0.1966163772464895,0.282468755628775,0.1738757582341492,0.3732583808846096,0.2197685298927708,0.1970708254690183,,,0.2271244011687621,0.3631624573299491,,,0.2305018218896521,0.2340980603408863,0.208264072068684,0.19410585225772983
