,diffusion,IForest,OCSVM,CBLOF,COF,COPOD,ECOD,FeatureBagging,HBOS,KNN,LODA,LOF,MCD,PCA,SOD,SOGAAL,DeepSVDD,DAGMM,AutoEncoder,VAE,diffusion_t_uniform,diffusion_no_mean,diffusion_slow,diffusion_4,diffusion_bins,diffusion_l2,diffusion_l20,diffusion_l2m,diffusion_l24,diffusion_l2_64,diffusion_l2_64_200,diffusion_l2_quantile,diffusion_400_128,diffusion_420_512,diffusion_bins_mean,diffusion_bins_mean_420,diffusion_bins_mean_420_margin,diffusion_bins_mean_420_t0,diffusion_420_huber,diffusion_420_bins_10,MOGAAL,diffusion_420_bins_10_0.01,diffusion_420_bins_5,diffusion_420_bins_7,ICL_bagging,ICL,diffusion_420_bins_8_0.02,diffusion_420_bins_7_bagging
31_satimage-2,0.9387230571144944,0.9907561208142084,0.9960783542848156,0.9941961609152472,0.5705404794433032,0.9791926717317162,0.970877603373205,0.9945598222973572,0.9795121040268128,0.997075965914117,0.9930118042518896,0.9938030134751284,0.9992137051197624,0.9817333870634836,0.7492014192622588,0.8935061871578388,0.92493341065233,0.7770804871096784,0.9832814051089508,,0.9975919719292728,0.99887461545266,0.9979359759393768,0.9982898086354836,0.943661971830986,0.9988647867666572,0.9963339001208928,0.9984126672105208,0.9988647867666572,0.9984863823555428,0.9985846692155724,0.9739687251211386,0.9987468425346216,0.9986338126455874,0.9940094158811908,0.9956704638156926,0.988072889535398,0.3203267055227387,0.998142378345439,0.9946777665293928,0.9003518669589063,0.9917537324435096,0.9935523819820528,0.9930806050539104,0.9915276726654414,0.9949971988244892,0.9952232586025572,0.9943681629202993
43_WDBC,0.9906639004149378,0.9956777316735824,0.998789764868603,0.9988473951129552,0.4051982480405717,0.9961964038727524,0.9701475334255416,1.0,0.992680958967266,0.9963692946058093,0.989741816505302,1.0,0.9783310281235592,0.9945827570308898,0.7508644536652835,0.0002881512217611,0.9940640848317196,0.7954702627939142,,,0.9978676809589672,0.9997694790225912,0.9898570769940064,0.9965421853388658,0.9993372521899492,0.9997694790225912,0.9988473951129552,0.9963692946058093,0.9997694790225912,0.9974066390041492,0.9927962194559704,0.9971184877823882,0.9963692946058093,0.9960235131396956,0.9967150760719226,0.9948132780082988,0.9966574458275704,0.9672083909635776,0.9964269248501614,0.997060857538036,0.0002881512217611,0.997060857538036,0.9972913785154448,0.9973490087597972,0.9457123098201936,0.9970032272936836,0.9963116643614568,0.9948132780082987
46_WPBC,0.6560253793593043,0.6130202324962286,0.600740970804863,0.650701038246517,0.2851961132309876,0.5731320436595971,0.5322233561096814,0.5887722956784097,0.6434577158576625,0.6651433135149525,0.5449795900257344,0.5946401632797941,0.6636902120862543,0.5818173750998314,0.2322965657999822,0.4953301091489929,0.7970427722069394,0.4943317951903452,,,0.6108128494098856,0.5921000088739018,0.5794546987310321,0.601972224687195,0.4960732984293193,0.5921000088739019,0.635881622149259,0.5075650013310853,0.5921000088739018,0.6692474931227261,0.6593420001774781,0.69064468896974,0.635770698376076,0.6497027242878693,0.7380978791374567,0.7357795722779306,0.7147262401277842,0.4612099565178809,0.6869287425681072,0.7147817020143756,0.4939768391161594,0.7733050847457628,0.7676812494453811,0.7566443340136657,0.5628050403762535,0.9221980654893958,0.7399059366403408,0.7355577247315644
19_landsat,0.5961326670358299,0.570941245699508,0.4797506707135428,0.5766433768379374,0.5404149939876187,0.4929358564650963,0.4201203182018554,0.6664735568447188,0.7320860007240148,0.6825492143321992,0.4253548687054162,0.6658409996462268,0.6121789169362117,0.4390355722995821,0.5284378719140781,0.5528163205050576,0.589236881937066,0.4783416061777107,,,0.4948744046066397,0.3866416917831966,0.3946065897109322,0.3461109789403446,0.5,0.3867049180954588,0.4208906499459047,0.4542119457735857,0.3862590990750432,0.4159210618021027,0.3880998669894836,0.4387032665653673,0.3735598737002949,0.3791567256769111,0.5221187695983187,0.4777527192460601,0.4893116654310579,0.4592324090430683,0.4734178938697826,0.4672080407400949,0.5659538659655113,0.4783573392368084,0.4762141142890583,0.4595264849140549,0.5129224289608271,0.6492918800064579,0.5863137677794596,0.46046458694250203
27_PageBlocks,0.8544103589817738,0.8311616904033223,0.8858025881389018,0.9112104489481166,0.5829071981107068,0.80848414744841,0.8795439027720879,0.9178285980512648,0.656171932107542,0.8965330827128065,0.7856423355905247,0.9129808580539958,0.87094970720775,0.8612261127310409,0.6417483994826935,0.6233004795527387,0.7914596235872473,0.678858712678025,,,0.903954904370597,0.9200641010193508,0.8991392952100954,0.9067306070318336,0.8890008113036284,0.920096231856118,0.8869259625193789,0.9621763822284342,0.9201367970375368,0.8946658794611659,0.909413130266445,0.8442417524158372,0.9202279682868642,0.9050212465158124,0.850489593625242,0.8970423564755685,0.899836936003406,0.2624229864006233,0.9131150042974994,0.910188688338916,0.5861604453333977,0.881287803937634,0.903525556064294,0.9042308279313362,0.6914323123759951,0.8803881405081492,0.9050027712846712,0.891258404221992
45_wine,0.9981559011164276,0.9393939393939394,0.9825558213716108,0.9838516746411484,0.3308163875598087,0.8431519138755981,0.7042962519936206,0.991851076555024,0.9738586523125996,0.993246610845295,0.8503040271132376,0.9870165470494418,0.975453548644338,0.9412878787878788,0.0549491626794258,0.0468002392344497,0.9977571770334928,0.8097089314194578,,,0.9854964114832536,0.9553429027113238,0.9418112041467304,0.9609748803827752,0.8910984848484849,0.9553429027113238,0.9886612838915472,0.463741028708134,0.9553429027113238,0.9995015948963316,0.9981559011164274,1.0,0.9984051036682616,0.9995015948963316,0.996012759170654,0.9964613237639554,0.9984051036682616,0.7564792663476875,0.9984051036682616,0.9984051036682616,0.0571421451355661,0.9996511164274324,0.9984051036682616,0.9984051036682616,0.9537729266347688,1.0,0.9981060606060608,0.9984051036682616
42_WBC,0.6077049565421659,0.9923263644193876,0.9931876908621096,0.9877065225902436,0.3912379610054029,0.9924046668232714,0.9924046668232714,0.7306788818416725,0.9899381411009318,0.9794456189805028,0.9722026466212512,0.7774254169603007,0.9817555398950748,0.9882546394174302,0.7143919818338421,0.013624618275781,0.9108918643802364,0.8767128650849582,,,0.9467543653590166,0.9525487432464176,0.9878631273980112,0.984026309607705,0.9813836034766268,0.9525487432464176,0.9130843316889828,0.8660245869548195,0.9525487432464176,0.9398637538172422,0.9388849737686948,0.9018870879335996,0.9186829535666744,0.918917860778326,0.8946049643724062,0.9126928196695638,0.9353613655939236,0.0227859995301855,0.9369665648735416,0.9210711768851304,0.013624618275781,0.8891629473024821,0.8992248062015504,0.921658444914259,0.9615926708949964,0.9936575052854124,0.8937044867277425,0.900908307885052
17_InternetAds,0.8323481797899548,0.473989225662513,0.6563078168362628,0.6513967867442999,0.3464537873428742,0.6593806116341079,0.6601084235729444,0.7212922403003754,0.4917525983566414,0.680754135604288,0.5640066387331991,0.7172212548294062,0.4769871986722533,0.651131509495565,0.568618381672743,0.4628033683408609,0.6978186047777113,0.4915383359634325,,,0.8412179626707297,0.8027867715078632,0.6138583555531371,0.743228628176525,0.595108695652174,0.8130985743048376,0.8344465908472547,0.6925572726778039,0.8132108069869947,0.8024177640528922,0.8090105838820265,0.7983926919518964,0.8263760407030528,0.8137889753496217,0.759179273004299,0.748717826631115,0.7708820808619471,0.5900599254502912,0.8215976492354574,0.7561557925667954,0.4696223540294933,0.7650595853512543,0.7914410676388963,0.7774697992055287,0.7091711106274148,0.713905289220221,0.7668315013331882,0.7933541247211188
6_cardio,0.840689238210399,0.9316120699131584,0.9561050346268,0.9464177750906893,0.5913350555128065,0.9316326811036606,0.9495369352533802,0.9314128284049686,0.807003682532703,0.9199873584698252,0.8448046059140377,0.9220622183137296,0.8357425524898319,0.965510607892712,0.6914917005606245,0.8575010992634934,0.6229388809497636,0.9209629548202704,,,0.9218080136308672,0.9641949268989776,0.9668572056721996,0.9646792898757832,0.9217530504561944,0.9641949268989776,0.9187025942618444,0.7525214356381225,0.9641914917005606,0.91305169286578,0.9286371880839835,0.8856216335055512,0.9325258326920962,0.9208221116851708,0.8528360998131252,0.8634027701440036,0.8844330548532484,0.3489062328240079,0.9084622677805873,0.8842544245355612,0.8591362537100143,0.8705479828514896,0.8872464823568209,0.8594660327580521,0.8332142464548753,0.8183810596900077,0.8703693525338023,0.8753022974607013
23_mammography,0.6543613454847661,0.8744657924020679,0.8863349203442593,0.8409709407969801,0.6971405631541139,0.9059470652036116,0.906690800501458,0.8589417266491064,0.8500901497330723,0.875827194230417,0.9024692575324328,0.8551906525995522,0.7223240319468116,0.8993365543081712,0.7927003366529094,0.7931968644795966,0.5169217387629766,0.8471257729635316,,,0.4256475990590621,0.8064147169439241,0.8792810558787485,0.8924376346963785,0.7210073528376036,0.8072324031946811,0.851675517304523,0.8651500852196696,0.8037531869339231,0.8587107179581087,0.8573986167650333,0.8013061146873636,0.8682095417858099,0.8529009902384742,0.8127357626808277,0.8726127928105589,0.8369198371670447,0.1757300015494485,0.8908522671249278,0.8802853802487569,0.7955118814531011,0.8698639302466442,0.8726451903708817,0.8589579254292677,0.3896405279393743,0.7539778569718143,0.8669558970602735,0.8753215105714649
