,diffusion,IForest,OCSVM,CBLOF,COF,COPOD,ECOD,FeatureBagging,HBOS,KNN,LODA,LOF,MCD,PCA,SOD,SOGAAL,DeepSVDD,DAGMM,AutoEncoder,VAE,diffusion_t_uniform,diffusion_no_mean,diffusion_slow,diffusion_4,diffusion_bins,diffusion_l2,diffusion_l20,diffusion_l2m,diffusion_l24,diffusion_l2_64,diffusion_l2_64_200,diffusion_l2_quantile,diffusion_400_128,diffusion_420_512,diffusion_bins_mean,diffusion_bins_mean_420,diffusion_bins_mean_420_margin,diffusion_bins_mean_420_t0,diffusion_420_huber,diffusion_420_bins_10,MOGAAL,diffusion_420_bins_10_0.01,diffusion_420_bins_5,ICL,diffusion_420_bins_7,ICL_bagging,diffusion_420_bins_8_0.02,diffusion_420_bins_7_bagging
32_shuttle,0.9993891377330152,0.9967358074615118,0.9961888117598652,0.997328925544818,0.5278303962939748,0.994657576179748,0.9933072562977264,0.9308435061342332,0.9864057247834876,0.9991050683474092,0.8788614014683662,0.999776898130004,0.9898240980334658,0.9935601234110476,0.6223369494771732,0.0242144752976783,0.998399412152689,0.9825964984002808,,,0.9980187244373636,0.9998361162190548,0.9970347032372128,0.9981037778079318,0.9742692529672432,0.9998341543621272,0.9998779212658832,0.9969235959068066,0.9998361786985748,0.9997040407617388,0.9997712874691088,0.999557357592648,0.9998740412876914,0.9998536292285092,0.9981348988568408,0.9979444612798982,0.9971504840357142,0.973827491521123,0.9997938675676348,0.997560287207357,0.0224822805894512,0.9973461573964324,0.9975883967434024,0.9993058150451508,0.9974690358684054,0.9999427437678772,0.9975812865740272,0.9975012128212023
38_thyroid,0.5534623188151578,0.987884953837698,0.985598765107264,0.9844878294070526,0.4162617598390897,0.938068258228233,0.9754775561753408,0.919205739444649,0.9864612020324276,0.9867798651674882,0.9490899097803271,0.9272278646061736,0.984978979927146,0.9854584363872372,0.915621510053968,0.8225338689212814,0.8954141743701288,0.7951493039110783,,,0.8230104018663721,0.979389219246084,0.9833125763768292,0.983868044226935,0.9375858782531412,0.9796961883211422,0.981388903506464,0.904816198611915,0.9796611061411356,0.9499669642804937,0.9649178199933344,0.9662743309535922,0.971694527764622,0.960935992562578,0.9805176960362983,0.9875633671876372,0.9911709846983224,0.8580955053880381,0.9143000812737172,0.9893174761879704,0.8114829822191818,0.9288007156764722,0.2581405275190467,0.9438919001093394,0.9872885567775848,0.9423833663690528,0.9881129880077416,0.9382027399182584
26_optdigits,0.9430635609948678,0.8277694433478089,0.6338228714304515,0.8169522305566522,0.5126016581129096,0.5,0.5,0.9704066324516384,0.8992420055270429,0.9371891038294512,0.3360652717462823,0.9665008553757072,0.6514436110014477,0.5817423345176996,0.4487116725884985,0.3505724437425978,0.4528437952362153,0.5945071719963153,,,0.927550993551783,0.9023503092512172,0.7430030267140414,0.7821502829319648,0.5463876825898145,0.9022450322410844,0.889611791025135,0.8756717989209106,0.9022318726148176,0.8754625608632715,0.8792393736017897,0.9040452691143572,0.9093670219765758,0.8839952625345441,0.8399420976444268,0.8334544018949862,0.8176417949730228,0.7750704040005264,0.8628293196473221,0.8593814975654692,0.355157257533886,0.8465587577312804,0.8954283458349783,0.9726411369917094,0.8002868798526123,0.9600131596262664,0.8670798789314383,0.8081063297802342
36_speech,0.3848887361767923,0.3800602208096353,0.36569222283508,0.3584132811299087,0.3095946398054126,0.3703308527664499,0.3596068467262847,0.371605797835306,0.3665512283779263,0.36362156736864,0.3475717269628277,0.3752769162605228,0.3931171050608989,0.3637843263136003,0.436709375819446,0.3763755391390052,0.4772092266237465,0.457524436447153,0.3619578092646008,0.3637843263136003,0.3782879567422892,0.3676272458473863,0.3996907580045753,0.3715153761992169,0.5,0.3675277820476883,0.3793639742117494,0.3621476947003879,0.3674283182479904,0.3596882261987648,0.3524364109844203,0.3554836201206224,0.3556915898836273,0.3766513251290769,0.3918150335012161,0.3933341169875127,0.3759189098767553,0.4956914090403551,0.3804580760084273,0.3759641206947998,0.3762625120938938,0.3812809128968379,0.3809553950069172,0.474984854375955,0.3985243188990262,0.474984854375955,0.3777815955801904,0.3695441845324749
40_vowels,0.8601706970128022,0.6192603129445234,0.7590896159317212,0.7794025604551921,0.92,0.5281934566145092,0.6147368421052631,0.838122332859175,0.533058321479374,0.8221337126600284,0.4183783783783784,0.8630156472261735,0.2749928876244665,0.5229018492176387,0.901792318634424,0.3258036984352773,0.5527453769559033,0.3820768136557609,,,0.830099573257468,0.7983214793741109,0.5554480796586059,0.6372403982930299,0.6790611664295875,0.7982930298719773,0.8390611664295875,0.7732290184921764,0.7982076813655761,0.8439829302987197,0.8366429587482219,0.8484779516358464,0.830896159317212,0.8450640113798009,0.85425320056899,0.8634992887624466,0.8630156472261735,0.5828591749644381,0.8269416785206258,0.8554480796586059,0.3269985775248933,0.8512660028449502,0.8631294452347085,0.817041251778094,0.8463726884779517,0.8515504978662873,0.8155618776671408,0.8765007112375534
16_http,0.0368406259575861,0.990155432749712,0.9999995773412652,0.9991335495937193,,0.9909737000602288,0.978275552362134,0.9209793002884644,0.9903404516108582,1.0,0.9749041092995488,0.999992392142774,0.9993977113029512,0.999380593624193,,,0.0233206183497289,0.9958452646372004,,,0.0210526315789473,0.9168562643307728,0.9999598474201968,0.9999207514872304,0.9944028360401104,0.9134866175678102,0.0210526315789473,0.991121841946766,0.9119950548928032,0.938035482200784,0.9889762148797008,0.9999213854753326,0.66282019040776,0.983451642557508,0.9933963799279368,0.9926793393843976,,2.113293673855488e-06,0.9997168186477032,0.9940618561058338,,0.992698147698095,0.9941964729128584,1.0,0.9930996734961274,0.9999535075391752,0.9936003127674636,
9_census,0.5263065275517321,0.644498559305145,0.7024131292833338,0.7100179498676941,0.5686477812468861,0.5,0.5,0.5586929534659714,0.6295683935629588,0.7233901791942072,0.4848039284883914,0.5860412791598852,0.7311680976738522,0.707207086391869,0.6561280529998561,0.5246335223812846,0.54238777526821,0.5036440445743515,,,0.6333505843048682,0.5614738889626998,0.6814248555153287,0.6734536334296564,0.5008116883116883,0.5778376222030315,0.5521579491480386,0.2640439654122518,0.5764556553846835,0.5597164488324974,0.5475264611773564,0.5491775445356009,0.5750387783571926,0.5733304754708207,0.6073483326136778,0.5779422421142371,0.6908675515660809,0.5752607021069298,0.6101235593051451,0.6831775417676953,0.5338265118300284,0.6824645708085606,0.7100304608009211,0.7046316125264336,0.7170891666943457,0.7046316125264336,0.6701610782652982,0.708625229736163
8_celeba,0.5468202748987316,0.7015965949471863,0.7920825307673958,0.8023424839316854,0.3651290983707804,0.7552124760697618,0.7620053146647292,0.4636306260833456,0.7642681949030381,0.7293543523044448,0.4874098704939147,0.4315515412925213,0.802584995090152,0.8023752496856327,0.6440748279175665,0.7611989316283847,0.6523899738427494,0.5572833423030513,0.7661659896006252,0.8006694058391174,0.7111711420340081,0.7072570275390961,0.4846289978631304,0.6848250240012863,0.4991283269267368,0.7094077723711807,0.4002462781056891,0.6819636115127269,0.7132751157955489,0.7147875042410662,0.564774050592776,0.5654909036211693,0.6605687072412948,0.7422473421382567,0.8151337959099944,0.8218215389064167,0.7084993028361435,0.7068057554347036,0.6547275986354141,0.8444510657024322,0.7154584406346763,0.8376661213509045,0.8363160942745782,0.7317417572675055,0.8324840241873674,0.7435978893059155,0.8124681235093578,0.8215114530241063
41_Waveform,0.7318970676241772,0.7375822860562538,0.7043746259724716,0.7209455415918612,0.6666247755834829,0.7235667265110712,0.5943985637342908,0.7742489527229204,0.6928007181328546,0.7520586475164571,0.5536265709156194,0.7600478755236385,0.5841472172351885,0.6467564332734889,0.6127588270496708,0.3768192698982645,0.5620526630760023,0.495966487133453,0.6964811490125673,,0.6520047875523638,0.6193237582286057,0.5469599042489528,0.667145421903052,0.5,0.6193895870736087,0.6889587073608617,0.5790843806104129,0.6193836026331538,0.6132914422501496,0.6086535008976661,0.6183363255535608,0.6129742669060443,0.5877019748653501,0.6446977857570316,0.6815739078396169,0.6467265110712149,0.8384500299222023,0.6231597845601435,0.6207061639736685,0.3807241172950329,0.6509814482345901,0.6710532615200479,0.6934350688210652,0.6661101137043686,0.6965170556552963,0.7080131657690005,0.6703949730700179
37_Stamps,0.7089555555555556,0.9478666666666666,0.9358222222222222,0.9414222222222224,0.4997333333333333,0.9317111111111112,0.8715777777777778,0.9414888888888888,0.9281111111111112,0.9716666666666668,0.9611777777777778,0.9432666666666668,0.8524888888888889,0.9258888888888888,0.4611999999999999,0.560711111111111,0.7255555555555556,0.901288888888889,0.9428,,0.9118,0.8054666666666667,0.9359555555555557,0.9260444444444444,0.6707,0.8054666666666667,0.7402222222222222,0.6963111111111111,0.8055333333333333,0.8600666666666666,0.7707777777777778,0.8153111111111111,0.7933777777777777,0.7937555555555555,0.9317333333333332,0.9266222222222222,0.9278666666666668,0.6891111111111111,0.8194222222222223,0.928,0.5570666666666666,0.9291777777777778,0.9182444444444444,0.9616,0.9139333333333334,0.9643111111111112,0.9232666666666668,0.9299111111111111
