,diffusion,IForest,OCSVM,CBLOF,COF,COPOD,ECOD,FeatureBagging,HBOS,KNN,LODA,LOF,MCD,PCA,SOD,SOGAAL,DeepSVDD,AutoEncoder,VAE,diffusion_t_uniform,diffusion_no_mean,diffusion_slow,diffusion_4,diffusion_bins,diffusion_l2,diffusion_l20,diffusion_l2m,diffusion_l24,diffusion_l2_64,diffusion_l2_64_200,diffusion_l2_quantile,diffusion_400_128,diffusion_420_512,diffusion_bins_mean,diffusion_bins_mean_420,diffusion_bins_mean_420_margin,diffusion_bins_mean_420_t0,diffusion_420_huber,diffusion_420_bins_10,MOGAAL,diffusion_420_bins_10_0.01,diffusion_420_bins_5,ICL,diffusion_420_bins_7,ICL_bagging,diffusion_420_bins_7_bagging
10_cover,0.6136363636363636,0.1074380165289256,0.2417355371900826,0.140495867768595,0.0475206611570247,0.1921487603305785,0.2355371900826446,0.8388429752066116,0.1115702479338843,0.621900826446281,0.3760330578512397,0.7995867768595041,0.0371900826446281,0.1570247933884297,0.0392561983471074,0.0,0.0681818181818181,,,0.365702479338843,0.7169421487603306,0.0351239669421487,0.371900826446281,0.5847107438016529,0.7128099173553719,0.7830578512396694,0.3140495867768595,0.7169421487603306,0.7417355371900827,0.7851239669421488,0.7954545454545455,0.7623966942148761,0.7954545454545455,0.7479338842975206,0.7396694214876033,,0.0557851239669421,0.7706611570247934,0.6756198347107438,0.0,0.6260330578512396,0.7417355371900827,0.268595041322314,0.7128099173553719,0.5578512396694215,0.6900826446280992
34_smtp,0.0,0.0,0.7058823529411765,0.7058823529411765,,0.0,0.7058823529411765,0.0,0.0,0.7058823529411765,0.1176470588235294,0.7058823529411765,0.0,0.7058823529411765,,,0.0,,,0.0,0.1764705882352941,0.7058823529411765,0.7058823529411765,0.4117647058823529,0.1764705882352941,0.0,0.0,0.1764705882352941,0.2352941176470588,0.3529411764705882,0.0,0.0,0.0,0.7058823529411765,0.7058823529411765,,0.3529411764705882,0.0,0.7058823529411765,,0.7058823529411765,0.7058823529411765,0.0,0.7058823529411765,0.7058823529411765,0.7058823529411765
3_backdoor,0.8783570300157977,0.0481832543443917,0.0821484992101105,0.0734597156398104,,0.0,0.0,0.6721958925750395,0.0616113744075829,0.5513428120063191,0.0039494470774091,0.7559241706161137,0.0379146919431279,0.0916271721958925,,,0.7898894154818326,,,0.3562401263823064,0.5592417061611374,0.1334913112164297,0.0947867298578199,0.0,0.5608214849921012,0.8736176935229067,0.8617693522906793,0.3965244865718799,0.7385466034755134,0.4312796208530806,0.876777251184834,0.7630331753554502,0.7464454976303316,0.80173775671406,0.7930489731437599,,0.7693522906793049,0.8617693522906793,0.7180094786729859,,0.8428120063191153,0.7519747235387045,0.8783570300157977,0.839652448657188,0.8783570300157977,0.8404423380726699
18_Ionosphere,0.8888888888888888,0.8428184281842819,0.907859078590786,0.8834688346883469,,0.7289972899728997,0.6802168021680217,0.8428184281842819,0.7018970189701897,0.8834688346883469,0.7723577235772358,0.8373983739837398,0.8807588075880759,0.8184281842818428,,,0.9159891598915988,,,0.926829268292683,0.943089430894309,0.8292682926829268,0.902439024390244,0.8536585365853658,0.943089430894309,0.9159891598915988,0.8075880758807588,0.943089430894309,0.8997289972899729,0.8997289972899729,0.902439024390244,0.9214092140921408,0.8861788617886179,0.8888888888888888,0.8888888888888888,,0.3848238482384823,0.8943089430894309,0.8915989159891599,,0.8915989159891599,0.8943089430894309,0.9214092140921408,0.8915989159891599,0.9214092140921408,
44_Wilt,0.4863813229571984,0.0194552529182879,0.0116731517509727,0.0077821011673151,,0.0155642023346303,0.0428015564202334,0.0583657587548638,0.0,0.0233463035019455,0.0077821011673151,0.1673151750972762,0.0778210116731517,0.0155642023346303,,,0.0038910505836575,,,0.159533073929961,0.0272373540856031,0.0389105058365758,0.0155642023346303,0.0,0.0272373540856031,0.2295719844357976,0.1712062256809338,0.0272373540856031,0.1167315175097276,0.0583657587548638,0.3696498054474708,0.0583657587548638,0.1011673151750972,0.2217898832684824,0.1673151750972762,,0.0038910505836575,0.1167315175097276,0.11284046692607,,0.2178988326848249,0.1206225680933852,0.3813229571984435,0.3190661478599221,0.3385214007782101,
13_fraud,0.5769230769230769,0.2435897435897435,0.3974358974358974,0.3461538461538461,,0.4230769230769231,0.3461538461538461,0.6538461538461539,0.358974358974359,0.4871794871794871,0.3076923076923077,0.5641025641025641,0.5128205128205128,0.3461538461538461,,,0.6923076923076923,,,0.6153846153846154,0.6153846153846154,0.6794871794871795,0.4102564102564102,0.3333333333333333,0.6282051282051282,0.5128205128205128,0.3076923076923077,0.6282051282051282,0.7307692307692306,0.6923076923076923,0.5512820512820513,0.6923076923076923,0.7435897435897437,0.7307692307692306,0.358974358974359,,0.0384615384615384,0.7564102564102565,0.5641025641025641,,0.5384615384615384,0.7435897435897437,0.4743589743589743,0.7307692307692306,0.5897435897435898,
21_Lymphography,1.0,0.7727272727272727,1.0,0.8863636363636365,,0.8636363636363636,0.7727272727272727,0.7272727272727273,0.8636363636363636,0.8863636363636365,0.2727272727272727,0.7272727272727273,0.8409090909090909,0.8863636363636365,,,0.8863636363636365,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7727272727272727,1.0,1.0,1.0,1.0,1.0,1.0,0.0681818181818181,0.7727272727272727,,0.8863636363636365,1.0,0.75,,0.6590909090909091,0.6363636363636364,1.0,0.6363636363636364,1.0,
1_ALOI,0.0450928381962864,0.0437665782493368,0.0729442970822281,0.0663129973474801,,0.0457559681697612,0.0444297082228116,0.0895225464190981,0.0742705570291777,0.0590185676392572,0.0603448275862069,0.0815649867374005,0.0324933687002652,0.0762599469496021,,,0.0510610079575596,,,0.0384615384615384,0.04973474801061,0.0590185676392572,0.0689655172413793,0.0238726790450928,0.0503978779840848,0.0477453580901856,0.0424403183023872,0.0490716180371352,0.0623342175066313,0.0470822281167108,0.0590185676392572,0.0470822281167108,0.0503978779840848,0.0477453580901856,0.046419098143236,,0.0881962864721485,0.0576923076923076,0.0411140583554376,,0.0404509283819628,0.0457559681697612,0.039787798408488,0.0424403183023872,0.0470822281167108,
11_donors,0.9745370370370372,0.4064153439153439,0.4027777777777778,0.4861111111111111,,0.412037037037037,0.4451058201058201,0.3647486772486772,0.2384259259259259,0.953042328042328,0.0013227513227513,0.7519841269841271,0.460978835978836,0.3845899470899471,,,0.0026455026455026,,,0.9232804232804231,0.935515873015873,0.3257275132275132,0.542989417989418,0.9014550264550264,0.9328703703703703,0.9738756613756614,0.8713624338624338,0.9322089947089948,0.9513888888888888,0.9292328042328042,0.9662698412698412,0.9246031746031746,0.929563492063492,0.7503306878306878,0.7701719576719577,,0.3333333333333333,0.939484126984127,0.8773148148148148,,0.876984126984127,0.8991402116402116,0.9613095238095238,0.9014550264550264,0.9639550264550264,
20_letter,0.02,0.03,0.01,0.01,,0.04,0.09,0.08,0.06,0.01,0.02,0.1,0.03,0.01,,,0.05,,,0.04,0.04,0.02,0.02,0.0,0.04,0.05,0.28,0.04,0.0,0.04,0.01,0.04,0.01,0.04,0.04,,0.11,0.01,0.04,,0.04,0.04,0.07,0.04,0.06,
15_Hepatitis,0.8117647058823529,0.5588235294117647,0.6352941176470588,0.7529411764705881,,0.5411764705882353,0.3588235294117647,0.5823529411764706,0.5941176470588235,0.8588235294117647,0.611764705882353,0.5823529411764706,0.6823529411764706,0.611764705882353,,,0.9352941176470588,,,0.6176470588235294,0.5823529411764706,0.5647058823529412,0.5470588235294118,0.6058823529411764,0.5823529411764706,0.8294117647058825,0.1588235294117647,0.5823529411764706,0.976470588235294,0.8529411764705882,1.0,0.7588235294117647,0.9411764705882352,0.9117647058823528,0.9117647058823528,,0.376470588235294,0.9176470588235294,0.9411764705882352,,0.9411764705882352,0.9411764705882352,1.0,0.9411764705882352,1.0,
5_campaign,0.4073275862068966,0.4336206896551724,0.4959051724137931,0.4948275862068965,,0.4926724137931034,0.4838362068965517,0.4435344827586206,0.4790948275862069,0.5036637931034482,0.3275862068965517,0.4224137931034483,0.4556034482758621,0.4883620689655172,,,0.4370689655172414,,,0.4551724137931034,0.4547413793103448,0.4396551724137931,0.4825431034482759,0.0,0.4545258620689655,0.4204741379310345,0.4297413793103448,0.4519396551724138,0.4650862068965517,0.4239224137931034,0.3709051724137931,0.4702586206896552,0.4545258620689655,0.509051724137931,0.4853448275862069,,0.4418103448275862,0.4814655172413793,0.4905172413793103,,0.5060344827586207,0.5064655172413793,0.5125,0.5079741379310345,0.5084051724137931,
33_skin,0.898905283198477,0.7783912422655878,0.7992384578772014,0.8126606377915279,,0.2064731080437886,0.2253212755830556,0.6104712041884817,0.584007615421228,0.9677296525464064,0.4113279390766301,0.733174678724417,0.7658257972394098,0.3843883864826273,,,0.3864826273203237,,,0.8772013326987149,0.9161351737267968,0.8216087577344122,0.8213231794383626,0.7692527367920038,0.9159447881960971,0.9008091385054736,0.7603998096144693,0.9178486435030938,0.9315564017134698,0.9332698714897668,0.9203236554021894,0.9261304140885293,0.934316991908615,0.8378867206092337,0.8442646358876725,,0.3121370775821037,0.9187053783912422,0.8250356972870062,,0.8204664445502142,0.8147548786292241,0.0032365540218943,0.8093288910042836,0.7069966682532127,
