,diffusion,IForest,OCSVM,CBLOF,COF,COPOD,ECOD,FeatureBagging,HBOS,KNN,LODA,LOF,MCD,PCA,SOD,SOGAAL,DeepSVDD,AutoEncoder,VAE,diffusion_t_uniform,diffusion_no_mean,diffusion_slow,diffusion_4,diffusion_bins,diffusion_l2,diffusion_l20,diffusion_l2m,diffusion_l24,diffusion_l2_64,diffusion_l2_64_200,diffusion_l2_quantile,diffusion_400_128,diffusion_420_512,diffusion_bins_mean,diffusion_bins_mean_420,diffusion_bins_mean_420_margin,diffusion_bins_mean_420_t0,diffusion_420_huber,diffusion_420_bins_10,MOGAAL,diffusion_420_bins_10_0.01,diffusion_420_bins_5,ICL,diffusion_420_bins_7,ICL_bagging,diffusion_420_bins_7_bagging
28_pendigits,0.0641025641025641,0.6474358974358975,0.532051282051282,0.4935897435897436,,0.3525641025641026,0.4358974358974359,0.8333333333333334,0.4102564102564102,0.903846153846154,0.4807692307692308,0.7628205128205128,0.141025641025641,0.4423076923076923,,,0.141025641025641,,,0.0384615384615384,0.5128205128205128,0.3461538461538461,0.4551282051282051,0.3012820512820512,0.5128205128205128,0.6474358974358975,0.3333333333333333,0.5128205128205128,0.8846153846153846,0.6474358974358975,0.7692307692307693,0.6282051282051282,0.8397435897435898,0.6217948717948718,0.5769230769230769,,0.1153846153846153,0.8461538461538461,0.6282051282051282,,0.6282051282051282,0.6602564102564102,0.5705128205128205,0.5769230769230769,0.7948717948717948,
7_Cardiotocography,0.3733905579399141,0.5386266094420601,0.5793991416309013,0.5300429184549357,,0.482832618025751,0.628755364806867,0.4806866952789699,0.4141630901287553,0.463519313304721,0.5042918454935622,0.482832618025751,0.3605150214592274,0.6158798283261803,,,0.4613733905579399,,,0.4656652360515021,0.5257510729613734,0.6030042918454935,0.5879828326180258,0.5171673819742489,0.5257510729613734,0.4334763948497854,0.4914163090128755,0.5257510729613734,0.4399141630901287,0.4463519313304721,0.3841201716738197,0.4721030042918455,0.4420600858369098,0.3648068669527897,0.4184549356223176,,0.223175965665236,0.4227467811158798,0.3948497854077253,,0.4055793991416309,0.4270386266094421,0.4270386266094421,0.4012875536480687,0.334763948497854,
14_glass,0.4047619047619047,0.1904761904761904,0.1904761904761904,0.3095238095238095,,0.1904761904761904,0.1904761904761904,0.2619047619047619,0.3333333333333333,0.3809523809523809,0.1904761904761904,0.2619047619047619,0.1904761904761904,0.1904761904761904,,,0.6666666666666666,,,0.2142857142857142,0.2619047619047619,0.1904761904761904,0.1904761904761904,0.1904761904761904,0.2619047619047619,0.2619047619047619,0.1904761904761904,0.2619047619047619,0.4047619047619047,0.4047619047619047,0.4047619047619047,0.4047619047619047,0.4047619047619047,0.2619047619047619,0.3095238095238095,,0.4047619047619047,0.4047619047619047,0.3571428571428571,,0.2619047619047619,0.2619047619047619,0.9047619047619048,0.3095238095238095,0.9047619047619048,
39_vertebral,0.3414634146341463,0.1544715447154471,0.2276422764227642,0.2764227642276423,,0.0,0.1382113821138211,0.2357723577235772,0.040650406504065,0.3008130081300813,0.016260162601626,0.3008130081300813,0.2032520325203252,0.1544715447154471,,,0.1788617886178861,,,0.2682926829268293,0.2276422764227642,0.1544715447154471,0.1544715447154471,0.0,0.2276422764227642,0.2682926829268293,0.1544715447154471,0.2276422764227642,0.1382113821138211,0.3089430894308943,0.3658536585365853,0.3089430894308943,0.3089430894308943,0.4471544715447154,0.4552845528455284,,0.032520325203252,0.2357723577235772,0.4715447154471545,,0.4471544715447154,0.4227642276422765,0.6178861788617886,0.4715447154471545,0.7560975609756099,
SVHN_7,,0.227891156462585,0.238095238095238,0.2414965986394557,,0.0,0.0,0.2244897959183673,0.2108843537414966,0.238095238095238,0.1768707482993197,0.2210884353741496,0.1428571428571428,0.238095238095238,,,0.1564625850340136,,,,,,,,0.227891156462585,,,,0.2210884353741496,0.2346938775510204,0.2176870748299319,0.227891156462585,0.2244897959183673,0.2142857142857142,0.2176870748299319,,0.173469387755102,0.2108843537414966,0.2210884353741496,,0.2176870748299319,0.2210884353741496,0.2210884353741496,0.227891156462585,0.2210884353741496,
MVTec-AD_tile,,0.7092511013215859,0.6872246696035242,0.6872246696035242,,0.6563876651982379,0.6563876651982379,0.7224669603524229,0.7224669603524229,0.7180616740088106,0.6740088105726872,0.7224669603524229,0.7533039647577092,0.6960352422907489,,,0.8458149779735682,,,,,,,,0.7312775330396476,,,,0.801762114537445,0.801762114537445,0.8105726872246696,0.7841409691629956,0.7885462555066078,0.8237885462555066,0.8061674008810573,,0.6475770925110133,0.7797356828193832,0.801762114537445,,0.8061674008810573,0.8149779735682819,0.8810572687224669,0.7885462555066078,0.8810572687224669,
MVTec-AD_transistor,,0.5043478260869565,0.417391304347826,0.391304347826087,,0.0,0.0,0.3478260869565217,0.408695652173913,0.4000000000000001,0.4695652173913043,0.3478260869565217,0.5130434782608696,0.417391304347826,,,0.6434782608695652,,,,,,,,0.3478260869565217,,,,0.6347826086956522,0.5652173913043478,0.6869565217391305,0.5391304347826087,0.6521739130434783,0.6347826086956522,0.6521739130434783,,0.408695652173913,0.6695652173913044,0.6869565217391305,,0.6695652173913044,0.6782608695652174,0.7217391304347827,0.6782608695652174,0.7217391304347827,
CIFAR10_9,,0.2319391634980988,0.2737642585551331,0.2737642585551331,,0.0,0.0,0.3269961977186312,0.1977186311787072,0.2775665399239543,0.2243346007604562,0.3155893536121673,0.1749049429657794,0.2661596958174905,,,0.1749049429657794,,,,,,,,0.3231939163498099,,,,0.3193916349809886,0.3155893536121673,0.3193916349809886,0.3193916349809886,0.3041825095057034,0.2813688212927757,0.2775665399239543,,0.1787072243346007,0.3269961977186312,0.2965779467680608,,0.2965779467680608,0.3041825095057034,0.2205323193916349,0.2927756653992395,0.2205323193916349,
FashionMNIST_3,,0.419047619047619,0.5428571428571428,0.5396825396825397,,0.0,0.0,0.6,0.2825396825396825,0.5492063492063493,0.3523809523809524,0.6095238095238096,0.3333333333333333,0.5396825396825397,,,0.4349206349206349,,,,,,,,0.5968253968253968,,,,0.5904761904761905,0.6031746031746031,0.5777777777777777,0.5841269841269842,0.5936507936507937,0.5111111111111111,0.5238095238095238,,0.3873015873015873,0.5968253968253968,0.5650793650793651,,0.5492063492063493,0.580952380952381,0.5904761904761905,0.5587301587301587,0.5904761904761905,
CIFAR10_2,,0.1444866920152091,0.1634980988593156,0.1711026615969581,,0.1292775665399239,0.1292775665399239,0.1901140684410646,0.1064638783269961,0.1673003802281368,0.1634980988593156,0.1977186311787072,0.1406844106463878,0.1634980988593156,,,0.1140684410646387,,,,,,,,0.1749049429657794,,,,0.1901140684410646,0.182509505703422,0.1787072243346007,0.1749049429657794,0.1596958174904943,0.1596958174904943,0.1749049429657794,,0.1292775665399239,0.182509505703422,0.1711026615969581,,0.182509505703422,0.1863117870722433,0.1673003802281368,0.1711026615969581,0.1673003802281368,
MVTec-AD_leather,,0.9536679536679536,0.945945945945946,0.9498069498069498,,0.7876447876447877,0.7876447876447877,0.945945945945946,0.9227799227799228,0.945945945945946,0.9343629343629344,0.942084942084942,0.942084942084942,0.9498069498069498,,,0.942084942084942,,,,,,,,0.972972972972973,,,,0.972972972972973,0.9613899613899614,0.972972972972973,0.972972972972973,0.972972972972973,0.9536679536679536,0.9613899613899614,,0.7644787644787645,0.972972972972973,0.9691119691119692,,0.9613899613899614,0.9613899613899614,0.972972972972973,0.9613899613899614,0.972972972972973,
SVHN_0,,0.1538461538461538,0.15,0.1653846153846153,,0.0,0.0,0.1769230769230769,0.1038461538461538,0.1615384615384615,0.1461538461538461,0.173076923076923,0.1346153846153846,0.1423076923076923,,,0.15,,,,,,,,0.1884615384615384,,,,0.173076923076923,0.1923076923076923,0.1961538461538461,0.1769230769230769,0.1846153846153846,0.1692307692307692,0.1653846153846153,,0.2153846153846153,0.1923076923076923,0.173076923076923,,0.173076923076923,0.1884615384615384,0.1961538461538461,0.173076923076923,0.1961538461538461,
SVHN_1,,0.174,0.186,0.178,,0.0,0.0,0.152,0.18,0.182,0.158,0.142,0.18,0.186,,,0.16,,,,,,,,0.194,,,,0.196,0.208,0.184,0.19,0.194,0.17,0.174,,0.102,0.202,0.182,,0.174,0.188,0.17,0.186,0.17,
FashionMNIST_4,,0.2952380952380952,0.473015873015873,0.4698412698412698,,0.0,0.0,0.5650793650793651,0.1174603174603174,0.5047619047619047,0.4222222222222222,0.5650793650793651,0.4063492063492063,0.4698412698412698,,,0.3746031746031746,,,,,,,,0.5365079365079365,,,,0.5396825396825397,0.5428571428571428,0.5523809523809524,0.5428571428571428,0.5333333333333333,0.5301587301587302,0.5206349206349207,,0.2476190476190476,0.5396825396825397,0.5142857142857142,,0.5174603174603175,0.5428571428571428,0.5873015873015873,0.526984126984127,0.5873015873015873,
MNIST-C_impulse_noise,,0.93,0.978,0.972,,0.0,0.0,0.974,0.542,0.974,0.976,0.972,0.682,0.972,,,0.95,,,,,,,,0.98,,,,0.98,0.98,0.98,0.98,0.982,0.942,0.954,,0.962,0.978,0.966,,0.906,0.884,0.98,0.88,0.98,
MNIST-C_translate,,0.144,0.192,0.196,,0.0,0.0,0.32,0.092,0.234,0.164,0.326,0.12,0.186,,,0.2,,,,,,,,0.346,,,,0.372,0.326,0.416,0.336,0.356,0.28,0.284,,0.228,0.38,0.304,,0.3,0.326,0.326,0.312,0.326,
FashionMNIST_8,,0.2158730158730158,0.2603174603174603,0.273015873015873,,0.0,0.0,0.4063492063492063,0.1746031746031746,0.3047619047619048,0.2158730158730158,0.4063492063492063,0.1841269841269841,0.2412698412698412,,,0.2285714285714285,,,,,,,,0.3555555555555555,,,,0.3555555555555555,0.4063492063492063,0.4031746031746031,0.3777777777777777,0.3777777777777777,0.326984126984127,0.2984126984126984,,0.3619047619047619,0.3682539682539682,0.326984126984127,,0.2984126984126984,0.3174603174603174,0.3492063492063492,0.3555555555555555,0.3492063492063492,
SVHN_8,,0.1358490566037735,0.1660377358490566,0.1811320754716981,,0.0,0.0,0.2,0.0830188679245283,0.1735849056603773,0.1320754716981132,0.2037735849056604,0.1283018867924528,0.1622641509433962,,,0.1622641509433962,,,,,,,,0.2188679245283019,,,,0.2113207547169811,0.2264150943396226,0.2226415094339622,0.2113207547169811,0.2150943396226415,0.2075471698113207,0.2113207547169811,,0.1660377358490566,0.2150943396226415,0.2075471698113207,,0.2113207547169811,0.2150943396226415,0.2037735849056604,0.2188679245283019,0.2037735849056604,
MVTec-AD_zipper,,0.6819672131147541,0.7245901639344262,0.7868852459016392,,0.9344262295081968,0.9344262295081968,0.7737704918032787,0.6885245901639344,0.760655737704918,0.6557377049180327,0.7770491803278688,0.8557377049180328,0.7016393442622951,,,0.8360655737704918,,,,,,,,0.7868852459016392,,,,0.8590163934426228,0.8295081967213115,0.8360655737704918,0.8590163934426228,0.8688524590163934,0.8786885245901639,0.8557377049180328,,0.5901639344262295,0.8229508196721311,0.8655737704918033,,0.8721311475409836,0.8885245901639345,0.8852459016393442,0.8852459016393442,0.8852459016393442,
MVTec-AD_bottle,,0.916279069767442,0.9069767441860463,0.9069767441860463,,0.5953488372093023,0.5953488372093023,0.9209302325581395,0.9069767441860463,0.9069767441860463,0.916279069767442,0.9209302325581395,0.9302325581395348,0.9069767441860463,,,0.944186046511628,,,,,,,,0.9302325581395348,,,,0.9302325581395348,0.9395348837209302,0.9395348837209302,0.9348837209302324,0.9302325581395348,0.916279069767442,0.9116279069767442,,0.213953488372093,0.9302325581395348,0.9209302325581395,,0.9302325581395348,0.9209302325581395,0.9395348837209302,0.9302325581395348,0.9395348837209302,
FashionMNIST_0,,0.3904761904761905,0.4952380952380952,0.4984126984126984,,0.0,0.0,0.5777777777777777,0.2761904761904762,0.5396825396825397,0.2793650793650793,0.580952380952381,0.2222222222222222,0.4857142857142857,,,0.3936507936507936,,,,,,,,0.5841269841269842,,,,0.5619047619047619,0.5746031746031746,0.5650793650793651,0.5841269841269842,0.6,0.4857142857142857,0.492063492063492,,0.2761904761904762,0.5555555555555556,0.492063492063492,,0.5015873015873016,0.5015873015873016,0.5555555555555556,0.5333333333333333,0.5555555555555556,
CIFAR10_6,,0.1749049429657794,0.2281368821292775,0.2547528517110266,,0.1711026615969581,0.1749049429657794,0.2851711026615969,0.1482889733840304,0.2433460076045627,0.2433460076045627,0.2775665399239543,0.1787072243346007,0.2319391634980988,,,0.1711026615969581,,,,,,,,0.2965779467680608,,,,0.2775665399239543,0.2889733840304182,0.3003802281368821,0.2965779467680608,0.2737642585551331,0.2699619771863117,0.2281368821292775,,0.155893536121673,0.2813688212927757,0.2357414448669201,,0.2585551330798479,0.2433460076045627,0.1939163498098859,0.2623574144486692,0.1939163498098859,
MNIST-C_stripe,,0.868,0.93,0.93,,0.0,0.0,0.954,0.662,0.942,0.918,0.952,0.772,0.926,,,0.802,,,,,,,,0.948,,,,0.95,0.952,0.944,0.946,0.948,0.92,0.922,,0.906,0.95,0.908,,0.904,0.892,0.96,0.924,0.96,
MNIST-C_spatter,,0.416,0.47,0.476,,0.0,0.0,0.62,0.292,0.528,0.298,0.62,0.338,0.462,,,0.404,,,,,,,,0.63,,,,0.624,0.592,0.602,0.604,0.598,0.484,0.47,,0.49,0.628,0.55,,0.506,0.56,0.562,0.558,0.562,
FashionMNIST_1,,0.6158730158730159,0.7301587301587301,0.7555555555555555,,0.0,0.0,0.7873015873015873,0.4063492063492063,0.7587301587301587,0.7142857142857143,0.7714285714285715,0.3333333333333333,0.7301587301587301,,,0.653968253968254,,,,,,,,0.7841269841269841,,,,0.780952380952381,0.7746031746031746,0.7746031746031746,0.7841269841269841,0.7777777777777778,0.7111111111111111,0.7174603174603176,,0.4698412698412698,0.7841269841269841,0.7333333333333333,,0.726984126984127,0.7333333333333333,0.7619047619047619,0.7238095238095238,0.7619047619047619,
MNIST-C_fog,,0.404,0.562,0.572,,0.0,0.0,0.722,0.152,0.61,0.626,0.722,0.352,0.546,,,0.448,,,,,,,,0.732,,,,0.754,0.698,0.744,0.714,0.734,0.612,0.596,,0.57,0.738,0.674,,0.614,0.644,0.7100000000000001,0.612,0.7100000000000001,
MNIST-C_glass_blur,,0.564,0.698,0.702,,0.0,0.0,0.796,0.388,0.736,0.558,0.782,0.226,0.686,,,0.516,,,,,,,,0.826,,,,0.81,0.8119999999999999,0.824,0.822,0.798,0.732,0.7419999999999999,,0.724,0.798,0.75,,0.736,0.76,0.7699999999999999,0.752,0.7699999999999999,
CIFAR10_3,,0.1140684410646387,0.1673003802281368,0.1673003802281368,,0.1026615969581749,0.11787072243346,0.182509505703422,0.0836501901140684,0.1596958174904943,0.1330798479087452,0.1901140684410646,0.1026615969581749,0.1634980988593156,,,0.0874524714828897,,,,,,,,0.1787072243346007,,,,0.1634980988593156,0.1711026615969581,0.155893536121673,0.1596958174904943,0.1673003802281368,0.1406844106463878,0.1596958174904943,,0.1634980988593156,0.1787072243346007,0.155893536121673,,0.1406844106463878,0.155893536121673,0.1254752851711026,0.1596958174904943,0.1254752851711026,
MVTec-AD_pill,,0.6210191082802548,0.6242038216560509,0.6401273885350318,,0.9554140127388536,0.9554140127388536,0.6528662420382165,0.6496815286624203,0.6719745222929936,0.6496815286624203,0.6496815286624203,0.7006369426751592,0.643312101910828,,,0.7070063694267515,,,,,,,,0.6369426751592356,,,,0.7070063694267515,0.697452229299363,0.6719745222929936,0.7229299363057324,0.6687898089171974,0.7388535031847133,0.7165605095541401,,0.5286624203821656,0.6751592356687898,0.6592356687898089,,0.7643312101910829,0.7324840764331211,0.8057324840764332,0.7388535031847133,0.8057324840764332,
FashionMNIST_7,,0.8126984126984127,0.8253968253968254,0.8253968253968254,,0.0,0.0,0.8285714285714286,0.7333333333333333,0.8253968253968254,0.8222222222222222,0.8253968253968254,0.4952380952380952,0.8253968253968254,,,0.8126984126984127,,,,,,,,0.834920634920635,,,,0.834920634920635,0.8285714285714286,0.8317460317460317,0.8317460317460317,0.8317460317460317,0.7206349206349207,0.815873015873016,,0.6666666666666666,0.8412698412698413,0.815873015873016,,0.819047619047619,0.7873015873015873,0.8253968253968254,0.819047619047619,0.8253968253968254,
MVTec-AD_screw,,0.5125,0.5083333333333333,0.5666666666666667,,0.7125,0.7125,0.5458333333333333,0.475,0.5041666666666667,0.4041666666666667,0.5625,0.6,0.4875,,,0.6208333333333333,,,,,,,,0.55,,,,0.6125,0.5583333333333333,0.6541666666666667,0.5333333333333333,0.5416666666666666,0.6208333333333333,0.625,,0.3375,0.6416666666666667,0.6916666666666667,,0.6791666666666667,0.6625,0.7708333333333333,0.6666666666666666,0.7708333333333333,
CIFAR10_5,,0.0798479087452471,0.1482889733840304,0.1444866920152091,,0.0570342205323193,0.0684410646387832,0.1939163498098859,0.0456273764258555,0.1330798479087452,0.1368821292775665,0.1977186311787072,0.1292775665399239,0.1406844106463878,,,0.1140684410646387,,,,,,,,0.1901140684410646,,,,0.1634980988593156,0.1673003802281368,0.2015209125475285,0.1596958174904943,0.1634980988593156,0.1634980988593156,0.1901140684410646,,0.11787072243346,0.182509505703422,0.1901140684410646,,0.1749049429657794,0.1596958174904943,0.1444866920152091,0.1787072243346007,0.1444866920152091,
SVHN_6,,0.1694352159468438,0.1760797342192691,0.1794019933554817,,0.0,0.0,0.1860465116279069,0.0897009966777408,0.1794019933554817,0.132890365448505,0.1860465116279069,0.1262458471760797,0.1727574750830564,,,0.1627906976744186,,,,,,,,0.1926910299003322,,,,0.1960132890365448,0.1993355481727574,0.1860465116279069,0.1926910299003322,0.1893687707641196,0.1727574750830564,0.1760797342192691,,0.1129568106312292,0.1960132890365448,0.1827242524916943,,0.1827242524916943,0.1860465116279069,0.1760797342192691,0.1727574750830564,0.1760797342192691,
SVHN_2,,0.208,0.218,0.222,,0.0,0.0,0.23,0.168,0.222,0.164,0.226,0.204,0.226,,,0.184,,,,,,,,0.236,,,,0.238,0.23,0.238,0.24,0.24,0.226,0.23,,0.198,0.222,0.228,,0.236,0.23,0.214,0.222,0.214,
MNIST-C_motion_blur,,0.356,0.51,0.52,,0.0,0.0,0.64,0.258,0.57,0.392,0.65,0.278,0.504,,,0.448,,,,,,,,0.672,,,,0.666,0.628,0.688,0.662,0.678,0.58,0.584,,0.546,0.672,0.568,,0.576,0.586,0.7100000000000001,0.584,0.7100000000000001,
CIFAR10_0,,0.247148288973384,0.2889733840304182,0.2851711026615969,,0.247148288973384,0.2547528517110266,0.311787072243346,0.2433460076045627,0.2927756653992395,0.2015209125475285,0.3041825095057034,0.2509505703422053,0.2927756653992395,,,0.1901140684410646,,,,,,,,0.2851711026615969,,,,0.2775665399239543,0.2889733840304182,0.2813688212927757,0.3003802281368821,0.2889733840304182,0.2737642585551331,0.2509505703422053,,0.1406844106463878,0.2851711026615969,0.2775665399239543,,0.2699619771863117,0.2775665399239543,0.2509505703422053,0.2433460076045627,0.2509505703422053,
CIFAR10_8,,0.1596958174904943,0.2167300380228136,0.2509505703422053,,0.0,0.0,0.2813688212927757,0.1406844106463878,0.2281368821292775,0.1634980988593156,0.2889733840304182,0.1254752851711026,0.2091254752851711,,,0.1863117870722433,,,,,,,,0.2433460076045627,,,,0.2357414448669201,0.2623574144486692,0.3155893536121673,0.2433460076045627,0.2395437262357414,0.2205323193916349,0.2053231939163498,,0.1482889733840304,0.2509505703422053,0.2053231939163498,,0.2129277566539923,0.2129277566539923,0.2205323193916349,0.2167300380228136,0.2205323193916349,
FashionMNIST_6,,0.1333333333333333,0.3206349206349206,0.3492063492063492,,0.0,0.0,0.4603174603174603,0.0603174603174603,0.3841269841269841,0.2444444444444444,0.4666666666666667,0.2063492063492063,0.2920634920634921,,,0.2095238095238095,,,,,,,,0.4825396825396825,,,,0.4571428571428571,0.4698412698412698,0.4793650793650794,0.4666666666666667,0.4571428571428571,0.3365079365079365,0.419047619047619,,0.4412698412698412,0.4761904761904761,0.4412698412698412,,0.4317460317460317,0.4984126984126984,0.4825396825396825,0.4571428571428571,0.4825396825396825,
MVTec-AD_toothbrush,,0.7675276752767528,0.7638376383763837,0.7859778597785979,,0.8302583025830258,0.8302583025830258,0.8671586715867159,0.7675276752767528,0.8856088560885609,0.6678966789667896,0.8671586715867159,0.8892988929889298,0.6900369003690037,,,0.948339483394834,,,,,,,,0.5904059040590406,,,,0.8966789667896679,0.8265682656826568,0.8856088560885609,0.7453874538745388,0.911439114391144,0.7859778597785979,0.955719557195572,,0.4391143911439114,0.8856088560885609,0.8339483394833949,,0.8892988929889298,0.8856088560885609,1.0,0.8856088560885609,1.0,
MVTec-AD_metal_nut,,0.5915492957746479,0.6056338028169014,0.6373239436619719,,0.8732394366197183,0.8732394366197183,0.6161971830985915,0.5528169014084507,0.6267605633802817,0.573943661971831,0.6197183098591549,0.6830985915492958,0.5880281690140845,,,0.7077464788732394,,,,,,,,0.5492957746478874,,,,0.676056338028169,0.6549295774647887,0.7288732394366196,0.6443661971830986,0.7077464788732394,0.7323943661971831,0.7112676056338029,,0.3802816901408451,0.7077464788732394,0.7746478873239436,,0.7711267605633803,0.75,0.8028169014084506,0.7429577464788732,0.8028169014084506,
MNIST-C_canny_edges,,0.214,0.254,0.262,,0.0,0.0,0.53,0.172,0.316,0.2099999999999999,0.518,0.106,0.234,,,0.31,,,,,,,,0.444,,,,0.46,0.46,0.478,0.478,0.468,0.312,0.342,,0.4199999999999999,0.478,0.358,,0.334,0.426,0.454,0.356,0.454,
MNIST-C_brightness,,0.18,0.242,0.24,,0.0,0.0,0.38,0.108,0.298,0.28,0.386,0.156,0.228,,,0.222,,,,,,,,0.404,,,,0.46,0.366,0.45,0.4199999999999999,0.4379999999999999,0.354,0.32,,0.396,0.484,0.41,,0.392,0.376,0.472,0.384,0.472,
MVTec-AD_cable,,0.5577689243027888,0.5697211155378487,0.5976095617529881,,0.7569721115537849,0.7569721115537849,0.5896414342629482,0.5737051792828686,0.5657370517928287,0.5219123505976095,0.5816733067729084,0.6414342629482072,0.5617529880478087,,,0.6972111553784861,,,,,,,,0.5258964143426295,,,,0.6972111553784861,0.6733067729083665,0.7250996015936254,0.7091633466135459,0.6852589641434262,0.7888446215139441,0.745019920318725,,0.49800796812749,0.749003984063745,0.7569721115537849,,0.7609561752988048,0.745019920318725,0.7649402390438247,0.8047808764940239,0.7649402390438247,
MNIST-C_dotted_line,,0.286,0.378,0.388,,0.0,0.0,0.516,0.164,0.436,0.304,0.512,0.178,0.354,,,0.218,,,,,,,,0.486,,,,0.574,0.516,0.586,0.492,0.518,0.388,0.446,,0.4059999999999999,0.496,0.46,,0.4379999999999999,0.46,0.468,0.468,0.468,
FashionMNIST_9,,0.6634920634920635,0.7396825396825397,0.7428571428571429,,0.0,0.0,0.7777777777777778,0.6476190476190476,0.746031746031746,0.6984126984126984,0.7619047619047619,0.526984126984127,0.7365079365079364,,,0.6730158730158731,,,,,,,,0.7746031746031746,,,,0.7746031746031746,0.7746031746031746,0.7714285714285715,0.7746031746031746,0.7777777777777778,0.5904761904761905,0.7396825396825397,,0.4857142857142857,0.7746031746031746,0.6253968253968254,,0.7238095238095238,0.7301587301587301,0.7777777777777778,0.7396825396825397,0.7777777777777778,
MVTec-AD_hazelnut,,0.5289855072463768,0.5289855072463768,0.5072463768115942,,0.0,0.0,0.5289855072463768,0.5434782608695652,0.5072463768115942,0.5507246376811594,0.5507246376811594,0.5434782608695652,0.5289855072463768,,,0.6159420289855072,,,,,,,,0.5,,,,0.6304347826086957,0.6376811594202898,0.6231884057971014,0.572463768115942,0.6159420289855072,0.5869565217391305,0.6086956521739131,,0.3188405797101449,0.6739130434782609,0.5869565217391305,,0.6159420289855072,0.6304347826086957,0.6376811594202898,0.6231884057971014,0.6376811594202898,
MVTec-AD_capsule,,0.5876623376623377,0.5746753246753247,0.6233766233766234,,0.9415584415584416,0.9415584415584416,0.6493506493506493,0.5746753246753247,0.6266233766233766,0.551948051948052,0.6428571428571429,0.698051948051948,0.577922077922078,,,0.7175324675324676,,,,,,,,0.6428571428571429,,,,0.6558441558441559,0.6461038961038961,0.6103896103896104,0.6623376623376623,0.6493506493506493,0.6331168831168831,0.7532467532467532,,0.4480519480519481,0.6038961038961039,0.6785714285714286,,0.7629870129870129,0.6525974025974026,0.8246753246753247,0.7402597402597403,0.8246753246753247,
MNIST-C_identity,,0.084,0.086,0.092,,0.0,0.0,0.084,0.084,0.086,0.092,0.086,0.09,0.09,,,0.086,,,,,,,,0.086,,,,0.086,0.09,0.098,0.082,0.092,0.094,0.088,,0.094,0.092,,,0.09,0.086,0.09,0.096,0.09,
SVHN_5,,0.1574585635359116,0.1988950276243093,0.1988950276243093,,0.0,0.0,0.2292817679558011,0.1049723756906077,0.2016574585635359,0.1795580110497237,0.2292817679558011,0.143646408839779,0.1961325966850828,,,0.1767955801104972,,,,,,,,0.2375690607734806,,,,0.2292817679558011,0.2375690607734806,0.2375690607734806,0.2430939226519337,0.2430939226519337,0.2209944751381215,0.2292817679558011,,0.1878453038674033,0.2348066298342541,,,0.2292817679558011,0.2403314917127071,0.2541436464088398,0.2265193370165746,0.2541436464088398,
FashionMNIST_2,,0.2793650793650793,0.4634920634920635,0.4761904761904761,,0.0,0.0,0.5365079365079365,0.0476190476190476,0.4952380952380952,0.3555555555555555,0.5523809523809524,0.3365079365079365,0.4476190476190476,,,0.2857142857142857,,,,,,,,0.5396825396825397,,,,0.5301587301587302,0.5396825396825397,0.5301587301587302,0.5365079365079365,0.5238095238095238,0.5174603174603175,0.5111111111111111,,0.2317460317460317,0.5301587301587302,,,0.5174603174603175,0.5333333333333333,0.5555555555555556,0.5238095238095238,0.5523809523809524,
MVTec-AD_grid,,0.4833333333333333,0.5,0.5111111111111111,,0.3722222222222222,0.3722222222222222,0.5111111111111111,0.3833333333333333,0.5333333333333333,0.4111111111111111,0.5111111111111111,0.5888888888888889,0.5,,,0.6277777777777778,,,,,,,,0.5388888888888889,,,,0.6,0.5833333333333334,0.65,0.5722222222222222,0.6055555555555555,0.6222222222222222,0.6333333333333333,,0.4833333333333333,0.6666666666666666,,,0.7,0.6444444444444445,0.7444444444444445,0.6777777777777778,0.7444444444444445,
MNIST-C_rotate,,0.12,0.13,0.128,,0.0,0.0,0.156,0.112,0.142,0.102,0.154,0.122,0.118,,,0.138,,,,,,,,0.158,,,,0.184,0.17,0.202,0.172,0.186,0.154,0.138,,0.126,0.18,,,0.13,0.168,0.196,0.166,0.192,
SVHN_4,,0.1913265306122448,0.1887755102040816,0.1964285714285714,,0.0,0.0,0.183673469387755,0.2091836734693877,0.1964285714285714,0.1709183673469387,0.1811224489795918,0.1505102040816326,0.1887755102040816,,,0.1479591836734693,,,,,,,,0.1862244897959183,,,,0.2040816326530612,0.1989795918367347,0.211734693877551,0.1989795918367347,0.1989795918367347,0.1964285714285714,0.2066326530612245,,0.1403061224489795,0.1938775510204081,,,0.1964285714285714,0.1862244897959183,0.173469387755102,0.201530612244898,0.1581632653061224,
CIFAR10_1,,0.1026615969581749,0.1939163498098859,0.2091254752851711,,0.0722433460076045,0.0798479087452471,0.3003802281368821,0.0494296577946768,0.1863117870722433,0.1102661596958174,0.3003802281368821,0.1596958174904943,0.1863117870722433,,,0.1368821292775665,,,,,,,,0.2623574144486692,,,,0.2395437262357414,0.2319391634980988,0.2395437262357414,0.2319391634980988,0.2585551330798479,0.2775665399239543,0.2623574144486692,,0.2243346007604562,0.2509505703422053,,,0.2243346007604562,0.2205323193916349,0.2091254752851711,0.2357414448669201,0.2015209125475285,
