,diffusion,IForest,OCSVM,CBLOF,COF,COPOD,ECOD,FeatureBagging,HBOS,KNN,LODA,LOF,MCD,PCA,SOD,SOGAAL,DeepSVDD,DAGMM,AutoEncoder,VAE,diffusion_t_uniform,diffusion_no_mean,diffusion_slow,diffusion_4,diffusion_bins,diffusion_l2,diffusion_l20,diffusion_l2m,diffusion_l24,diffusion_l2_64,diffusion_l2_64_200,diffusion_l2_quantile,diffusion_400_128,diffusion_420_512,diffusion_bins_mean,diffusion_bins_mean_420,diffusion_bins_mean_420_margin,diffusion_bins_mean_420_t0,diffusion_420_huber,diffusion_420_bins_10,MOGAAL,diffusion_420_bins_10_0.01,diffusion_420_bins_5,ICL,diffusion_420_bins_7,ICL_bagging,diffusion_420_bins_8_0.02,diffusion_420_bins_7_bagging
47_yeast,0.4959152465717925,0.4709153851563449,0.4795139152684784,0.5072735442477242,0.4522205685083097,0.4681939125650767,0.4943182971303058,0.488935190770423,0.4977564373803249,0.4825504537152117,0.4684135409943102,0.4894105770191028,0.4562399727931671,0.4678268203696571,0.4661698336119063,0.5061121839885896,0.4602790762750136,0.4803664484995146,,,0.478754723429934,0.4831834934193943,0.4368838775820086,0.4600070655677567,0.5018402131506458,0.4832604823104925,0.4920926836478546,0.4743098428772966,0.4832219142650543,0.4847074175298435,0.4891670761163343,0.4987433294734423,0.4864631956456751,0.4787321757409386,0.5445688660724456,0.5259564528969787,0.4950079922957557,0.5845313584237789,0.4745557938745245,0.4944400661772822,0.5059636108943179,0.5116291135588354,0.4865263202153417,0.4905375707944088,0.474592486680477,0.5052108804176498,0.493401931870173,0.5045973345655429
4_breastw,0.921507858482202,0.9963836373801788,0.9914156681352588,0.990560120575804,0.4045943788063568,0.9956590286077254,0.9935293517790414,0.4423114018651861,0.9947223542620082,0.9902845206412592,0.9744115065926072,0.7151861158431498,0.9871675997424534,0.9920612262396769,0.907725951143061,0.3113265897357752,0.9827032987190636,0.8661971571427443,,,0.9767255230777904,0.9757885981224614,0.99004126927546,0.9901820003232952,0.984025030058735,0.9757086354181612,0.9580667443074808,0.3160211399952005,0.9757091457399664,0.9653688658752833,0.970923147146332,0.9337062198749974,0.9698599818876826,0.9651256478486808,0.9430236368479984,0.9521182610456762,0.9411855565964138,0.3419054372475231,0.9655162895629236,0.9305452449764936,0.3114209346135984,0.9074065230468008,0.87297191769201,0.9571922934180704,0.8977579326189685,0.9763345783690164,0.8565361747323642,0.8652367910233403
22_magic.gamma,0.802392602766486,0.793654357702327,0.791572065629601,0.8024044870774746,0.6447348753381459,0.722188411448084,0.6791812128140083,0.8658564801905386,0.7715374592267883,0.8586450188709244,0.7611341068980951,0.8636261142812927,0.7721782459755766,0.7520315855141062,0.7693372023823906,0.5084835395026769,0.6898985740279284,0.6878097394176971,,,0.7428650474416659,0.8446006391714153,0.8121846985735428,0.790668395983642,0.677522254571708,0.8445227310932715,0.8705488667866061,0.7963788385489917,0.8444598457121412,0.8880724627730472,0.8615653243523638,0.8677485655720057,0.8563896139085311,0.8795464792469063,0.903040286136798,0.8962165477959223,0.874627480108479,0.6949880201608744,0.8966799015038291,0.895374411950352,0.5108815401741289,0.9060359375542848,0.8931781384040504,0.805107047592849,0.886605331490762,0.8470005162765611,0.8877865803950593,0.9012596679715058
12_fault,0.6684389456789157,0.5685545070235563,0.611212853206228,0.6136803899287189,0.5720225504353909,0.531885666005811,0.5171400144998644,0.5023645386110347,0.5389079706906275,0.619765467713196,0.5633874124073814,0.5043841658027888,0.6610816414135232,0.6035061137937449,0.6328691069746086,0.5513128649027175,0.5479427625537565,0.4917790689034606,,,0.6766988649761333,0.6733602305112665,0.6145203648181179,0.6359330951365695,0.5686502993426809,0.6733502317597622,0.6561826036957918,0.6420684363268025,0.6733424172853799,0.6554820731821704,0.6694182870491675,0.63763535057095,0.6627181093481612,0.6594280805567754,0.6072314334385086,0.6281169571637257,0.6360735612925641,0.5511777588232347,0.6426491456278738,0.612651719353798,0.5508719598719403,0.6332096189468195,0.6331834213838825,0.6217791732979647,0.6261746880594379,0.640518019495707,0.6271723327077235,0.6409062613181722
2_annthyroid,0.4366539484270092,0.56946171366411,0.6010920442931359,0.668661562924853,0.1382609068085007,0.296088944008305,0.4001766350549628,0.4869960353804158,0.3903493803417567,0.6807398342318777,0.5638165941058433,0.5353206370357855,0.596825920942178,0.5656808247682636,0.3664831111631416,0.4105362269658192,0.2176195879710435,0.2183919060512193,,,0.581344414950181,0.6603572330520626,0.5521621675992123,0.5642862067356827,0.3312841745782069,0.655772696921968,0.6396381513143843,0.2333927640135143,0.6547288224368398,0.6712999323736029,0.6069058393690958,0.6040122256920035,0.6639714728584117,0.5997521725408131,0.7550734242617575,0.7596426105111207,0.8225902511436649,0.0740209127207186,0.7082963186694002,0.8198642566445898,0.4053134601647971,0.820007878645067,0.8146895345252597,0.4790779900203681,0.8273811096607416,0.5269498493450429,0.8137577652835392,0.832567694473342
25_musk,0.9999999999999998,0.2466297592889957,1.0,1.0,0.1739866401347695,0.9612923531875012,0.981979010777789,1.0,1.0,1.0,0.978674450806696,1.0,0.6304517843519684,1.0,0.1457093975558042,0.7337588648318907,1.0,0.8021977456188933,,,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9324822061757082,0.9999999999999998,1.0,0.7272407940177961,1.0,1.0,0.924573377749092,1.0,0.924573377749092,1.0,1.0
30_satellite,0.8481171731191814,0.826587911737477,0.8090116058484533,0.7713683814196592,0.5260758117662274,0.7332987914876716,0.6957027082442933,0.8587217027832971,0.8648809643884268,0.8600967476747796,0.7941149153710864,0.8586284749789131,0.7862967795201612,0.7778822416262536,0.5344956555203284,0.7818293857153007,0.8171647404933453,0.7886621375092457,,,0.8458737925424178,0.8396194062368041,0.7895687989909334,0.7714783926346414,0.6803702103666274,0.8397909405217048,0.8399515499271735,0.7544867500029939,0.8397172148103402,0.835799998828185,0.8257420083636658,0.8103064405090973,0.8325684527883552,0.8306956569348756,0.842001811810057,0.8459120392616806,0.8407379719149997,0.4729811425845616,0.8439415085946353,0.8247611401027162,0.7817209002678474,0.8555764522025391,0.858584243740629,0.8739704439381648,0.8515394302533875,0.8758887755346461,0.8467378076553778,0.8529528363941556
35_SpamBase,0.7597345511552029,0.8698314931942517,0.8219258916305452,0.8228432924516511,0.5007103403155841,0.7357511538025906,0.7126158924809225,0.6869935224220375,0.7842230708409839,0.8332015996254555,0.8565239918868587,0.7270505812373262,0.8131268678200612,0.818375215673548,0.6725740316477147,0.5560417659730508,0.7455424292228771,0.656308949331343,,,0.7881380196297086,0.7585781123857839,0.8179286830959791,0.8145189113028756,0.6431883551421146,0.7585852291821167,0.7549645627786401,0.4104786253812055,0.758574681907383,0.8148457247839875,0.7707554513965634,0.816879242117784,0.7674993750212901,0.8033993378329498,0.8251766860878436,0.8089603978382138,0.8322218066545474,0.4103925573387387,0.8100850370254808,0.8386189418308009,0.5645015594107468,0.8320619614411215,0.8483220711469602,0.867701289573025,0.8410663349406609,0.8952604820612434,0.8014661710342729,0.8367089395296229
29_Pima,0.6869061558558223,0.7464157703949065,0.7215282649431365,0.7173394212625219,0.463879130826563,0.6658655721677524,0.6308396093451047,0.7036954352303872,0.7818604200107693,0.7657959206593636,0.4948103738589857,0.6929537676812924,0.6722587019246152,0.7152579424211223,0.5188752456243659,0.3890221896129426,0.6042613296700837,0.629395279767442,,,0.7007909904889227,0.6848554897192275,0.6766738486029842,0.7116043990715192,0.5949990191543963,0.6848228270197219,0.6855892902477283,0.5886569046495629,0.6848196760064734,0.7008760487405219,0.6890709355968951,0.6817102966962494,0.6980597275888019,0.6868781707877114,0.6916212722276892,0.6877074213004726,0.6960302757535322,0.4650049022491934,0.6986159024344518,0.6605332230703119,0.3905366829141642,0.653809709132971,0.704802325574001,0.7808573881358698,0.6846161322563701,0.8196820741990366,0.6889655847751258,0.6796561988738202
24_mnist,0.571180577819226,0.5144622819714021,0.6620157786382563,0.6621647028651347,0.324328384981029,0.1686340640809443,0.1686340640809443,0.7018792124489931,0.2220883413170798,0.7271850311633586,0.4079899100119901,0.7097347376401963,0.4885071810738375,0.6498708132676647,0.400102033649447,0.3572111883412609,0.4744879446365443,0.4220952494005108,,,0.6743288273824519,0.7009489229392865,0.6418932333515817,0.6732829627365148,0.301251930358081,0.7005663185036002,0.6235886816055568,0.5663769623917061,0.7006333041232276,0.6817423133191829,0.6898277831163121,0.5629574858383707,0.6884607992736268,0.6796585816201695,0.5180823526413579,0.5772256319118388,0.6499241191346301,0.3019543636882285,0.599494700615637,0.6238137693685806,0.3634547431049956,0.565444750135314,0.5540036826216834,0.7030440415711889,0.5779683590012802,0.7030440415711889,0.5965734871025413,0.539845431468083
10_cover,0.6502399262331429,0.0928760273291357,0.2324541533776793,0.1696087691748906,0.0208202438166997,0.1224313642449698,0.1962702685515308,0.8816846779515786,0.0504029057609059,0.611853391279472,0.1722919606587086,0.8630144343552193,0.0332211207129069,0.1711626503672898,0.0251001728270373,0.0483204283989974,0.0214325498064794,0.1955210172663277,,,0.2258250247155618,0.7501169675980046,0.0294288774657327,0.3175706449484937,0.245672587751239,0.7574180415467445,0.7993971881900203,0.2800611814000698,0.7609178798451404,0.8172905641148136,0.7742653231497795,0.8266350598387373,0.8118342481536158,0.8520804710284124,0.6605811769349276,0.837523399386133,,0.0944220555468727,0.8509731971190438,0.7186559185910553,0.0657437420901146,0.6739143379942025,0.7929226934371945,0.6244211785182947,0.5873689012952347,0.620071690142542,0.7989020589419368,0.657110685800931
