,diffusion,IForest,OCSVM,CBLOF,COF,COPOD,ECOD,FeatureBagging,HBOS,KNN,LODA,LOF,MCD,PCA,SOD,SOGAAL,DeepSVDD,AutoEncoder,VAE,diffusion_t_uniform,diffusion_no_mean,diffusion_slow,diffusion_4,diffusion_bins,diffusion_l2,diffusion_l20,diffusion_l2m,diffusion_l24,diffusion_l2_64,diffusion_l2_64_200,diffusion_l2_quantile,diffusion_400_128,diffusion_420_512,diffusion_bins_mean,diffusion_bins_mean_420,diffusion_bins_mean_420_margin,diffusion_bins_mean_420_t0,diffusion_420_huber,diffusion_420_bins_10,MOGAAL,diffusion_420_bins_10_0.01,diffusion_420_bins_5,diffusion_420_bins_7,ICL_bagging,ICL,diffusion_420_bins_8_0.02,diffusion_420_bins_7_bagging
29_Pima,0.5784883720930233,0.7122093023255816,0.6656976744186046,0.688953488372093,0.4680232558139535,0.6686046511627907,0.6133720930232558,0.6744186046511628,0.7296511627906975,0.7354651162790699,0.6947674418604651,0.6569767441860465,0.7209302325581395,0.6947674418604651,0.5261627906976745,0.3837209302325581,0.5581395348837209,,,0.6656976744186046,0.6337209302325582,0.7209302325581395,0.7034883720930233,0.9156976744186046,0.6337209302325582,0.6017441860465116,0.5581395348837209,0.6337209302325582,0.6337209302325582,0.625,0.6017441860465116,0.6366279069767442,0.6191860465116279,0.6656976744186046,0.6540697674418605,0.6075581395348837,0.5959302325581395,0.625,0.6598837209302325,0.3895348837209302,0.6075581395348837,0.5930232558139535,0.6337209302325582,0.6715116279069767,0.7122093023255816,0.6715116279069767,0.627906976744186
24_mnist,0.5228571428571429,0.5314285714285715,0.6428571428571429,0.65,0.3157142857142857,0.0,0.0,0.7071428571428572,0.2414285714285714,0.7185714285714285,0.3157142857142857,0.7142857142857143,0.4942857142857143,0.6385714285714286,0.4285714285714285,0.3957142857142857,0.3328571428571428,,,0.6171428571428571,0.68,0.6757142857142857,0.6828571428571428,0.2285714285714285,0.68,0.6028571428571429,0.51,0.68,0.6528571428571428,0.6614285714285715,0.6557142857142857,0.6785714285714286,0.6942857142857143,0.5214285714285715,0.5414285714285715,0.5414285714285715,0.2757142857142857,0.6057142857142858,0.64,0.3971428571428572,0.5985714285714285,0.5828571428571429,0.63,0.5428571428571428,0.6371428571428571,0.6171428571428571,0.5685714285714286
10_cover,0.5725971370143149,0.1104294478527607,0.2413087934560327,0.1288343558282208,0.0368098159509202,0.1881390593047034,0.2310838445807771,0.7791411042944786,0.1165644171779141,0.6503067484662577,0.1595092024539877,0.8077709611451943,0.0408997955010225,0.1758691206543967,0.049079754601227,0.0,0.0122699386503067,,,0.1881390593047034,0.6871165644171779,0.0511247443762781,0.4028629856850715,0.3721881390593046,0.6809815950920245,0.7402862985685071,0.3353783231083844,0.6850715746421268,0.6503067484662577,0.656441717791411,0.7177914110429446,0.6687116564417178,0.6728016359918201,0.6359918200408998,0.656441717791411,,0.0,0.7811860940695295,0.6094069529652352,0.0,0.7443762781186093,0.7157464212678937,0.5644171779141104,0.1492842535787321,0.3558282208588957,0.7505112474437626,0.6912065439672802
34_smtp,0.0,0.0,0.6923076923076923,0.6923076923076923,,0.0,0.6923076923076923,0.0,0.0,0.6923076923076923,0.0769230769230769,0.6923076923076923,0.0,0.6923076923076923,,,0.6153846153846154,,,0.0,0.0769230769230769,0.6923076923076923,0.6923076923076923,0.3076923076923077,0.0769230769230769,0.0769230769230769,0.1538461538461538,0.0769230769230769,0.1538461538461538,0.0769230769230769,0.0,0.0769230769230769,0.0769230769230769,0.6923076923076923,0.6923076923076923,,0.0,0.0769230769230769,0.6923076923076923,,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.0,0.6923076923076923,0.6923076923076923
3_backdoor,0.8817733990147785,0.035303776683087,0.0853858784893267,0.1034482758620689,,0.0,0.0,0.7110016420361248,0.0738916256157635,0.5328407224958949,0.0,0.722495894909688,0.3095238095238095,0.1018062397372742,,,0.6814449917898193,,,0.548440065681445,0.4909688013136289,0.154351395730706,0.1042692939244663,0.0,0.3464696223316913,0.8776683087027913,0.854679802955665,0.3587848932676519,0.7364532019704433,0.632183908045977,0.8793103448275863,0.6346469622331691,0.6888341543513957,0.7931034482758621,0.6371100164203612,,0.8013136288998357,0.8628899835796388,0.6198686371100164,,0.8587848932676518,0.4876847290640394,0.8415435139573072,0.8719211822660099,0.8760262725779967,0.7495894909688013,0.8513957307060755
18_Ionosphere,0.9230769230769232,0.7994505494505495,0.9148351648351648,0.9203296703296704,,0.6978021978021978,0.6346153846153846,0.8763736263736263,0.6895604395604396,0.903846153846154,0.8324175824175825,0.8901098901098901,0.9148351648351648,0.7967032967032966,,,0.9395604395604396,,,0.9478021978021978,0.9395604395604396,0.8296703296703297,0.8956043956043956,0.9093406593406592,0.9395604395604396,0.9368131868131868,0.8461538461538461,0.9395604395604396,0.9395604395604396,0.9395604395604396,0.9478021978021978,0.9478021978021978,0.9395604395604396,0.9230769230769232,0.9230769230769232,,0.4615384615384615,0.925824175824176,0.925824175824176,,0.9203296703296704,0.9285714285714286,0.9285714285714286,0.7692307692307693,0.9423076923076924,0.9285714285714286,
44_Wilt,0.4747081712062256,0.0155642023346303,0.0116731517509727,0.0155642023346303,,0.0155642023346303,0.0428015564202334,0.2568093385214007,0.0,0.0233463035019455,0.0,0.1673151750972762,0.0778210116731517,0.0155642023346303,,,0.0038910505836575,,,0.1517509727626459,0.0233463035019455,0.0272373540856031,0.0155642023346303,0.0077821011673151,0.0233463035019455,0.2373540856031128,0.1712062256809338,0.0233463035019455,0.1245136186770428,0.0583657587548638,0.3229571984435798,0.0700389105058365,0.0817120622568093,0.0505836575875486,0.0972762645914396,,0.0,0.1206225680933852,0.0116731517509727,,0.2178988326848249,0.2140077821011673,0.2023346303501945,0.0077821011673151,0.4046692607003891,0.11284046692607,
13_fraud,0.574468085106383,0.4574468085106383,0.5,0.3936170212765957,,0.5106382978723404,0.4361702127659574,0.776595744680851,0.4680851063829787,0.5106382978723404,0.5212765957446809,0.6595744680851063,0.6276595744680851,0.3936170212765957,,,0.6595744680851063,,,0.8297872340425532,0.6914893617021277,0.7659574468085105,0.5319148936170213,0.3085106382978723,0.6914893617021277,0.6382978723404256,0.4893617021276595,0.6914893617021277,0.8191489361702128,0.7446808510638298,0.6063829787234043,0.6595744680851063,0.7446808510638298,0.4680851063829787,0.6914893617021277,,0.0531914893617021,0.723404255319149,0.4574468085106383,,0.6808510638297872,0.8191489361702128,0.723404255319149,0.4255319148936169,0.6702127659574468,0.6702127659574468,
21_Lymphography,0.951219512195122,0.8292682926829268,1.0,0.8536585365853658,,0.902439024390244,0.902439024390244,0.4634146341463415,0.902439024390244,0.8536585365853658,0.3658536585365853,0.7804878048780488,0.7804878048780488,0.902439024390244,,,0.951219512195122,,,0.951219512195122,0.951219512195122,0.902439024390244,1.0,0.8048780487804877,0.951219512195122,0.951219512195122,0.7317073170731707,0.951219512195122,0.951219512195122,0.951219512195122,1.0,0.951219512195122,0.951219512195122,0.3658536585365853,0.6341463414634146,,0.8048780487804877,0.951219512195122,0.902439024390244,,0.8048780487804877,0.8048780487804877,0.8048780487804877,0.7560975609756099,1.0,0.902439024390244,
1_ALOI,0.04973474801061,0.0484084880636604,0.0729442970822281,0.0696286472148541,,0.0457559681697612,0.0444297082228116,0.0842175066312997,0.0742705570291777,0.0590185676392572,0.0576923076923076,0.0815649867374005,0.0344827586206896,0.0762599469496021,,,0.0636604774535809,,,0.0444297082228116,0.053050397877984,0.056366047745358,0.0663129973474801,0.0311671087533156,0.0523872679045092,0.046419098143236,0.0583554376657824,0.0523872679045092,0.0550397877984084,0.059681697612732,0.0537135278514588,0.0537135278514588,0.0510610079575596,0.0437665782493368,0.046419098143236,,0.1021220159151193,0.0484084880636604,0.0411140583554376,,0.0404509283819628,0.0470822281167108,0.046419098143236,0.0437665782493368,0.0417771883289124,0.0424403183023872,
11_donors,0.9655754303071212,0.4427944650691866,0.3904826189672629,0.4789065136685791,,0.4208572392845089,0.4515693553830576,0.6051299358758016,0.2139723253459331,0.9534255821802228,0.1754978062774215,0.7404657441781977,0.4633817077286534,0.3823827202159973,,,0.5885926425919676,,,0.9159635504556192,0.9446506918663516,0.28889638879514,0.4826189672629092,0.055686803914951,0.9426257171785352,0.9854876814039824,0.8727640904488694,0.9439757003037462,0.9628754640566992,0.9321633479581504,0.9885251434357072,0.9524130948363144,0.9412757340533244,0.7742153223084711,0.7492406344920688,,0.0276746540668241,0.9368882888963888,0.8599392507593655,,0.8164022949713129,0.9095511306108672,0.8815389807627405,0.2170097873776577,0.929125885926426,0.8785015187310159,
20_letter,0.03,0.07,0.01,0.01,,0.04,0.09,0.1,0.06,0.01,0.01,0.1,0.05,0.01,,,0.03,,,0.03,0.04,0.03,0.01,0.0,0.04,0.04,0.25,0.04,0.0,0.01,0.03,0.03,0.0,0.03,0.0,,0.09,0.0,0.04,,0.01,0.04,0.02,0.07,0.06,0.03,
15_Hepatitis,0.8333333333333334,0.5448717948717948,0.6794871794871795,0.6410256410256411,,0.5576923076923077,0.4102564102564102,0.3974358974358974,0.5833333333333334,0.8333333333333334,0.2115384615384615,0.3653846153846153,0.4230769230769231,0.5769230769230769,,,1.0,,,0.6794871794871795,0.6153846153846154,0.5961538461538461,0.5769230769230769,0.4230769230769231,0.6153846153846154,0.782051282051282,0.1025641025641025,0.6153846153846154,0.903846153846154,0.7692307692307693,1.0,0.6858974358974359,0.8012820512820514,1.0,1.0,,0.3974358974358974,0.9679487179487178,1.0,,1.0,1.0,1.0,0.1538461538461538,1.0,1.0,
5_campaign,0.359051724137931,0.4711206896551724,0.4959051724137931,0.4918103448275862,,0.4926724137931034,0.4838362068965517,0.3073275862068965,0.4790948275862069,0.5036637931034482,0.3782327586206896,0.4224137931034483,0.453448275862069,0.4883620689655172,,,0.1706896551724138,,,0.4232758620689655,0.4081896551724138,0.4355603448275862,0.4767241379310344,0.0002155172413793,0.4079741379310345,0.3717672413793103,0.4099137931034483,0.4094827586206896,0.3875,0.443103448275862,0.35625,0.4107758620689655,0.404956896551724,0.5066810344827586,0.4603448275862069,,0.3844827586206896,0.4433189655172414,0.4954741379310345,,0.4877155172413793,0.484698275862069,0.5196120689655173,0.3346982758620689,0.5213362068965517,0.5325431034482758,
33_skin,0.8805555555555555,0.7585249042145594,0.7994252873563217,0.8153256704980842,,0.1960727969348659,0.221455938697318,0.6188697318007663,0.5848659003831418,0.9722222222222222,0.4746168582375479,0.7103448275862069,0.7676245210727968,0.3789272030651341,,,0.4401340996168582,,,0.8661877394636015,0.9279693486590038,0.7932950191570881,0.814272030651341,0.7801724137931034,0.9283524904214558,0.9156130268199234,0.7465517241379309,0.9293103448275862,0.9444444444444444,0.928735632183908,0.9283524904214558,0.9412835249042144,0.9254789272030652,0.8333333333333334,0.835632183908046,,0.3863026819923371,0.9265325670498084,0.825287356321839,,0.8207854406130268,0.8183908045977012,0.8124521072796934,0.3580459770114942,0.0279693486590038,0.8311302681992339,
28_pendigits,0.0576923076923076,0.5576923076923077,0.532051282051282,0.4935897435897436,,0.3525641025641026,0.4358974358974359,0.8525641025641025,0.4102564102564102,0.903846153846154,0.5256410256410257,0.7628205128205128,0.141025641025641,0.4423076923076923,,,0.1602564102564102,,,0.0128205128205128,0.3782051282051282,0.2884615384615384,0.4038461538461538,0.0705128205128205,0.3782051282051282,0.6410256410256411,0.3461538461538461,0.3782051282051282,0.8012820512820514,0.6410256410256411,0.7884615384615384,0.6153846153846154,0.8012820512820514,0.6923076923076923,0.7243589743589743,,0.1025641025641025,0.8205128205128205,0.6730769230769231,,0.6730769230769231,0.6923076923076923,0.7051282051282052,0.358974358974359,0.5,0.717948717948718,
7_Cardiotocography,0.3648068669527897,0.572961373390558,0.5793991416309013,0.5493562231759657,,0.482832618025751,0.628755364806867,0.4935622317596566,0.4141630901287553,0.463519313304721,0.6824034334763949,0.482832618025751,0.4077253218884121,0.6158798283261803,,,0.3283261802575107,,,0.4484978540772532,0.5128755364806867,0.628755364806867,0.5858369098712446,0.5107296137339056,0.5128755364806867,0.4270386266094421,0.4806866952789699,0.5128755364806867,0.4120171673819742,0.4334763948497854,0.4184549356223176,0.4442060085836909,0.4291845493562232,0.3755364806866953,0.3819742489270386,,0.2145922746781116,0.4248927038626609,0.4012875536480687,,0.3927038626609442,0.4206008583690987,0.3819742489270386,0.6051502145922747,0.4206008583690987,0.388412017167382,
14_glass,0.3888888888888889,0.1388888888888889,0.1388888888888889,0.2222222222222222,,0.1388888888888889,0.1388888888888889,0.3888888888888889,0.2222222222222222,0.3055555555555556,0.0833333333333333,0.3333333333333333,0.1388888888888889,0.1388888888888889,,,0.3055555555555556,,,0.2777777777777778,0.3055555555555556,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.3055555555555556,0.3055555555555556,0.1388888888888889,0.3055555555555556,0.3888888888888889,0.3888888888888889,0.4722222222222222,0.3888888888888889,0.3888888888888889,0.3055555555555556,0.3055555555555556,,0.5,0.3888888888888889,0.3611111111111111,,0.3888888888888889,0.3055555555555556,0.3055555555555556,0.3888888888888889,0.7777777777777778,0.3055555555555556,
39_vertebral,0.3818181818181818,0.1272727272727272,0.1545454545454545,0.2272727272727272,,0.0,0.1272727272727272,0.3545454545454545,0.0727272727272727,0.1727272727272727,0.0545454545454545,0.3727272727272727,0.0545454545454545,0.1272727272727272,,,0.1454545454545454,,,0.2909090909090909,0.1545454545454545,0.1,0.1,0.0,0.1545454545454545,0.2545454545454545,0.1272727272727272,0.1545454545454545,0.1,0.2454545454545454,0.3090909090909091,0.2727272727272727,0.3,0.4090909090909091,0.3363636363636363,,0.0636363636363636,0.1181818181818181,0.3636363636363636,,0.4909090909090909,0.4090909090909091,0.3818181818181818,0.1454545454545454,0.4727272727272727,0.4454545454545454,
SVHN_7,,,,,,,,,,,,,,,,,,,,,,,,,0.2176870748299319,,,,0.227891156462585,0.2176870748299319,0.2210884353741496,0.2244897959183673,0.2312925170068027,0.2142857142857142,0.2210884353741496,,0.1802721088435374,0.227891156462585,0.227891156462585,,0.2176870748299319,0.227891156462585,0.2312925170068027,0.2142857142857142,0.2176870748299319,0.2210884353741496,
MVTec-AD_tile,,,,,,,,,,,,,,,,,,,,,,,,,0.7004048582995951,,,,0.805668016194332,0.7813765182186235,0.8380566801619433,0.7651821862348178,0.7975708502024291,0.7935222672064779,0.7935222672064779,,0.4939271255060729,0.8097165991902834,0.8137651821862348,,0.8178137651821861,0.7935222672064779,0.7935222672064779,0.805668016194332,0.8016194331983806,0.805668016194332,
MVTec-AD_transistor,,,,,,,,,,,,,,,,,,,,,,,,,0.3873239436619718,,,,0.7464788732394367,0.676056338028169,0.6830985915492958,0.676056338028169,0.7253521126760564,0.7112676056338029,0.6971830985915493,,0.5422535211267606,0.7183098591549296,0.7112676056338029,,0.6901408450704225,0.7464788732394367,0.6971830985915493,0.7676056338028169,0.7676056338028169,0.6971830985915493,
CIFAR10_9,,,,,,,,,,,,,,,,,,,,,,,,,0.3346007604562737,,,,0.3079847908745247,0.3079847908745247,0.3041825095057034,0.311787072243346,0.3193916349809886,0.2851711026615969,0.2775665399239543,,0.1596958174904943,0.3041825095057034,0.2775665399239543,,0.2623574144486692,0.2889733840304182,0.2737642585551331,0.2091254752851711,0.2509505703422053,0.2775665399239543,
FashionMNIST_3,,,,,,,,,,,,,,,,,,,,,,,,,0.580952380952381,,,,0.5904761904761905,0.5904761904761905,0.6063492063492063,0.5873015873015873,0.5968253968253968,0.5301587301587302,0.546031746031746,,0.3174603174603174,0.5968253968253968,0.546031746031746,,0.5333333333333333,0.5777777777777777,0.5619047619047619,0.5682539682539682,0.5904761904761905,0.5587301587301587,
CIFAR10_2,,,,,,,,,,,,,,,,,,,,,,,,,0.1711026615969581,,,,0.1901140684410646,0.2053231939163498,0.1977186311787072,0.2091254752851711,0.1977186311787072,0.1673003802281368,0.182509505703422,,0.1140684410646387,0.1863117870722433,0.182509505703422,,0.1901140684410646,0.1673003802281368,0.1711026615969581,0.1292775665399239,0.1482889733840304,0.1787072243346007,
MVTec-AD_leather,,,,,,,,,,,,,,,,,,,,,,,,,0.9473684210526316,,,,0.951417004048583,0.951417004048583,0.951417004048583,0.951417004048583,0.951417004048583,0.931174089068826,0.9230769230769232,,0.7165991902834008,0.951417004048583,0.9473684210526316,,0.931174089068826,0.9473684210526316,0.931174089068826,0.9473684210526316,0.9554655870445344,0.9352226720647774,
SVHN_0,,,,,,,,,,,,,,,,,,,,,,,,,0.1807692307692307,,,,0.1846153846153846,0.1807692307692307,0.1769230769230769,0.1884615384615384,0.1884615384615384,0.173076923076923,0.173076923076923,,0.1307692307692307,0.1923076923076923,0.1653846153846153,,0.1807692307692307,0.173076923076923,0.1807692307692307,0.2423076923076923,0.2115384615384615,0.173076923076923,
SVHN_1,,,,,,,,,,,,,,,,,,,,,,,,,0.188,,,,0.204,0.202,0.224,0.184,0.196,0.182,0.182,,0.094,0.198,0.18,,0.164,0.176,0.184,0.158,0.162,0.18,
FashionMNIST_4,,,,,,,,,,,,,,,,,,,,,,,,,0.5396825396825397,,,,0.5333333333333333,0.5428571428571428,0.5396825396825397,0.5333333333333333,0.5396825396825397,0.526984126984127,0.5301587301587302,,0.238095238095238,0.5396825396825397,0.4984126984126984,,0.5206349206349207,0.5174603174603175,0.5174603174603175,0.5746031746031746,0.5714285714285714,0.526984126984127,
MNIST-C_impulse_noise,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,0.98,0.98,0.978,0.978,0.978,0.966,0.964,,0.982,0.978,0.966,,0.92,0.88,0.89,0.982,0.982,0.938,
MNIST-C_translate,,,,,,,,,,,,,,,,,,,,,,,,,0.326,,,,0.348,0.346,0.398,0.324,0.36,0.298,0.264,,0.208,0.404,0.27,,0.3,0.306,0.306,0.352,0.33,0.326,
FashionMNIST_8,,,,,,,,,,,,,,,,,,,,,,,,,0.3809523809523809,,,,0.3777777777777777,0.3682539682539682,0.365079365079365,0.3777777777777777,0.3841269841269841,0.3047619047619048,0.2507936507936508,,0.3301587301587301,0.3619047619047619,0.3396825396825397,,0.3111111111111111,0.346031746031746,0.3206349206349206,0.3777777777777777,0.3746031746031746,0.3396825396825397,
SVHN_8,,,,,,,,,,,,,,,,,,,,,,,,,0.2150943396226415,,,,0.2,0.2188679245283019,0.2150943396226415,0.2113207547169811,0.2188679245283019,0.1962264150943396,0.1962264150943396,,0.1471698113207547,0.2226415094339622,0.2075471698113207,,0.1962264150943396,0.2,0.1962264150943396,0.2,0.2113207547169811,0.2,
MVTec-AD_zipper,,,,,,,,,,,,,,,,,,,,,,,,,0.8101694915254237,,,,0.8440677966101696,0.8406779661016949,0.8372881355932202,0.8542372881355932,0.8576271186440678,0.8610169491525423,0.8677966101694914,,0.5016949152542373,0.8542372881355932,0.8542372881355932,,0.8813559322033898,0.8677966101694914,0.9084745762711864,0.888135593220339,0.8813559322033898,0.8745762711864407,
MVTec-AD_bottle,,,,,,,,,,,,,,,,,,,,,,,,,0.9217391304347826,,,,0.9130434782608696,0.8956521739130435,0.9217391304347826,0.908695652173913,0.8956521739130435,0.8956521739130435,0.9,,0.217391304347826,0.9130434782608696,0.8913043478260869,,0.9130434782608696,0.8956521739130435,0.8913043478260869,0.908695652173913,0.9,0.9130434782608696,
FashionMNIST_0,,,,,,,,,,,,,,,,,,,,,,,,,0.5873015873015873,,,,0.5587301587301587,0.5841269841269842,0.5587301587301587,0.5904761904761905,0.5873015873015873,0.492063492063492,0.4793650793650794,,0.3111111111111111,0.5777777777777777,0.4888888888888889,,0.4825396825396825,0.4984126984126984,0.5047619047619047,0.526984126984127,0.5523809523809524,0.5206349206349207,
CIFAR10_6,,,,,,,,,,,,,,,,,,,,,,,,,0.2623574144486692,,,,0.2623574144486692,0.2851711026615969,0.2851711026615969,0.2661596958174905,0.2775665399239543,0.2585551330798479,0.2395437262357414,,0.2015209125475285,0.2623574144486692,0.2547528517110266,,0.2699619771863117,0.2699619771863117,0.2661596958174905,0.2091254752851711,0.2205323193916349,0.247148288973384,
MNIST-C_stripe,,,,,,,,,,,,,,,,,,,,,,,,,0.948,,,,0.948,0.946,0.94,0.954,0.946,0.916,0.914,,0.932,0.948,0.824,,0.906,0.906,0.92,0.958,0.966,0.922,
MNIST-C_spatter,,,,,,,,,,,,,,,,,,,,,,,,,0.606,,,,0.616,0.602,0.612,0.602,0.604,0.498,0.5,,0.476,0.626,0.55,,0.548,0.54,0.564,0.534,0.554,0.566,
FashionMNIST_1,,,,,,,,,,,,,,,,,,,,,,,,,0.7904761904761904,,,,0.780952380952381,0.7746031746031746,0.7523809523809524,0.7777777777777778,0.780952380952381,0.7365079365079364,0.7206349206349207,,0.6,0.7777777777777778,0.7333333333333333,,0.7238095238095238,0.7365079365079364,0.7238095238095238,0.7777777777777778,0.7841269841269841,0.7396825396825397,
MNIST-C_fog,,,,,,,,,,,,,,,,,,,,,,,,,0.722,,,,0.74,0.74,0.772,0.752,0.768,0.606,0.598,,0.628,0.7299999999999999,0.622,,0.606,0.636,0.636,0.734,0.702,0.648,
MNIST-C_glass_blur,,,,,,,,,,,,,,,,,,,,,,,,,0.808,,,,0.804,0.81,0.834,0.7940000000000002,0.804,0.724,0.722,,0.656,0.792,0.738,,0.722,0.752,0.7419999999999999,0.776,0.782,0.726,
CIFAR10_3,,,,,,,,,,,,,,,,,,,,,,,,,0.182509505703422,,,,0.1634980988593156,0.1596958174904943,0.1749049429657794,0.1711026615969581,0.1596958174904943,0.1482889733840304,0.1368821292775665,,0.155893536121673,0.1711026615969581,0.1596958174904943,,0.1444866920152091,0.1330798479087452,0.1482889733840304,0.1026615969581749,0.1216730038022813,0.1406844106463878,
MVTec-AD_pill,,,,,,,,,,,,,,,,,,,,,,,,,0.5982142857142857,,,,0.6815476190476191,0.6994047619047619,0.6517857142857143,0.6875,0.6964285714285714,0.7261904761904762,0.7351190476190476,,0.4821428571428571,0.6607142857142857,0.6785714285714286,,0.7351190476190476,0.7797619047619048,0.7440476190476191,0.7946428571428572,0.8005952380952381,0.7261904761904762,
FashionMNIST_7,,,,,,,,,,,,,,,,,,,,,,,,,0.834920634920635,,,,0.8317460317460317,0.8380952380952381,0.8253968253968254,0.8317460317460317,0.8317460317460317,0.819047619047619,0.8126984126984127,,0.3841269841269841,0.8317460317460317,0.819047619047619,,0.819047619047619,0.7904761904761904,0.8126984126984127,0.8285714285714286,0.8380952380952381,0.819047619047619,
MVTec-AD_screw,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,0.5136363636363637,0.4954545454545455,0.5909090909090909,0.4681818181818182,0.5136363636363637,0.5590909090909091,0.55,,0.3,0.5545454545454546,0.5363636363636364,,0.6136363636363636,0.4954545454545455,0.5909090909090909,0.7272727272727273,0.740909090909091,0.5363636363636364,
CIFAR10_5,,,,,,,,,,,,,,,,,,,,,,,,,0.1787072243346007,,,,0.1711026615969581,0.1406844106463878,0.2053231939163498,0.182509505703422,0.1673003802281368,0.1673003802281368,0.1673003802281368,,0.1216730038022813,0.1711026615969581,0.1673003802281368,,0.1901140684410646,0.1787072243346007,0.1749049429657794,0.1444866920152091,,0.1901140684410646,
SVHN_6,,,,,,,,,,,,,,,,,,,,,,,,,0.1926910299003322,,,,0.1926910299003322,0.1893687707641196,0.1893687707641196,0.1960132890365448,0.1960132890365448,0.1794019933554817,0.1727574750830564,,0.1262458471760797,0.1960132890365448,0.1694352159468438,,0.1794019933554817,0.1760797342192691,0.1893687707641196,0.1661129568106312,,0.1794019933554817,
SVHN_2,,,,,,,,,,,,,,,,,,,,,,,,,0.236,,,,0.232,0.228,0.232,0.24,0.23,0.224,0.228,,0.192,0.234,0.23,,0.236,0.228,0.222,0.22,,0.226,
MNIST-C_motion_blur,,,,,,,,,,,,,,,,,,,,,,,,,0.672,,,,0.654,0.674,0.702,0.646,0.666,0.556,0.564,,0.456,0.67,0.582,,0.592,0.62,0.6,0.694,,0.592,
CIFAR10_0,,,,,,,,,,,,,,,,,,,,,,,,,0.2965779467680608,,,,0.2927756653992395,0.2927756653992395,0.2965779467680608,0.311787072243346,0.2927756653992395,0.2813688212927757,0.2699619771863117,,0.1102661596958174,0.2813688212927757,0.2737642585551331,,0.2661596958174905,0.2699619771863117,0.2661596958174905,0.2167300380228136,,0.2699619771863117,
CIFAR10_8,,,,,,,,,,,,,,,,,,,,,,,,,0.247148288973384,,,,0.2243346007604562,0.247148288973384,0.2889733840304182,0.2661596958174905,0.2509505703422053,0.1939163498098859,0.182509505703422,,0.1711026615969581,0.2585551330798479,0.1901140684410646,,0.2091254752851711,0.2509505703422053,0.2091254752851711,0.2243346007604562,,0.2167300380228136,
FashionMNIST_6,,,,,,,,,,,,,,,,,,,,,,,,,0.4603174603174603,,,,0.4698412698412698,0.4666666666666667,0.4793650793650794,0.4698412698412698,0.4825396825396825,0.3396825396825397,0.4126984126984127,,0.4285714285714285,0.4793650793650794,0.4349206349206349,,0.4285714285714285,0.4603174603174603,0.4317460317460317,0.473015873015873,,0.4380952380952381,
MVTec-AD_toothbrush,,,,,,,,,,,,,,,,,,,,,,,,,0.6209386281588448,,,,0.851985559566787,0.855595667870036,0.8483754512635379,0.7870036101083032,0.8592057761732852,0.8592057761732852,0.851985559566787,,0.3790613718411552,0.924187725631769,0.927797833935018,,0.9927797833935018,0.891696750902527,0.9530685920577616,0.9783393501805054,,0.924187725631769,
MVTec-AD_metal_nut,,,,,,,,,,,,,,,,,,,,,,,,,0.5172413793103449,,,,0.7172413793103447,0.7103448275862069,0.6551724137931034,0.7034482758620689,0.7275862068965517,0.7965517241379311,0.7689655172413793,,0.4517241379310345,0.7862068965517242,0.7931034482758621,,0.7724137931034483,0.7827586206896551,0.7862068965517242,0.8103448275862069,,0.7965517241379311,
MNIST-C_canny_edges,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,0.4299999999999999,0.492,0.588,0.46,0.462,0.364,0.356,,0.314,0.492,0.414,,0.396,0.4379999999999999,0.354,0.45,,0.396,
MNIST-C_brightness,,,,,,,,,,,,,,,,,,,,,,,,,0.396,,,,0.474,0.46,0.49,0.372,0.468,0.346,0.344,,0.336,0.456,0.366,,0.386,0.446,0.392,0.476,,0.412,
MVTec-AD_cable,,,,,,,,,,,,,,,,,,,,,,,,,0.5099601593625498,,,,0.6972111553784861,0.6414342629482072,0.7529880478087649,0.6892430278884463,0.6972111553784861,0.7768924302788844,0.7131474103585658,,0.4621513944223107,0.701195219123506,0.7569721115537849,,0.749003984063745,0.7928286852589641,0.8007968127490039,0.8007968127490039,,0.7888446215139441,
MNIST-C_dotted_line,,,,,,,,,,,,,,,,,,,,,,,,,0.496,,,,0.544,0.522,0.556,0.522,0.522,0.4000000000000001,0.436,,0.346,0.522,0.472,,0.4299999999999999,0.448,0.446,0.464,,0.454,
FashionMNIST_9,,,,,,,,,,,,,,,,,,,,,,,,,0.7714285714285715,,,,0.7714285714285715,0.7746031746031746,0.7714285714285715,0.7682539682539683,0.7714285714285715,0.7206349206349207,0.7396825396825397,,0.5777777777777777,0.780952380952381,0.7301587301587301,,0.726984126984127,0.7396825396825397,0.7301587301587301,0.7682539682539683,,0.7301587301587301,
MVTec-AD_hazelnut,,,,,,,,,,,,,,,,,,,,,,,,,0.5416666666666666,,,,0.625,0.5833333333333334,0.6666666666666666,0.575,0.6083333333333333,0.6416666666666667,0.6833333333333333,,0.375,0.675,0.6333333333333333,,0.6166666666666667,0.6416666666666667,0.7083333333333334,0.7083333333333334,,0.6583333333333333,
