,diffusion,IForest,OCSVM,CBLOF,COF,COPOD,ECOD,FeatureBagging,HBOS,KNN,LODA,LOF,MCD,PCA,SOD,SOGAAL,DeepSVDD,DAGMM,AutoEncoder,VAE,diffusion_t_uniform,diffusion_no_mean,diffusion_slow,diffusion_4,diffusion_bins,diffusion_l2,diffusion_l20,diffusion_l2m,diffusion_l24,diffusion_l2_64,diffusion_l2_64_200,diffusion_l2_quantile,diffusion_400_128,diffusion_420_512,diffusion_bins_mean,diffusion_bins_mean_420,diffusion_bins_mean_420_margin,diffusion_420_huber,diffusion_420_bins_10,MOGAAL,diffusion_420_bins_10_0.01,diffusion_420_bins_5,ICL,diffusion_420_bins_7,ICL_bagging,ICL_noscaling,diffusion_420_bins_8_0.02,diffusion_420_bins_7_bagging
47_yeast,0.4735381549916707,0.4138785025995974,0.4483650165575602,0.5046445872307128,0.4242365573181996,0.3888465370296423,0.4464329650738334,0.4673426830104508,0.4288307256688568,0.4474050410813034,0.3881890748337185,0.4578881346224432,0.4297261649786426,0.4323640807831464,0.4525316328053468,0.4561416246173208,0.5029747139232745,0.5571850937589494,,,0.4429076769803528,0.4556535698583834,0.4287016533359148,0.4281490624105064,0.4943167838401439,0.4527292748151644,0.4659672559625367,0.4261847428435441,0.4556374358167657,0.455044509787313,0.4490547468367194,0.463357574730864,0.4565328751265514,0.463825461937779,0.5023454863001819,0.4908862832411676,0.476180104306579,0.4571903373224751,0.4886476849667033,0.4555446650774636,0.5043017388463353,0.4673023479064064,0.4571379016872174,0.5007764507528547,0.5118081017089984,,0.5019219677077157,0.45348757477119916
4_breastw,0.93074994589135,0.9940751028064354,0.9933716903542312,0.992388716542818,0.3142900945097756,0.9935520525214632,0.9914508332732128,0.5814786090469664,0.9905941129788616,0.9909458192049636,0.9829377389798716,0.9342038813938388,0.9921091551836088,0.9931191833201068,0.9121410792872088,0.0244120193348243,0.969554866171272,0.8942175889185484,,,0.9812919342038814,0.97368515980088,0.9923165716759254,0.991243416780896,0.9905535314912344,0.9728825481566986,0.9523392973089966,0.0644975110020921,0.9738474857513888,0.9612040978284396,0.9651269749657312,0.9149682562585671,0.9629445927422264,0.9414634586249188,0.933121708390448,0.9714937594690136,0.966344419594546,0.8954711059808094,0.9686891277685592,0.0267026188586682,0.9367560060601688,0.95190642810764,0.9803134694466488,0.9005663372051078,0.984254382800664,,0.9476498809609696,0.9240855638121348
22_magic.gamma,0.7478662385135648,0.7625167660049632,0.7424983888727658,0.7580626684845277,0.6277188135818123,0.6799544975378174,0.6358031367415382,0.8424533626679414,0.7452506423169503,0.8326532763014338,0.7277829822285197,0.8339622808052183,0.738203148885616,0.7064439851508582,0.732054021358057,0.4643531794592045,0.6215828413300597,0.6592938277046374,,,0.7102633800188407,0.7889372641992591,0.770643367917442,0.7385969099336227,0.6227275321953855,0.7966616541630518,0.8337680555857325,0.7357734361299113,0.788745548788153,0.8700379997113357,0.824715989113785,0.8715715532546904,0.8197735095569623,0.8473665853763578,0.8681684955854532,0.8575856884954847,0.8531217214870248,0.8471669525504114,0.8625083320788333,0.462973087967353,0.8746439467010787,0.8796698925423724,0.7591840920924595,0.8943829712484112,0.7962193944023951,,0.8924268969204481,0.8808331947886776
12_fault,0.6464509869176578,0.5497818047163929,0.5720958465555144,0.5977285191313437,0.5530910607900028,0.4914057776048673,0.5036701806028846,0.4760242991267501,0.5305942130204696,0.5872804571085726,0.5118003571746641,0.4742032708199549,0.528276327569478,0.5586971093226337,0.6386161122334666,0.4749204325469553,0.5189508814526977,0.469637809891207,,,0.659884879137156,0.6349342133017095,0.5713857158258375,0.5888776653339021,0.5073403612057692,0.634510009796523,0.6337717550775519,0.6055610501497602,0.6348920273177683,0.6009018425900319,0.6255408008774686,0.5806830379533235,0.6338303467219146,0.6027767752096409,0.5885811916134265,0.5889069611560834,0.5682381726906689,0.5893006970062014,0.6113920905967442,0.4744821670471217,0.6188847900778567,0.6261103116606748,0.6068430353284179,0.5835376228666782,0.6099296431534492,,0.5743481093648197,0.5957000764035042
2_annthyroid,0.7618565227309246,0.8924167697668642,0.8845053044630306,0.9094774646003928,0.5037189112169643,0.7677245252615148,0.7844666489120822,0.9065760508635132,0.6602317535124299,0.9281377575959844,0.80805833392328,0.8863279586385605,0.9022941620004696,0.851893616327925,0.7735930896460432,0.7147262479056895,0.5794309768055458,0.8208669181524894,,,0.8156922433816416,0.9453664467570352,0.8100203278754842,0.8502114256369456,0.6184989285445398,0.9474745227331722,0.916592782873793,0.7029531604845878,0.9454737608592318,0.9555624101736016,0.933591954701088,0.9371240494836,0.9498337474196856,0.8528751751579652,0.952305904747778,0.9636233286249972,0.973531622825204,0.9393860734388044,0.9726568162434222,0.6952018235531419,0.9730158409099336,0.9698891237438352,0.8252167913420556,0.975963888523684,0.8727681756939739,,0.9725466928715342,0.9728630166387425
25_musk,1.0,0.9870073895906182,1.0,1.0,0.5686091858937372,0.9971081188173876,0.998734801982607,1.0,1.0,1.0,0.9905040632320944,1.0,0.9241298287811694,1.0,0.6479204176543785,0.9724228542033077,1.0,0.94529061320394,,,1.0,1.0,1.0,1.0,0.9958881064434728,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.971623415895614,1.0,1.0,0.9998470639759196,1.0,0.9998470639759196,,1.0,1.0
30_satellite,0.8235280190763619,0.7516816448984223,0.7390928721842667,0.7282085266476725,0.5318194732201009,0.6834065046533921,0.6222351917419152,0.8022227910346817,0.8549595234840628,0.8223511580098474,0.6863547996008187,0.8030148102682859,0.7109042688630571,0.6663008100663723,0.5328223402135817,0.6389774866410969,0.7869564304546359,0.6374386776986503,,,0.8407427112341652,0.7711104618906075,0.6937503294496248,0.7134085327229469,0.7068509216995401,0.7764236467549547,0.775144042076636,0.7197547375972826,0.771101527663494,0.7520584459269306,0.7559538806262178,0.7731445620486539,0.7459803795438362,0.7525580925782482,0.8125127871125561,0.8229220551223945,0.7650479187271229,0.7964545189767451,0.8007441764474118,0.6137137259211412,0.7976006686375572,0.8084331956568935,0.8501048878263114,0.8056658188085135,0.8509319739013357,,0.8054132035368818,0.7857108875171872
35_SpamBase,0.7428773908519991,0.8495572635911972,0.817048226038706,0.8237710247962545,0.3768984514592019,0.7208885261721488,0.6883043327477929,0.6852594597447246,0.778837944149999,0.833631286706222,0.7054000554127307,0.7323258833995522,0.8297627618911196,0.8140323316319992,0.6060512963563303,0.3543293080570864,0.673883358086866,0.6556119996833558,,,0.7730238482068139,0.7347301645041879,0.8074683261585784,0.8096231086164911,0.5932064746194614,0.7371122993644499,0.7201979874247029,0.216917516077231,0.7347181489886234,0.8076516216705242,0.7512277029726857,0.7876276471829977,0.7609011353955415,0.79730838315453,0.8319740879516893,0.8309343924578373,0.8344068764559978,0.8152838300374696,0.834199078716234,0.3714737995793156,0.8357691060833377,0.8262151220210945,0.8401168379309566,0.8326613283223137,0.8671555175247473,,0.8293895741135848,0.8335983029380056
29_Pima,0.6491507430997876,0.723708992534758,0.705722210807479,0.7199592493664818,0.422847750154099,0.6507088555578385,0.5945397575508526,0.6895931785494144,0.7288713101842339,0.7418156290665023,0.5813557290596534,0.6741233477159099,0.7275443462776523,0.7043524416135881,0.4774244914731867,0.3698548044654475,0.552590575987946,0.6302308061091706,,,0.6897643996986507,0.6666837887815903,0.6950551332100542,0.7113382645024313,0.5757739195945484,0.6686870762276557,0.652189918498733,0.5431905348948702,0.6666752277241286,0.6764005890007533,0.6755787274844189,0.6479950003424424,0.6786692692281351,0.6794825696870076,0.7038216560509556,0.6858519964386001,0.682992603246353,0.7113211423875077,0.6939678789124033,0.3703085405109239,0.6821536196150949,0.6902095746866652,0.7491866995411274,0.6905948222724471,0.790528046024245,,0.6670091089651394,0.6959198000136977
24_mnist,0.7890551392970981,0.8513358446827006,0.9056174193815456,0.9099114128409984,0.6008142567371776,0.5,0.5,0.9298720867657408,0.6234230243821667,0.9384795297429316,0.6779546301279131,0.9292946143974832,0.8902326447820507,0.9021285755681584,0.6888280829573209,0.6197613528169889,0.6706586082708945,0.6728438961791614,,,0.8507440907397442,0.90515068096204,0.8979304135447281,0.9155747816367926,0.6292031295276731,0.9102607939727614,0.8184172289605497,0.8212267665686963,0.905053400670613,0.878130355590512,0.883423645320197,0.8005648466283066,0.8987312166245809,0.8467957527838722,0.8841048143395288,0.8507500931407045,0.8443581570559258,0.7778834292337624,0.8600095210497993,0.6290485159581073,0.8488874860288942,0.8034513805522209,0.9109293372521424,0.867171006333568,0.9109293372521424,,0.8634658691062631,0.8747141615266796
10_cover,0.9702692277438072,0.8786909763989129,0.9621260295542636,0.9425148133297692,0.5136967611155663,0.8835234945814399,0.915391992866212,0.9908788035730196,0.722010559718324,0.975812697000579,0.8975067940835784,0.9915448987291722,0.7069805206105766,0.9434679689588346,0.581785608376771,0.789548040296712,0.4550930044607057,0.8515150336502051,,,0.9364800608265392,0.9828344972378152,0.6428103228999599,0.9598781868150226,0.8649134659293415,0.9782095953900474,0.9877456764289853,0.9076710320045888,0.9822112566687828,0.9836171916766908,0.980561855397398,0.9753357276212912,0.9923361205782768,0.9903943944633788,0.9955054457085896,0.9829810294707296,0.97606938945135,0.9890280074957676,0.9877988422213312,0.7974088767904082,0.9888517163414416,0.9797760284404796,0.8987033289617304,0.9832608677492648,0.9645909731967832,,0.9872900690824644,0.9794702163665019
34_smtp,0.4263275841370202,0.897902696233962,0.8176226110917375,0.8329207708534613,,0.9066960891363628,0.8772183570294739,0.8136399063206858,0.7927021222671309,0.9102748066292026,0.7472049606588802,0.9525715124178448,0.944545123663936,0.7893015784087856,,,0.8606453506209397,0.8288465972647012,,,0.2678511878559899,0.8959103910482517,0.9028820299979612,0.8736720347429059,0.8505866390735735,0.915820103702772,0.420158202942628,0.9014976113299376,0.8370845076595607,0.8843967536192114,0.8399543418151606,0.8375151733429375,0.8878134950806926,0.9018501473981886,0.9346779249536464,0.9443488468259368,0.9464450072317534,0.8763551200623513,0.945678955883446,,0.9505344256234648,0.9388645289641728,0.8082642076799506,0.946103904765716,0.9811783851561352,,0.9407910909371552,0.9469614249317319
