,IForest,OCSVM,CBLOF,COF,COPOD,ECOD,FeatureBagging,HBOS,KNN,LODA,LOF,MCD,PCA,SOD,SOGAAL,DeepSVDD,DAGMM,diffusion_420_bins_10,MOGAAL,diffusion_420_bins_10_0.01,diffusion_420_bins_5,ICL,diffusion_420_bins_7,ICL_bagging,diffusion_420_bins_7_bagging
pageblocks,0.009998033896358255,0.0,0.0012087351777455005,0.0,0.0,0.0,0.0025694348971449124,0.0,0.0,0.023700039050287582,0.0,0.00023356209928699894,0.0,0.0,0.02224424916605377,0.02326732108334424,0.12697929650255713,0.013949147059379,0.04416840417514307,0.018118650711138676,0.008476323861507906,0.007547843268962342,0.004669116653318578,0.0037053454367826882,0.004630290929712497
pendigits,0.005404128054320853,0.0,0.0003519218751497454,,0.0,0.0,0.0012516050784861792,0.0,0.0,0.010664355153380699,0.0,0.0010265312333187584,0.0,,,0.059124129659572096,0.16835181340146801,0.0021138143302783467,,0.0029551148457522517,0.0017255529195035943,0.005820362992363198,0.003621620267372515,0.004435973294282037,
pima,0.018769638442921222,0.02069204022422445,0.009448219532281735,0.058296370004791445,0.010391119885588194,0.013883178964228273,0.025579674496654412,0.01721111974866319,0.021295217648111618,0.08373462491023576,0.024521419708039092,0.011822414016102819,0.022564386941032338,0.018484005023899734,0.03875299399423153,0.03113337683624557,0.04873484803799376,0.026289730652890194,0.03813340536260379,0.01908605880545914,0.022638699532285717,0.035213283011602696,0.016085872291365842,0.0262210797560163,0.0153972008943772
satellite,0.017129287598418152,0.0,0.00035543870201572243,0.0,0.0,0.0,0.0011109841245311037,0.0,0.0,0.013255356124124764,0.0,0.0411430442443142,0.0,0.0,0.03672894373321848,0.027024774376836383,0.08040849159253048,0.02243512029452255,0.04621080753490024,0.01915181289460399,0.02191645561644766,0.004209195496530573,0.008484059311304625,0.002347572329122045,0.00321280562035662
satimage-2,0.0014678585345649483,0.0,0.00014502863721263477,0.0,0.0,0.0,0.00023685909747681667,0.0,0.0,0.005367891217179802,0.0,5.674594509475304e-06,0.0,0.0,0.0723740410623613,0.028261904933139494,0.17277232711324833,0.0012300166290587127,0.05503343272844669,0.0027536185468164825,0.0010279271865871581,0.0021148863354408165,0.001358792882417849,0.0011502948611343215,0.0009653609438948752
shuttle,0.0008598635342055412,0.0,0.0002110416800567933,0.0,0.0,0.0,0.09134583760982798,0.0,0.0,0.3593170502523395,0.0,0.0,0.0,0.0,0.09677044052543261,0.0002581656003301729,0.010407854022782524,4.2489799386737956e-05,0.0022816065706741384,0.00010680054007198866,1.377405514197064e-05,0.0004669995294465495,2.3169334337270825e-05,6.011231215885009e-06,4.4824788499084756e-06
skin,0.006409195613769039,0.0018729513639733643,0.0017932678613585453,,0.001783228358621147,0.002112931383220935,0.009970356071593744,0.003597936492302711,0.0008154406486862554,0.0626303712472452,0.02036167455972861,0.002642118290257985,0.0030950132394224014,,,0.04506952140092561,0.079144177545066,0.002639034877961636,,0.0023285913474542404,0.0029411842081070606,0.005227405217756685,0.0028852116187974793,0.13023630296163666,
smtp,0.024290864062102183,0.051068756393679075,0.06449869619688053,,0.017816031115004644,0.02784176537033729,0.025346788255501906,0.05555677488005832,0.030916746422868357,0.07096408504861783,0.022567959165777758,0.009691730787749856,0.0789978867646932,,,0.07361496235054417,0.11812926538628954,0.015068821028857054,,0.014465404011663803,0.017300188039904397,0.08147883733682679,0.015416360981740108,0.005907618193036898,0.014895725366717188
spambase,0.005530097459109268,0.0,0.006122483127557509,0.0,0.0,0.0,0.004614243298933128,0.0,0.0,0.053191071546181565,0.0,0.014046029390746157,0.0,0.0,0.02204261089828803,0.04726486493798556,0.037130967660167505,0.0035082419123535777,0.020057557381199728,0.009663389591877687,0.006411817987978627,0.002211880874519245,0.0053385760912706744,0.002636425812596785,0.0011748171152213506
speech,0.019523437693217797,0.0,0.0007916369915143582,0.0,0.0,0.0,0.004021492311384462,0.0,0.0,0.026408990878407434,0.0,0.004179609106892613,0.0,0.0,0.020368668745590398,0.023095867078752483,0.026409125938562723,0.011019716545657407,0.02040298650089875,0.008628658046665669,0.008171142983931963,0.026886582575221474,0.01678143554243739,0.026886582575221474,0.009981841497627333
stamps,0.016387399502409604,0.01639030708708464,0.01801420894599435,0.056348034954300026,0.004057210260156931,0.007187391858446711,0.013991935454393355,0.00895933084586466,0.015772455110115182,0.036561474994203355,0.013639318731513587,0.013702996362913025,0.015645316890204996,0.0776554956327313,0.18684292901672242,0.03662126274451493,0.0719199748496544,0.01841156222274543,0.18842063798723274,0.018416129276875835,0.012617834181098287,0.01191227096128387,0.013464257491254693,0.009123357841224958,0.016506965825638528
thyroid,0.0017262805280258298,0.0,0.0005682158074810512,0.0,0.0,0.0,0.01486802658824705,0.0,0.0,0.01431286861116566,0.0,0.00011694060002220533,0.0,0.0,0.08327396017996805,0.04262315482032861,0.09769982986768279,0.0005738634807686275,0.08528969187841882,0.024870784338843176,0.36076123103866004,0.008835918680962607,0.032415234376518595,0.0061055226970653026,0.013464683501480728
vertebral,0.02334562401171261,0.015645240718111384,0.02233803274827176,,0.02123015044155735,0.0397825069152331,0.02480761580688213,0.04364253238214368,0.0212396590200054,0.0583233811026651,0.014713756073453372,0.010161091297571954,0.026302519186336512,,,0.019674698148604383,0.20245861722381706,0.08865643140641175,,0.08431962543988943,0.060732418135543025,0.055476212072587835,0.03470624532531706,0.004802881174097279,
vowels,0.0069875967701971764,0.0,0.03785213119123711,0.0,0.0,0.0,0.013017885683034601,0.0,0.0,0.09280175375945549,0.0,0.003055861482655527,0.0,0.0,0.06081174303783849,0.04624753085295798,0.16384513346835874,0.01334166138474826,0.06052096664553342,0.024896646799908762,0.01630189365115156,0.023391654865570065,0.02380403890654635,0.025035512037107178,0.00580734064164569
waveform,0.01561102776191304,0.0,0.010358433593427158,0.0,0.0,0.0,0.002935107750073195,0.0,0.0,0.04404926346417965,0.0,0.00027629607027417796,0.0,0.0,0.0556243299598223,0.03003108868635839,0.016389019266303387,0.022968776745738488,0.057050317680790996,0.013065821686404546,0.027825893213563786,0.0413651841302243,0.04749212568830769,0.017960920909696098,0.016192339490343897
wbc,0.0032418552582082955,0.002160160059935855,0.015032161486445057,0.06567547117805582,0.0018710135452532095,0.00191374337208153,0.20705652405082584,0.0026201244157934,0.0021944372527056342,0.011064105133255321,0.04674870802960281,0.010683746973306565,0.000961849446139636,0.06199852239989639,0.052085004511640345,0.041738373056157824,0.10071073224005438,0.0685963802599324,0.05926168671366077,0.016707423723081805,0.02239106799433453,0.004113788280453183,0.07717034478384573,0.0003887679275082197,0.04159121201817971
wdbc,0.0043880357067024416,0.0021794983053390676,0.0026072252031536583,0.04573601964368697,0.002068261994139467,0.004602018698673934,0.0011995844020380492,0.0032407310548703,0.0023062735676736036,0.02298919084510226,0.0014474646273420469,0.005446888350435282,0.001874331173227096,0.06322516562503938,0.02922170111138307,0.0040358077461150514,0.13310975283370266,0.0029510087005958346,0.030111244477125865,0.0027151328290117367,0.004226947516943797,0.003122307693676152,0.004565465015457428,0.0027911782611541773,0.0034911582871707354
wilt,0.03553688951778396,0.0,0.011416333209727311,,0.0,0.0,0.1209836782587613,0.0,0.0,0.05690318621948803,0.0,0.00012915289720773543,0.0,,,0.007700794112519583,0.08391841275748414,0.01195432441270226,,0.008109362673817677,0.020412122211095812,0.039886721626834765,0.017152352733668583,0.022173787849186798,
wine,0.020239340331756884,0.005167745649652375,0.002391226517848167,0.11791959204555877,0.049977262266900184,0.06195296786141565,0.00979242207513328,0.0299107407405502,0.0020962648387644004,0.023628092936782804,0.004234946799460674,0.015925446416500122,0.018202729575150612,0.04937028035825783,0.01897806864073758,0.02854661310174027,0.2927225788168894,0.0019039260968151707,0.018959079459727544,0.0,0.00021739130434777733,0.00328947368421062,0.0004472795389325269,0.00328947368421049,0.0005108652312599826
wpbc,0.029454661793097636,0.02732156380906649,0.022720504005352367,0.023372400422331085,0.03382422238153147,0.0285080788163455,0.02028109720016442,0.030696112067641,0.027010223619433404,0.041644707526347385,0.02099805110445751,0.008400805350097445,0.026525353481790845,0.018348192655011197,0.07594073282702801,0.05230255902572194,0.07475343525587755,0.03722520917728657,0.07605109531673271,0.05076080411217209,0.044474360685321755,0.008421629833381208,0.03313765375708539,0.008091946169600496,0.03581321909444346
yeast,0.005188586475488107,0.0,0.0008172579565577343,0.0,0.0,0.0,0.013083218258694277,0.0,0.0,0.05262132641595498,0.0,0.0010704215197613802,0.0,0.0,0.015084791236446515,0.04959708383199664,0.050188078841453224,0.009854166885752991,0.014998892495797637,0.027443739407200143,0.014708045854227966,0.02009933027272137,0.035121492758025105,0.01257543772606276,0.012884780554354424
yelp,0.006127675174435865,0.0,0.0007354540811279779,,0.0,0.0,0.0012856705232552384,0.0,0.0,0.04139402590946592,0.0,0.00027313348097639755,0.0,,,0.06535064456281688,,0.05461878102919749,,0.05502653841410825,0.03199155914783057,0.006095658277769133,0.06502751717518217,0.004944801261543152,
MNIST-C,0.014761687115900188,0.0,0.0008161124787985738,,0.0,0.0,0.001555737662888391,0.0,0.0,0.053663074951285805,0.0,0.012277632694503136,6.077371255645803e-08,,,0.04935692290589259,,0.003686576960991723,,0.010928229246862506,0.008112356778976093,0.00439296460008431,0.008771091766645674,0.005292578489769653,
FashionMNIST,0.007372195190603852,0.0,0.0012206692394145606,,0.0,0.0,0.0011796683633317415,0.0,0.0,0.038992280194819706,0.0,0.0114582123482268,1.8328579974561788e-07,,,0.020707466097660616,,0.004885938843151391,,0.006640561647053793,0.005149172281916487,0.0034715044274837167,0.005664280696144802,0.0027319044511894654,
CIFAR10,0.009522440472971544,0.0,0.0022766685884836567,,0.0,0.0,0.0022554089414740233,0.0,0.0,0.04263742668795685,0.0,0.005947924697267529,2.6342978060682056e-07,,,0.02391774012792471,,0.010049199879454334,,0.01653297263785377,0.01697590833538451,0.010332745708993294,0.012331728600927513,0.007486351206704311,
SVHN,0.009292874428442212,0.0,0.0017038046896195916,,0.0,0.0,0.0014381511113523802,0.0,0.0,0.0403601871343852,0.0,0.006207060164797065,1.3270237983979136e-07,,,0.02409500002004343,,0.017756726797977306,,0.013085509812331525,0.010011812901863091,0.0046553729854311625,0.011323673837233436,0.004739850452140046,
MVTec-AD,0.020288313620233027,0.02005066492431002,0.020127738981698114,,0.0,0.0,0.02198164846204039,0.019927726761924565,0.01897622617958554,0.03368976383676075,0.0213736880602224,0.02169469808398544,0.018926580020168244,,,0.02229650220388668,,0.01677081692748091,,0.020138363399183793,0.02416676162359273,0.0074809719717756264,0.019296775330328746,0.006660708532187574,
20news,0.011840092838072238,0.00515802420538864,0.01188015350027223,,0.004308544773357571,0.002428016391211482,0.0046842237862368035,0.003245378596711457,0.005943313597327043,0.03891930291732116,0.0034641215427672445,0.013930111626625552,0.004167653329435959,,,0.039932565638671993,,0.0379503272372192,,0.042258792091777984,0.047484240798939446,0.009853052948745883,0.0393731620637025,0.009893742154709692,
agnews,0.008520224029253783,0.0,0.0013039158877429903,,0.0,0.0,0.0009304263904253126,0.0,0.0,0.03346587107248066,0.0,0.0017368130852420166,0.0,,,0.03204810761264837,,0.022882304345472847,,0.03344344646073689,0.0441243888579993,0.006185194192676399,0.04009903803315062,0.0052037034747504,
